key;accepted;kingdom;scientificName;speciesKey
9877279;NA;Plantae;Disterigma acuminatum x cryptocalyx;9877279
9877308;NA;Plantae;Carex lachenalii × macloviana;9877308
10411466;Carex lachenalii × macloviana;Plantae;Carex lachenalii x macloviana;9877308
9877484;NA;Plantae;Ajuga genevensis × reptans;9877484
9877657;NA;Plantae;Viscaria alpina × vulgaris;9877657
9922975;Viscaria alpina × vulgaris;Plantae;Viscaria alpina × vulgaris subsp. vulgaris;9877657
10121204;Viscaria alpina × vulgaris;Plantae;Viscaria alpina x vulgaris ssp. vulgaris;9877657
10166528;Viscaria alpina × vulgaris;Plantae;Viscaria alpina x vulgaris subsp. vulgaris;9877657
10517080;Viscaria alpina × vulgaris;Plantae;Viscaria alpina x vulgaris;9877657
10562653;Viscaria alpina × vulgaris;Plantae;Viscaria alpina × vulgaris ssp. vulgaris;9877657
9877678;NA;Plantae;Populus deltoides x nigra;9877678
9878349;NA;Plantae;Symphyotrichum laeve var. laeve × Symphyotrichum lateriflorum;9878349
9878570;NA;Plantae;Carex exsiccata × Carex rostrata;9878570
9878864;NA;Plantae;Carduus acanthoides × crispus;9878864
10518316;Carduus acanthoides × crispus;Plantae;Carduus acanthoides x crispus;9878864
9879342;NA;Plantae;Carex demissa × flava;9879342
10518806;Carex demissa × flava;Plantae;Carex demissa x flava;9879342
9880493;NA;Plantae;Carex flava × oederi var. pulchella;9880493
10013107;Carex flava × oederi var. pulchella;Plantae;Carex flava × viridula var. pulchella;9880493
10275016;Carex flava × oederi var. pulchella;Plantae;Carex flava x oederi var. pulchella;9880493
10408247;Carex flava × oederi var. pulchella;Plantae;Carex flava x viridula var. pulchella;9880493
9880549;NA;Plantae;Lastrea clintoniana x spinulosa;9880549
9882089;NA;Plantae;Pilosella aurantiaca subsp. aurantiaca × lactucella;9882089
10125639;Pilosella aurantiaca subsp. aurantiaca × lactucella;Plantae;Pilosella aurantiaca ssp. aurantiaca × lactucella;9882089
10162090;Pilosella aurantiaca subsp. aurantiaca × lactucella;Plantae;Pilosella aurantiaca subsp. aurantiaca x lactucella;9882089
10521576;Pilosella aurantiaca subsp. aurantiaca × lactucella;Plantae;Pilosella aurantiaca ssp. aurantiaca x lactucella;9882089
9882106;NA;Plantae;Digitalis grandiflora x purpurea;9882106
9883316;NA;Plantae;Elytrigia repens × Leymus arenarius;9883316
10522804;Elytrigia repens × Leymus arenarius;Plantae;Elytrigia repens x Leymus arenarius;9883316
9883422;NA;Plantae;Epilobium lamyi × parviflorum;9883422
9883765;NA;Plantae;Dryopteris cristata x goldiana;9883765
9884639;NA;Plantae;Salix myrsinites × phylicifolia;9884639
10404063;Salix myrsinites × phylicifolia;Plantae;Salix myrsinites x phylicifolia;9884639
9885325;NA;Plantae;Cirsium acaulon x arvense;9885325
10403391;Cirsium acaulon x arvense;Plantae;Cirsium acaule x arvense;9885325
9885870;NA;Plantae;Euphrasia nemorosa × stricta var. tenuis;9885870
10402830;Euphrasia nemorosa × stricta var. tenuis;Plantae;Euphrasia nemorosa x stricta var. tenuis;9885870
9886164;NA;Plantae;Tragopogon dubius × pratensis;9886164
10402544;Tragopogon dubius × pratensis;Plantae;Tragopogon dubius x pratensis;9886164
9886821;NA;Plantae;Calamagrostis epigejos x varia;9886821
9886963;NA;Plantae;Polystichum braunii x acrostichoides;9886963
9887289;NA;Plantae;Erica arborea x Erica scoparia;9887289
9887367;NA;Plantae;Salix daphnoides x purpurea;9887367
9887389;NA;Plantae;Stellaria graminea × palustris;9887389
10401317;Stellaria graminea × palustris;Plantae;Stellaria graminea x palustris;9887389
9887570;NA;Plantae;Scutellaria galericulata × minor;9887570
10527108;Scutellaria galericulata × minor;Plantae;Scutellaria galericulata x minor;9887570
9887675;NA;Plantae;Potamogeton berchtoldii × pusillus;9887675
10401024;Potamogeton berchtoldii × pusillus;Plantae;Potamogeton berchtoldii x pusillus;9887675
9888599;NA;Plantae;Carex cespitosa × nigra;9888599
9888620;NA;Plantae;Galium mollugo × verum;9888620
10005026;Galium mollugo × verum;Plantae;Galium mollugo ssp. erectum × verum;9888620
10039173;Galium mollugo × verum;Plantae;Galium mollugo ssp. erectum x verum;9888620
10248892;Galium mollugo × verum;Plantae;Galium mollugo subsp. erectum x verum;9888620
10283158;Galium mollugo × verum;Plantae;Galium album x verum;9888620
10400105;Galium mollugo × verum;Plantae;Galium mollugo subsp. erectum × verum;9888620
10434514;Galium mollugo × verum;Plantae;Galium album × verum;9888620
10645405;Galium mollugo × verum;Plantae;Galium mollugo x verum;9888620
9891042;NA;Plantae;Verbascum densiflorum × phoeniceum;9891042
10397619;Verbascum densiflorum × phoeniceum;Plantae;Verbascum densiflorum x phoeniceum;9891042
9891242;NA;Plantae;Salix caprea x sachalinensis;9891242
9891312;NA;Plantae;Prunella laciniata × vulgaris;9891312
9891985;NA;Plantae;Salix aurita × lapponum × repens subsp. repens;9891985
10135573;Salix aurita × lapponum × repens subsp. repens;Plantae;Salix aurita x lapponum x repens subsp. repens;9891985
10152164;Salix aurita × lapponum × repens subsp. repens;Plantae;Salix aurita x lapponum x repens ssp. repens;9891985
10531507;Salix aurita × lapponum × repens subsp. repens;Plantae;Salix aurita × lapponum × repens ssp. repens;9891985
9892077;NA;Plantae;Ophrys fuciflora x Ophrys scolopax;9892077
9892313;NA;Plantae;Passiflora kermesina x caerulea;9892313
9892459;NA;Plantae;Epilobium alsinifolium x parviflorum;9892459
9892513;NA;Plantae;Rorippa amphibia x palustris;9892513
9892725;NA;Plantae;Euphrasia officinalis subsp. monticola × stricta var. suecica;9892725
9907859;Euphrasia officinalis subsp. monticola × stricta var. suecica;Plantae;Euphrasia rostkoviana ssp. montana × stricta var. suecica;9892725
10136318;Euphrasia officinalis subsp. monticola × stricta var. suecica;Plantae;Euphrasia officinalis subsp. monticola x stricta var. suecica;9892725
10380685;Euphrasia officinalis subsp. monticola × stricta var. suecica;Plantae;Euphrasia officinalis ssp. monticola × stricta var. suecica;9892725
10532291;Euphrasia officinalis subsp. monticola × stricta var. suecica;Plantae;Euphrasia officinalis ssp. monticola x stricta var. suecica;9892725
10547503;Euphrasia officinalis subsp. monticola × stricta var. suecica;Plantae;Euphrasia rostkoviana ssp. montana x stricta var. suecica;9892725
9893186;NA;Plantae;Fragaria × ananassa × moschata;9893186
10532762;Fragaria × ananassa × moschata;Plantae;Fragaria x ananassa x moschata;9893186
9893293;NA;Plantae;Arctium minus × tomentosum;9893293
9893742;NA;Plantae;Orchis mascula x morio;9893742
9894119;NA;Plantae;Dactylorhiza incarnata var. incarnata × maculata;9894119
9894519;NA;Plantae;Pulsatilla vernalis × vulgaris subsp. vulgaris;9894519
10289102;Pulsatilla vernalis × vulgaris subsp. vulgaris;Plantae;Pulsatilla vernalis x vulgaris subsp. vulgaris;9894519
10394122;Pulsatilla vernalis × vulgaris subsp. vulgaris;Plantae;Pulsatilla vernalis × vulgaris ssp. vulgaris;9894519
10639459;Pulsatilla vernalis × vulgaris subsp. vulgaris;Plantae;Pulsatilla vernalis x vulgaris ssp. vulgaris;9894519
9895158;NA;Plantae;Epilobium hirsutum × lamyi;9895158
9895723;NA;Plantae;Primula veris x vulgaris;9895723
9896104;NA;Plantae;Carex lepidocarpa subsp. lepidocarpa × oederi var. pulchella;9896104
10139702;Carex lepidocarpa subsp. lepidocarpa × oederi var. pulchella;Plantae;Carex lepidocarpa subsp. lepidocarpa x oederi var. pulchella;9896104
10148015;Carex lepidocarpa subsp. lepidocarpa × oederi var. pulchella;Plantae;Carex lepidocarpa ssp. lepidocarpa x oederi var. pulchella;9896104
10535655;Carex lepidocarpa subsp. lepidocarpa × oederi var. pulchella;Plantae;Carex lepidocarpa ssp. lepidocarpa × oederi var. pulchella;9896104
9897144;NA;Plantae;Salix aurita × caprea subsp. caprea × myrtilloides;9897144
10140731;Salix aurita × caprea subsp. caprea × myrtilloides;Plantae;Salix aurita x caprea ssp. caprea x myrtilloides;9897144
10146962;Salix aurita × caprea subsp. caprea × myrtilloides;Plantae;Salix aurita x caprea subsp. caprea x myrtilloides;9897144
10536743;Salix aurita × caprea subsp. caprea × myrtilloides;Plantae;Salix aurita × caprea ssp. caprea × myrtilloides;9897144
9897227;NA;Plantae;Bryum pallens x arcticum;9897227
9897251;NA;Plantae;Juncus arcticus × balticus;9897251
9996378;Juncus arcticus × balticus;Plantae;Juncus arcticus ssp. × intermedius;9897251
10291837;Juncus arcticus × balticus;Plantae;Juncus arcticus ssp. x intermedius;9897251
10391376;Juncus arcticus × balticus;Plantae;Juncus arcticus x balticus;9897251
9897264;NA;Plantae;Attalea eichleri x speciosa;9897264
9897625;NA;Plantae;Thalictrum flavum × simplex;9897625
9898022;NA;Plantae;Coeloglossum viride × Dactylorhiza maculata subsp. maculata;9898022
9995623;Coeloglossum viride × Dactylorhiza maculata subsp. maculata;Plantae;Coeloglossum viride x Dactylorhiza maculata subsp. maculata;9898022
10048583;Coeloglossum viride × Dactylorhiza maculata subsp. maculata;Plantae;Dactylorhiza maculata ssp. maculata x viride;9898022
10239362;Coeloglossum viride × Dactylorhiza maculata subsp. maculata;Plantae;Coeloglossum viride × Dactylorhiza maculata ssp. maculata;9898022
10390618;Coeloglossum viride × Dactylorhiza maculata subsp. maculata;Plantae;Coeloglossum viride x Dactylorhiza maculata ssp. maculata;9898022
10635907;Coeloglossum viride × Dactylorhiza maculata subsp. maculata;Plantae;Dactylorhiza maculata ssp. maculata × viride;9898022
9899251;NA;Plantae;Carex hostiana × lepidocarpa subsp. jemtlandica;9899251
9994391;Carex hostiana × lepidocarpa subsp. jemtlandica;Plantae;Carex hostiana × lepidocarpa ssp. jemtlandica;9899251
10293843;Carex hostiana × lepidocarpa subsp. jemtlandica;Plantae;Carex hostiana x lepidocarpa ssp. jemtlandica;9899251
10389372;Carex hostiana × lepidocarpa subsp. jemtlandica;Plantae;Carex hostiana x lepidocarpa subsp. jemtlandica;9899251
9900074;NA;Plantae;Elytrigia atherica × repens;9900074
9900373;NA;Plantae;Potamogeton lucens × perfoliatus;9900373
9900851;NA;Plantae;Gentiana acaulis x clusii;9900851
9901290;NA;Plantae;Carex dioica × heleonastes;9901290
10540921;Carex dioica × heleonastes;Plantae;Carex dioica x heleonastes;9901290
9901599;NA;Plantae;Rumex maritimus x obtusifolius;9901599
9901661;NA;Plantae;Crepis biennis x capillaris;9901661
9898200;Salix cinerea × myrsinifolia × phylicifolia;Plantae;Salix cinerea subsp. cinerea × myrsinifolia × phylicifolia;9902328
9902328;NA;Plantae;Salix cinerea × myrsinifolia × phylicifolia;9902328
10141766;Salix cinerea × myrsinifolia × phylicifolia;Plantae;Salix cinerea subsp. cinerea x myrsinifolia x phylicifolia;9902328
10145934;Salix cinerea × myrsinifolia × phylicifolia;Plantae;Salix cinerea x myrsinifolia x phylicifolia;9902328
10537806;Salix cinerea × myrsinifolia × phylicifolia;Plantae;Salix cinerea ssp. cinerea × myrsinifolia × phylicifolia;9902328
10541996;Salix cinerea × myrsinifolia × phylicifolia;Plantae;Salix cinerea ssp. cinerea x myrsinifolia x phylicifolia;9902328
9902427;NA;Plantae;Carex nigra subsp. juncella × vacillans;9902427
9991196;Carex nigra subsp. juncella × vacillans;Plantae;Carex nigra subsp. juncella x vacillans;9902427
10297055;Carex nigra subsp. juncella × vacillans;Plantae;Carex nigra ssp. juncella x vacillans;9902427
10386117;Carex nigra subsp. juncella × vacillans;Plantae;Carex nigra ssp. juncella × vacillans;9902427
9902496;NA;Plantae;Coeloglossum viride × Platanthera chlorantha;9902496
10141594;Coeloglossum viride × Platanthera chlorantha;Plantae;Dactylorhiza viridis × Platanthera chlorantha;9902496
10146104;Coeloglossum viride × Platanthera chlorantha;Plantae;Dactylorhiza viridis x Platanthera chlorantha;9902496
10542169;Coeloglossum viride × Platanthera chlorantha;Plantae;Coeloglossum viride x Platanthera chlorantha;9902496
9902588;NA;Plantae;Bursera morelensis ramirez x schlechtendalii;9902588
9902787;NA;Plantae;Persicaria hydropiper × minor;9902787
9903559;NA;Plantae;Epilobium adenocaulon × alsinifolium;9903559
10543241;Epilobium adenocaulon × alsinifolium;Plantae;Epilobium adenocaulon x alsinifolium;9903559
9904451;NA;Plantae;Asplenium ruta muraria x trichomanes;9904451
9904457;NA;Plantae;Anisantha madritensis x Anisantha sterilis;9904457
9895745;Rosa × inodora × mollis;Plantae;Rosa elliptica ssp. inodora x villosa;9904783
9904783;NA;Plantae;Rosa × inodora × mollis;9904783
9997911;Rosa × inodora × mollis;Plantae;Rosa inodora × mollis;9904783
10139344;Rosa × inodora × mollis;Plantae;Rosa x inodora x mollis;9904783
10148355;Rosa × inodora × mollis;Plantae;Rosa elliptica subsp. inodora x villosa;9904783
10290315;Rosa × inodora × mollis;Plantae;Rosa inodora x mollis;9904783
10392907;Rosa × inodora × mollis;Plantae;Rosa inodora x villosa;9904783
10535309;Rosa × inodora × mollis;Plantae;Rosa inodora × villosa;9904783
10544453;Rosa × inodora × mollis;Plantae;Rosa elliptica ssp. inodora × villosa;9904783
10638215;Rosa × inodora × mollis;Plantae;Rosa elliptica subsp. inodora × villosa;9904783
9904807;NA;Plantae;Salix caprea x repens;9904807
9905353;NA;Plantae;Agrostis capillaris x gigantea;9905353
9905376;NA;Plantae;Epilobium hirsutum × palustre;9905376
10383169;Epilobium hirsutum × palustre;Plantae;Epilobium hirsutum x palustre;9905376
9905492;NA;Plantae;Mimulus alatus × Mimulus ringens;9905492
9905558;NA;Plantae;Salix aegyptiaca × repens subsp. repens;9905558
10138592;Salix aegyptiaca × repens subsp. repens;Plantae;Salix aegyptiaca x repens ssp. repens;9905558
10149119;Salix aegyptiaca × repens subsp. repens;Plantae;Salix aegyptiaca x repens subsp. repens;9905558
10545203;Salix aegyptiaca × repens subsp. repens;Plantae;Salix aegyptiaca × repens ssp. repens;9905558
9905650;NA;Plantae;Ophrys magniflora x Ophrys passionis;9905650
9905665;NA;Plantae;Alopecurus aequalis × arundinaceus;9905665
10382878;Alopecurus aequalis × arundinaceus;Plantae;Alopecurus aequalis x arundinaceus;9905665
9905725;NA;Plantae;Carex bigelowii subsp. bigelowii × Carex rariflora;9905725
9905940;NA;Animalia;Aythya ferina x nyroca;9905940
9906117;NA;Plantae;Bergenia ciliata x crassifolia;9906117
9906428;NA;Plantae;Dactylorhiza maculata × majalis subsp. lapponica;9906428
9987205;Dactylorhiza maculata × majalis subsp. lapponica;Plantae;Dactylorhiza maculata x majalis ssp. lapponica;9906428
10301036;Dactylorhiza maculata × majalis subsp. lapponica;Plantae;Dactylorhiza maculata × majalis ssp. lapponica;9906428
10382103;Dactylorhiza maculata × majalis subsp. lapponica;Plantae;Dactylorhiza maculata x majalis subsp. lapponica;9906428
10627420;Dactylorhiza maculata × majalis subsp. lapponica;Plantae;fläcknycklar x sumpnycklar;9906428
9906503;NA;Plantae;Carex canescens × lapponica;9906503
10546158;Carex canescens × lapponica;Plantae;Carex canescens x lapponica;9906503
9907296;NA;Plantae;Cirsium palustre x vulgare;9907296
9907383;NA;Plantae;Agrimonia eupatoria x procera;9907383
9907957;NA;Plantae;Legousia hybrida x Legousia speculum-veneris;9907957
9908126;NA;Plantae;Epilobium collinum x parviflorum;9908126
9908441;NA;Plantae;Carex bigelowii subsp. lugens × Carex scopulorum;9908441
9908899;NA;Plantae;Agrostis canina × stolonifera;9908899
10379642;Agrostis canina × stolonifera;Plantae;Agrostis canina x stolonifera;9908899
9909259;NA;Plantae;Hypochaeris glabra × radicata;9909259
9909557;NA;Plantae;Verbascum nigrum × phlomoides;9909557
10549175;Verbascum nigrum × phlomoides;Plantae;mörkt kungsljus x läkekungsljus;9909557
9909665;NA;Plantae;Stuckenia pectinata × vaginata;9909665
9983996;Stuckenia pectinata × vaginata;Plantae;Stuckenia pectinata x vaginata;9909665
10304207;Stuckenia pectinata × vaginata;Plantae;Potamogeton pectinatus × vaginatus;9909665
10378886;Stuckenia pectinata × vaginata;Plantae;Potamogeton pectinatus x vaginatus;9909665
9909887;NA;Plantae;Weissia crispata x crispa;9909887
9909965;NA;Plantae;Salix polaris × Salix rotundifolia;9909965
9910883;NA;Plantae;Carex × grahamii × rostrata;9910883
9982788;Carex × grahamii × rostrata;Plantae;Carex rostrata × stenolepis;9910883
10305408;Carex × grahamii × rostrata;Plantae;Carex x grahamii x rostrata;9910883
10377662;Carex × grahamii × rostrata;Plantae;Carex rostrata x stenolepis;9910883
9910890;NA;Plantae;Rubus frondosus × nigrobaccus;9910890
9911260;NA;Plantae;Agrimonia eupatoria × procera;9911260
9911535;NA;Plantae;Valeriana officinalis × sambucifolia subsp. sambucifolia;9911535
10132659;Valeriana officinalis × sambucifolia subsp. sambucifolia;Plantae;Valeriana officinalis x sambucifolia subsp. sambucifolia;9911535
10155076;Valeriana officinalis × sambucifolia subsp. sambucifolia;Plantae;Valeriana officinalis × sambucifolia ssp. sambucifolia;9911535
10551176;Valeriana officinalis × sambucifolia subsp. sambucifolia;Plantae;Valeriana officinalis x sambucifolia ssp. sambucifolia;9911535
9888905;Carex lepidocarpa subsp. lepidocarpa × oederi var. oederi;Plantae;Carex lepidocarpa ssp. lepidocarpa x viridula var. viridula;9911707
9911707;NA;Plantae;Carex lepidocarpa subsp. lepidocarpa × oederi var. oederi;9911707
10132485;Carex lepidocarpa subsp. lepidocarpa × oederi var. oederi;Plantae;Carex lepidocarpa ssp. lepidocarpa x oederi var. oederi;9911707
10155261;Carex lepidocarpa subsp. lepidocarpa × oederi var. oederi;Plantae;Carex lepidocarpa subsp. lepidocarpa × viridula var. viridula;9911707
10283445;Carex lepidocarpa subsp. lepidocarpa × oederi var. oederi;Plantae;Carex lepidocarpa ssp. lepidocarpa × viridula var. viridula;9911707
10399822;Carex lepidocarpa subsp. lepidocarpa × oederi var. oederi;Plantae;Carex lepidocarpa ssp. lepidocarpa × oederi var. oederi;9911707
10528434;Carex lepidocarpa subsp. lepidocarpa × oederi var. oederi;Plantae;Carex lepidocarpa subsp. lepidocarpa x viridula var. viridula;9911707
10551336;Carex lepidocarpa subsp. lepidocarpa × oederi var. oederi;Plantae;Carex lepidocarpa subsp. lepidocarpa x oederi var. oederi;9911707
9912635;NA;Plantae;Salix alaxensis var. alaxensis × Salix planifolia;9912635
9912760;NA;Plantae;Viola riviniana × rupestris subsp. rupestris;9912760
10131437;Viola riviniana × rupestris subsp. rupestris;Plantae;Viola riviniana x rupestris subsp. rupestris;9912760
10156319;Viola riviniana × rupestris subsp. rupestris;Plantae;Viola riviniana x rupestris ssp. rupestris;9912760
10552398;Viola riviniana × rupestris subsp. rupestris;Plantae;Viola riviniana × rupestris ssp. rupestris;9912760
9912870;NA;Plantae;Carex canescens × paniculata;9912870
10375632;Carex canescens × paniculata;Plantae;Carex canescens x paniculata;9912870
9912944;NA;Plantae;Potamogeton friesii × trichoides;9912944
10552578;Potamogeton friesii × trichoides;Plantae;Potamogeton friesii x trichoides;9912944
9913257;NA;Plantae;Salix fragilis x triandra;9913257
9913706;NA;Plantae;Anthoxanthum aristatum × odoratum;9913706
10553327;Anthoxanthum aristatum × odoratum;Plantae;Anthoxanthum aristatum x odoratum;9913706
9913786;NA;Plantae;Secale cereale x Triticum aestivum;9913786
9914102;NA;Plantae;Schedonorus arundinaceus subsp. uechtritzianus × pratensis;9914102
9979625;Schedonorus arundinaceus subsp. uechtritzianus × pratensis;Plantae;Festuca arundinacea var. uechtritziana x pratensis;9914102
10064581;Schedonorus arundinaceus subsp. uechtritzianus × pratensis;Plantae;Schedonorus arundinaceus ssp. uechtritzianus x pratensis;9914102
10223283;Schedonorus arundinaceus subsp. uechtritzianus × pratensis;Plantae;Schedonorus arundinaceus subsp. uechtritzianus x pratensis;9914102
10374417;Schedonorus arundinaceus subsp. uechtritzianus × pratensis;Plantae;Festuca arundinacea var. uechtritziana × pratensis;9914102
10619786;Schedonorus arundinaceus subsp. uechtritzianus × pratensis;Plantae;Schedonorus arundinaceus ssp. uechtritzianus × pratensis;9914102
9915053;NA;Plantae;Viola canina × odorata;9915053
10373488;Viola canina × odorata;Plantae;Viola canina x odorata;9915053
9915990;NA;Plantae;Salix aurita × myrsinifolia;9915990
9916365;NA;Plantae;Xanthium orientale x Xanthium strumarium;9916365
9917025;NA;Plantae;Salix repens subsp. repens × starkeana;9917025
9976737;Salix repens subsp. repens × starkeana;Plantae;Salix repens subsp. repens × starkeana subsp. starkeana;9917025
10067499;Salix repens subsp. repens × starkeana;Plantae;Salix repens ssp. repens × starkeana ssp. starkeana;9917025
10220347;Salix repens subsp. repens × starkeana;Plantae;Salix repens ssp. repens x starkeana ssp. starkeana;9917025
10311555;Salix repens subsp. repens × starkeana;Plantae;Salix repens ssp. repens × starkeana;9917025
10371477;Salix repens subsp. repens × starkeana;Plantae;Salix repens subsp. repens x starkeana subsp. starkeana;9917025
10463140;Salix repens subsp. repens × starkeana;Plantae;Salix repens ssp. repens x starkeana;9917025
10616835;Salix repens subsp. repens × starkeana;Plantae;Salix repens subsp. repens x starkeana;9917025
9917667;NA;Plantae;Pilosella cymosa × officinarum;9917667
10557355;Pilosella cymosa × officinarum;Plantae;Pilosella cymosa x officinarum;9917667
9917686;NA;Plantae;Euphrasia nemorosa x officinalis subsp. rostkoviana;9917686
10370832;Euphrasia nemorosa x officinalis subsp. rostkoviana;Plantae;Euphrasia nemorosa x rostkoviana;9917686
9918996;NA;Plantae;Epilobium ciliatum × glandulosum;9918996
10369506;Epilobium ciliatum × glandulosum;Plantae;Epilobium ciliatum x glandulosum;9918996
9919433;NA;Plantae;Orthotrichum speciosum x elegans;9919433
9919856;NA;Plantae;Funaria hygrometrica x calcarea;9919856
9919952;NA;Plantae;Heracleum persicum × sphondylium subsp. sibiricum;9919952
10124224;Heracleum persicum × sphondylium subsp. sibiricum;Plantae;Heracleum persicum x sphondylium subsp. sibiricum;9919952
10163493;Heracleum persicum × sphondylium subsp. sibiricum;Plantae;Heracleum persicum x sphondylium ssp. sibiricum;9919952
10559616;Heracleum persicum × sphondylium subsp. sibiricum;Plantae;Heracleum persicum × sphondylium ssp. sibiricum;9919952
9920055;NA;Plantae;Dactylorhiza incarnata × majalis subsp. lapponica;9920055
9973692;Dactylorhiza incarnata × majalis subsp. lapponica;Plantae;Dactylorhiza incarnata x majalis ssp. lapponica;9920055
10314602;Dactylorhiza incarnata × majalis subsp. lapponica;Plantae;Dactylorhiza incarnata × majalis ssp. lapponica;9920055
10368413;Dactylorhiza incarnata × majalis subsp. lapponica;Plantae;Dactylorhiza incarnata x majalis subsp. lapponica;9920055
9920110;NA;Plantae;Asplenium septentrionale x adiantum nigrum;9920110
9920138;NA;Plantae;Anacamptis fragrans x Anacamptis morio;9920138
9920436;NA;Plantae;Polygonatum multiflorum × odoratum;9920436
9920499;NA;Plantae;Inula germanica x salicina;9920499
9920890;NA;Plantae;Helianthus annuus × debilis;9920890
10560583;Helianthus annuus × debilis;Plantae;Helianthus annuus x debilis;9920890
9920994;NA;Plantae;Potentilla argentea × sterneri;9920994
10367486;Potentilla argentea × sterneri;Plantae;Potentilla argentea x sterneri;9920994
9879268;Dactylorhiza majalis subsp. lapponica × Gymnadenia conopsea;Plantae;Dactylorhiza majalis ssp. lapponica x Gymnadenia conopsea;9921354
9921354;NA;Plantae;Dactylorhiza majalis subsp. lapponica × Gymnadenia conopsea;9921354
10122820;Dactylorhiza majalis subsp. lapponica × Gymnadenia conopsea;Plantae;Dactylorhiza traunsteineri × Gymnadenia conopsea;9921354
10164896;Dactylorhiza majalis subsp. lapponica × Gymnadenia conopsea;Plantae;Dactylorhiza lapponica × Gymnadenia conopsea;9921354
10273782;Dactylorhiza majalis subsp. lapponica × Gymnadenia conopsea;Plantae;Dactylorhiza majalis ssp. lapponica × Gymnadenia conopsea;9921354
10409489;Dactylorhiza majalis subsp. lapponica × Gymnadenia conopsea;Plantae;Dactylorhiza traunsteineri x Gymnadenia conopsea;9921354
10518748;Dactylorhiza majalis subsp. lapponica × Gymnadenia conopsea;Plantae;Dactylorhiza majalis subsp. lapponica x Gymnadenia conopsea;9921354
10561025;Dactylorhiza majalis subsp. lapponica × Gymnadenia conopsea;Plantae;Dactylorhiza lapponica x Gymnadenia conopsea;9921354
9921655;NA;Plantae;Cerastium arvense × tomentosum;9921655
10561331;Cerastium arvense × tomentosum;Plantae;Cerastium arvense x tomentosum;9921655
9921761;NA;Plantae;Centaurea jacea × Psephellus dealbatus;9921761
9972003;Centaurea jacea × Psephellus dealbatus;Plantae;Centaurea dealbata x jacea;9921761
10316292;Centaurea jacea × Psephellus dealbatus;Plantae;Centaurea jacea x Psephellus dealbatus;9921761
10366736;Centaurea jacea × Psephellus dealbatus;Plantae;Centaurea dealbata × jacea;9921761
9922135;NA;Plantae;Ophrys aranifera x Ophrys catalaunica;9922135
9922566;NA;Plantae;Platanthera grandiflora × Platanthera lacera;9922566
9922616;NA;Plantae;Hypnum cossonii x vernicosum;9922616
9923258;NA;Plantae;Potamogeton gramineus × praelongus;9923258
10365224;Potamogeton gramineus × praelongus;Plantae;Potamogeton gramineus x praelongus;9923258
9923550;NA;Plantae;Salix bebbiana × Salix humilis;9923550
9923615;NA;Plantae;Rubus idaeus × sect. Corylifolii;9923615
10563326;Rubus idaeus × sect. Corylifolii;Plantae;Rubus idaeus x sect. Corylifolii;9923615
9923642;NA;Plantae;Persicaria maculosa x minor;9923642
9923705;NA;Plantae;Centaurea jacea × stoebe;9923705
9924160;NA;Plantae;Juncus acutiflorus x articulatus;9924160
9924476;NA;Plantae;Cyathea stolzei x ursina;9924476
9924884;NA;Plantae;Polytrichum formosum x gracile;9924884
9924928;NA;Plantae;Potentilla heptaphylla x incana x verna;9924928
9925528;NA;Plantae;Pyrola grandiflora × Pyrola minor;9925528
9925754;NA;Plantae;Hypolepis distans x millefolium;9925754
9926635;NA;Plantae;Verbascum longifolium × nigrum;9926635
10361834;Verbascum longifolium × nigrum;Plantae;Verbascum longifolium x nigrum;9926635
9926764;NA;Plantae;Rosa lyonii × virginiana;9926764
9926914;NA;Plantae;Lamium amplexicaule x purpureum;9926914
9926936;NA;Plantae;Pilosella dichotoma × officinarum subsp. peleteriana;9926936
9966804;Pilosella dichotoma × officinarum subsp. peleteriana;Plantae;Pilosella dichotoma × officinarum ssp. peleteriana;9926936
10321462;Pilosella dichotoma × officinarum subsp. peleteriana;Plantae;Pilosella dichotoma x officinarum subsp. peleteriana;9926936
10361550;Pilosella dichotoma × officinarum subsp. peleteriana;Plantae;Pilosella dichotoma x officinarum ssp. peleteriana;9926936
9927916;NA;Plantae;Bambusa pervariabilis x textilis;9927916
9927949;NA;Animalia;Milvus milvus x migrans;9927949
9927980;NA;Plantae;Lonchitis currori x natalensis;9927980
9928057;NA;Plantae;Epilobium collinum x montanum;9928057
9928150;NA;Plantae;Rumex rugosus × thyrsiflorus;9928150
10360317;Rumex rugosus × thyrsiflorus;Plantae;Rumex rugosus x thyrsiflorus;9928150
9928343;NA;Plantae;Odontites litoralis × vulgaris;9928343
10568073;Odontites litoralis × vulgaris;Plantae;Odontites litoralis x vulgaris;9928343
9928893;NA;Plantae;Allium commutatum x Allium porrum;9928893
9929279;NA;Plantae;Carduus acanthoides subsp. acanthoides x nutans subsp. nutans;9929279
9929668;NA;Plantae;Asplenium fontanum x viride;9929668
9930225;NA;Animalia;Anas acuta x platyrhynchos;9930225
10983852;Anas acuta x platyrhynchos;Animalia;Anas platyrhynchos x acuta;9930225
9930506;NA;Plantae;Ophrys exaltata x Ophrys passionis;9930506
9930593;NA;Plantae;Salix arbuscula × herbacea;9930593
10325156;Salix arbuscula × herbacea;Plantae;Salix arbuscula x herbacea;9930593
9930795;NA;Plantae;Elymus aenaeanus x laxulus;9930795
10357630;Elymus aenaeanus x laxulus;Plantae;Elytrigia aenaeana x laxula;9930795
