hybrid;parent1;parent2;usageKey;parent_usageKey1;parent_usageKey2
Cattleya ×gransabanensis Senghas;Cattleya jenmanii Rolfe;Cattleya lawrenceana Rchb.f.;2800967;2800847;2801137
Cattleya ×hummeliana L.C.Menezes & V.P.Castro;Cattleya lawrenceana Rchb.f.;Cattleya violacea (Kunth) Rolfe;2800959;2801137;2797564
Cattleya ×isaacii (Rolfe) J.M.H.Shaw;Cattleya harrisoniana Bateman ex Lindl.;Cattleya jongheana (Rchb.f.) Van den Berg;9367157;2800863;2811885
Cattleya ×labendziana L.C.Menezes & Braem;Cattleya nobilior Rchb.f.;Cattleya violacea (Kunth) Rolfe;2801081;2800960;2797564
Cattleya ×maronii Mast.;Cattleya dowiana var. aurea (Linden) B.S.Williams & T.Moore;Cattleya velutina Rchb.f.;10823253;2801205;2801007
Cattleya ×mathoniae L.Linden;Cattleya luddemanniana Rchb.f.;Cattleya mossiae C.Parker ex Hook.;10699034;3656125;2801063
Cattleya ×mesquitae L.C.Menezes;Cattleya nobilior Rchb.f.;Cattleya walkeriana var. princeps L.C.Menezes;2801061;2800960;2800920
Cattleya ×mingaensis (V.P.Castro & K.G.Lacerda) J.M.H.Shaw;Cattleya crispata (Thunb.) Van den Berg;Cattleya sanguiloba (Withner) Van den Berg;9550752;2812039;2812134
Cattleya ×moduloi L.C.Menezes;Cattleya schofieldiana Rchb.f.;Cattleya warneri T.Moore ex R.Warner;2801060;2800858;2800953
Cattleya ×pittiana O'Brien;Cattleya harrisoniana Bateman ex Lindl.;Cattleya schilleriana Rchb.f.;8595709;2800863;2800892
Cattleya ×ruschii (V.P.Castro) J.M.H.Shaw;Cattleya pumila Hook.;Cattleya schilleriana Rchb.f.;9283901;2812238;2800892
Cattleya ×schunkiana Campacci;Cattleya porphyroglossa Linden & Rchb.f.;Cattleya warneri T.Moore ex R.Warner;2801123;2800851;2800953
Cattleya ×schunkii V.P.Castro;Cattleya schilleriana Rchb.f.;Cattleya schofieldiana Rchb.f.;3655900;2800892;2800858
Cattleya ×sidneana Mottet;Cattleya crispa Lindl.;Cattleya granulosa Lindl.;10821821;2812125;2800824
Cattleya ×tenuata V.P.Castro & Campacci ex Braem;Cattleya elongata Barb.Rodr.;Cattleya tenuis Campacci & Vedovello;2801056;2800974;2801006
Cattleya ×victoriacarolinae (Campacci & C.R.Espejo) J.M.H.Shaw;Cattleya hatae (V.P.Castro & K.G.Lacerda) Van den Berg;Cattleya teretecaulis (Hoehne) Van den Berg;9636769;3656241;2812216
Cattleya ×wetmorei (Ruschi) Fraga & A.P.Fontana;Cattleya pumila Hook.;Cattleya xanthina (Lindl.) Van den Berg;3655810;2812238;2812104
Ceanothus oliganthus var. tomentosus (Parry) K.Brandegee;Ceanothus oliganthus Nutt.;Ceanothus tomentosus Parry;3876632;3039398;3039360
Celmearia ×ruawahia Heenan;Celmisia gracilenta Hook.fil.;Olearia arborescens (G.Forst.) Druce;3134543;5390992;5405346
Cenchrus ×cupreus (Thorpe) Govaerts;Cenchrus elegans (Hassk.) Veldkamp;Cenchrus setaceus (Forssk.) Morrone;9498354;9199338;5828232
Centaurea ×albuferae M.J.Costa;Centaurea aspera subsp. stenophylla (Dufour) Nyman;Centaurea seridis subsp. maritima (Dufour) Dostál;4207016;6076260;4248227
Centaurea ×andresiana Fern.Casas & Susanna;Centaurea scabiosa Sadler;Centaurea toletana var. argecillensis (Gredilla) Fern.Casas & Susanna;3128597;8051801;6446120
Centaurea ×castellano-manchensis Mateo & M.B.Crespo;Centaurea melitensis L.;Centaurea paniculata subsp. castellana (Boiss. & Reut.) Dostál;4255413;3128091;4250279
Centaurea ×ceballosii Fern.Casas;Centaurea scabiosa Sadler;Centaurea toletana Boiss. & Reut.;3128163;8051801;3128253
Centaurea ×cephalariseptimae Fern.Casas & Susanna;Centaurea cephalariifolia Willk.;Centaurea legionis-septimae Fern.Casas & Susanna;3128356;4255373;3128452
Centaurea ×dobroczaevae Tzvelev;Centaurea diffusa Lam.;Centaurea pseudomaculosa Dobrocz;4254267;3128962;3129082
Centaurea ×eclipsislunae Mateo & M.B.Crespo;Centaurea aspera L.;Centaurea saguntina Mateo & M.B.Crespo;4254083;3128166;4248688
Centaurea ×esguevana Fern.Alonso & Fern.Casas;Centaurea castellana Boiss. & Reut.;Centaurea vinyalsii subsp. approximata (Gren. ex Rouy) Dostál;3127536;3127496;4246648
Centaurea ×forsythiana Levier ex Filigh., Farris, Pisanu & Urbani;Centaurea filiformis M.Bieb. ex DC.;Centaurea horrida Badarò;9426333;8299685;7468889
Centaurea ×guarensis J.M.Monts.;Centaurea alba var. cinerascens (Bubani) J.M.Monts.;Centaurea pinae var. aragonensis (Bubani) J.M.Monts.;3128508;4207176;4249841
Centaurea ×hurtadoi Blanca;Centaurea aspera subsp. aspera;Centaurea pullata L.;3127557;7066115;3127841
Centaurea ×kleinii C.T.Roché & Susanna;Centaurea ×moncktonii Britton;Centaurea solstitialis L.;8850739;4925587;3128888
Centaurea ×klokovii Tzvelev;Centaurea pseudomaculosa Dobrocz;Centaurea substituta Czerep.;4252084;3129082;4247448
Centaurea ×noguerensis Mateo;Centaurea calcitrapa L.;Centaurea scabiosa L.;4250643;3128483;8087525
Centaurea ×numantina A.Segura;Centaurea calcitrapa M.Bieb.;Centaurea paniculata subsp. castellana (Boiss. & Reut.) Dostál;3129067;7570799;4250279
Centaurea ×petri-montserratii A.Segura;Centaurea alba M.Bieb.;Centaurea aristata subsp. exilis (Arènes) Dostál;3127670;8309347;4206566
Centaurea ×piifontiana Fern.Casas & Susanna;Centaurea granatensis Boiss. ex DC.;Centaurea mariana Nyman;4249852;3129053;3127778
Centaurea ×pinillosii Mateo & M.B.Crespo;Centaurea aspera L.;Centaurea hyssopifolia Vahl;4249815;3128166;3127628
Centaurea ×sanchisiana Gómez Nav., Mansanet-Salvador, P.P.Ferrer, R.Roselló, E.Laguna & Peris;Centaurea aspera L.;Centaurea bofilliana Sennen ex Devesa & E.López;10881156;3128166;9352660
Centaurea ×sanctae-barbarae Mateo & M.B.Crespo;Centaurea paui Loscos ex Willd.;Centaurea pinae Pau;3128539;3128951;3128423
Centaurea ×santamariae Font Quer ex N.Garcia & Susanna;Centaurea cineraria Jacq. ex Nyman, 1879;Centaurea clementei Boiss.;3128247;8102778;7738015
Centaurea ×segimonensis Pajarón & Fern.Casas;Centaurea gabrielis-blancae Fern.Casas;Centaurea granatensis Boiss. ex DC.;3128380;3128275;3129053
Centaurea ×similata Hausskn.;Centaurea jacea subsp. jacea;Centaurea pseudophrygia C.A.Mey.;4248109;7223260;6446296
Centaurea ×soproniensis J.Wagner & Kárpáti;Centaurea stenolepis A.Kern.;Centaurea vochinensis Bernh. ex Rchb.;4247961;6446162;3128464
Centaurea ×soriana A.Segura ex Mateo & M.B.Crespo;Centaurea alba L.;Centaurea paniculata subsp. castellana (Boiss. & Reut.) Dostál;4247946;7437845;4250279
Centaurea ×subdecurrens Pau;Centaurea aspera L.;Centaurea maritima Dufour;3129086;3128166;4251310
Centaurea ×tatayana Fern.Casas & Susanna;Centaurea ornata Willd.;Centaurea toletana var. toletana;3128757;3128025;7223275
Centaurea ×ternilli Mateo & M.B.Crespo;Centaurea aspera subsp. stenophylla (Dufour) Nyman;Centaurea spachii Sch.Bip. ex Willk. & Lange;3128140;6076260;6065001
Centaurea ×valdesii-bermejoi Fern.Casas & Susanna;Centaurea borjae Valdés Berm. & Rivas Goday;Centaurea nigra L.;3127889;3128787;3128225
Centaurea australis x diffusa;Centaurea australis Pancic ex A.Kern.;Centaurea diffusa Lam.;11635018;7441180;3128962
Centaurea genesii-lopezii Fern.Casas & Susanna;Centaurea boissieri Walp.;Centaurea haenseleri (Boiss.) Boiss.;3128662;7603173;3128405
Centaurea jacea subsp. gaudinii (Boiss. & Reut.) Gremli;Centaurea jacea subsp. gaudinii (Boiss. & Reut.) Gremli;Centaurea nigrescens Willd.;6076300;6076300;3128228
Centaurea jacea subsp. pannonica (Heuff.) Hayek, 1914;Centaurea jacea L.;Centaurea pannonica (Heuff.) Simonk.;6076291;3128547;3128363
Centaurea jacea subsp. subjacea (Beck) Hyl.;Centaurea jacea L.;Centaurea subjacea (Beck) Hayek;6076385;3128547;3128317
Centaurea jacea var. serotina (Dubois) Hayek;Centaurea jacea L.;Centaurea serotina (Dubois) Boreau;11990990;3128547;10667281
Centaurea jacea x nemoralis;Centaurea jacea L.;Centaurea nemoralis Jord.;10318240;3128547;3127553
Centaurea jacea x nigrescens;Centaurea jacea L.;Centaurea nigrescens Willd.;10411852;3128547;3128228
Centaurea jacea x pseudophrygia;Centaurea jacea L.;Centaurea pseudophrygia C.A.Mey.;10516375;3128547;6446296
Centaurea jacea x scabiosa;Centaurea jacea L.;Centaurea scabiosa L.;10167244;3128547;8087525
Centaurea maritima subsp. borrianensis R.Roselló, P.P.Ferrer, E.Laguna, A.Guillén, Gómez Nav. & Peris;Centaurea aspera L.;Centaurea seridis subsp. jacobi (Dufour) P.P.Ferrer, R.Roselló, E.Laguna, A.Guillén, Gómez Nav. & Peris;11067239;3128166;10909422
Centaurea rupestris x scabiosa;Centaurea rupestris L.;Centaurea scabiosa L.;10120472;3128691;8087525
Centaurea scabiosa var. kotschyana Michalet, 1854;Centaurea kotschyana Heuff. ex W.D.J.Koch;Centaurea scabiosa L.;7383065;9575859;8087525
Centaurea zubiae nothovar. somedana Fern.Casas & Susanna;Centaurea ×zubiae Pau;Centaurea lagascana Graells;4220314;3128442;3128752
Centaurium ×cicekii Yild. & Yaprak;Centaurium serpentinicola Carlström;Centaurium tenuiflorum subsp. tenuiflorum;8340792;5596440;7270573
Centaurium ×ubsdellii T.C.G.Rich;Centaurium erythraea Rafn;Centaurium pulchellum (Sw.) Druce;10903955;5414457;7439391
Centaurium pulchellum subsp. tenuiflorum (Hoffmanns. & Link) Maire;Centaurium pulchellum (Sw.) Druce;Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch;7775327;7439391;6367342
Cephalanthera ×renzii B.Baumann, H.Baumann, R.Lorenz & Ruedi Peter;Cephalanthera caucasica Kraenzl.;Cephalanthera longifolia (L.) Fritsch;2795932;2795971;2795869
Cephalanthera ×taubenheimii H.Baumann;Cephalanthera damasonium (Mill.) Druce;Cephalanthera kotschyana Renz & Taubenheim;2795868;2795952;2795933
Cerastium brachypetalum x holosteoides;Cerastium brachypetalum Desf. ex Pers.;Cerastium holosteoides Fr.;9871315;3085439;6364031
Cerastium latifolium subsp. uniflorum (Clairv.) Dostál, 1948;Cerastium latifolium L.;Cerastium uniflorum Clairv.;9358013;6363949;8092175
Cerasus ×compta (Koidz.) H.Ohba;Cerasus leveilleana (Koehne) H.Ohba;Cerasus sargentii (Rehder) H.Ohba;3030772;3021296;3020967
Cerasus ×juddii (E.S.Anderson) H.Ohba;Cerasus sargentii (Rehder) H.Ohba;Cerasus yedoensis (Matsum.) A.N.Vassiljeva;3030281;3020967;7831759
Cerasus ×katonis H.Ohba;Cerasus maximowiczii (Rupr.) Kom.;Cerasus sargentii (Rehder) H.Ohba;3030884;3022730;3020967
Cerasus ×mochidzukiana (Nakai) H.Ohba;Cerasus jamasakura (Koidz.) H.Ohba;Cerasus spachiana f. ascendens (Makino) H.Ohba;3854112;3030342;3020997
Cerasus ×shikamae H.Ohba;Cerasus leveilleana (Koehne) H.Ohba;Cerasus maximowiczii (Rupr.) Kovalev;10814267;3021296;10948019
Cerasus tschonoskii nothovar. pseudoverecunda (H.Kubota & Funatsu) H.Ohba;Cerasus apetala var. pilosa (Koidz.) H.Ohba;Cerasus leveilleana (Koehne) H.Ohba;3030714;3022334;3021296
Cereus ×beckmannii Weing.;Cereus macdonaldiae Hook.;Cereus speciosus K.Schum.;5624978;5622985;7280827
Chaenomeles japonica x speciosa;Chaenomeles japonica (Thunb.) Lindl. ex Spach;Chaenomeles speciosa (Sweet) Nakai;10243007;3000610;3000679
Chamaecrista ×blanchetiformis Conc., L.P.Queiroz & Borba;Chamaecrista blanchetii (Benth.) Conc., L.P.Queiroz & G.P.Lewis;Chamaecrista confertiformis (H.S.Irwin & Barneby) Conc., L.P.Queiroz & G.P.Lewis;3979669;7654582;3979433
Chamaecrista ×patyensis Conc., L.P.Queiroz & Borba;Chamaecrista confertiformis (H.S.Irwin & Barneby) Conc., L.P.Queiroz & G.P.Lewis;Chamaecrista depauperata Conc., L.P.Queiroz & G.P.Lewis;3978574;3979433;3979304
Chamaecytisus ×cetius (Beck) Dostál;Chamaecytisus hirsutus (L.) Link;Chamaecytisus ratisbonensis (Schaeff.) Rothm.;5633123;5354530;5354685
Chamaecytisus ×millenii (Borbás) Dostál;Chamaecytisus austriacus (L.) Link;Chamaecytisus ratisbonensis (Schaeff.) Rothm.;5633042;5354569;5354685
Chamaecytisus virescens (Kovács ex Neilr.) Dostál;Chamaecytisus austriacus (L.) Link;Chamaecytisus supinus (L.) Link;5632923;5354569;5354525
Chamaepeuce ×sprengeri Wittm.;Chamaepeuce casabonae (L.) DC.;Chamaepeuce diacantha (Labill.) DC.;10708654;3096885;3105631
Cheilanthes ×fraser-jenkinsii Thapa;Cheilanthes doniana (S.K.Wu) Fraser-Jenk. & Khullar;Cheilanthes formosana Hayata;7807217;3747763;3748660
Chenopodium ×bohemicum F.Dvorák;Chenopodium praeacutum Murr;Chenopodium suecicum Murr;3756623;7339803;3083905
Chenopodium ×brunense F.Dvorák;Chenopodium purpurascens Buch.-Ham.;Chenopodium strictum Roth;3756414;7476051;3083941
Chenopodium ×dadakovae F.Dvorák;Chenopodium strictum Roth;Chenopodium suecicum Murr;3755690;3083941;3083905
Chenopodium ×gruellii Aellen;Chenopodium ficifolium Sm.;Chenopodium viride L.;7754801;3083862;3083906
Chenopodium ×hubertusii F.Dvorák;Chenopodium filifolium Krock.;Chenopodium striatum (Krasan) Murr;3759601;3760567;6035547
Chenopodium ×jedlickae F.Dvorák;Chenopodium album Bosc ex Moq.;Chenopodium ficifolium Sm.;3759244;8285781;3083862
Chenopodium ×jehlikii F.Dvorák;Chenopodium ficifolium Sm.;Chenopodium opulifolium Schrad. ex DC., 1815;3759231;3083862;8059910
Chenopodium ×mendelii F.Dvorák;Chenopodium ×pseudostriatum (Zschacke) Druce;Chenopodium diversifolium (Lojac.) F.Dvorák;3758534;7339659;7340122
Chenopodium ×podperae F.Dvorák;Chenopodium diversifolium (Lojac.) F.Dvorák;Chenopodium striatiforme Murr;3757479;7340122;6035549
Chenopodium ×schulzeanum Murray;Chenopodium glaucum L.;Chenopodium rubrum L.;3756343;3083930;3083926
Chenopodium ×schwarzovae F.Dvořák;Chenopodium ×densifoliatum (A.Ludwig & Aellen) F.Dvorák;Chenopodium subopulifolium Murr;3756337;3755663;3755852
Chenopodium ×striatialbum F.Dvorák;Chenopodium album L.;Chenopodium striatiforme Murr;10967544;3083838;6035549
Chenopodium ×striatisuecicum F.Dvorák;Chenopodium striatiforme Murr;Chenopodium suecicum Murr;11048031;6035549;3083905
Chenopodium album subsp. amaranticolor (Coste & Reyn.) Coste & Reyn;Chenopodium album L.;Chenopodium amaranticolor (H.J.Coste & A.Reyn.) H.J.Coste & A.Reyn.;6449176;3083838;3757977
Chenopodium album subsp. strictum (Krasan) Murr;Chenopodium album L.;Chenopodium strictum Roth;9412542;3083838;3083941
Chenopodium album var. berlandieri (Moq.) Mack. & Bush;Chenopodium album L.;Chenopodium berlandieri Moq.;3755655;3083838;3083920
Chenopodium album var. missouriense (Aellen) Bassett & Crompton;Chenopodium album L.;Chenopodium missouriense Aellen;3755928;3083838;6035721
Chenopodium album x ficifolium;Chenopodium album L.;Chenopodium ficifolium Sm.;10618646;3083838;3083862
Chloraea ×flavovirens G.A.Rojas & J.M.Watson;Chloraea alpina Poepp.;Chloraea magellanica Hook.f.;10827651;5324803;5324775
Choisya ×dewitteana Geerinck;Choisya dumosa var. arizonica (Standl.) L.D.Benson;Choisya ternata Kunth;3833414;3833378;3833284
Chrysanthemum ×todaiense H.Ohashi & Yonek.;Chrysanthemum makinoi Matsum. & Nakai;Chrysanthemum rupestre Matsum. & Koidz.;4234457;3091543;3091552
Circaea ×decipiens Boufford;Circaea erubescens Franch. & Sav.;Circaea lutetiana subsp. quadrisulcata (Maxim.) Asch. & Magnus;3665459;3665426;3665342
Circaea ×mentiens Boufford;Circaea alpina subsp. alpina;Circaea erubescens Franch. & Sav.;3665308;6428110;3665426
Circaea ×ovata (Honda) Boufford;Circaea cordata Royle;Circaea mollis Siebold & Zucc.;3667513;3665469;7322810
Circaea ×skvortsovii Boufford;Circaea cordata Royle;Circaea lutetiana subsp. quadrisulcata (Maxim.) Asch. & Magnus;3665249;3665469;3665342
Circaea ×sterilis Boufford;Circaea alpina L.;Circaea canadensis (L.) Hill;3665244;3188797;3188796
Circaea ×taronensis H.Li;Circaea alpina subsp. imaicola (Asch. & Magnus) Kitam.;Circaea cordata Royle;3665231;7729741;3665469
Cirsium ×brunneri A.Braun;Cirsium rivulare (Jacq.) Link;Cirsium tuberosum (L.) All.;8556230;8172088;3112651
Cirsium ×candolleanum Nägeli;Cirsium erisithales (Jacq.) Scop.;Cirsium oleraceum (L.) Scop.;3113348;3113027;3113650
Cirsium ×erzincanicum Yildiz, Dirmenci & Arabaci;Cirsium leucocephalum (Willd.) Spreng.;Cirsium macrobotrys (K.Koch) Boiss.;10711447;7671530;3113360
Cirsium ×fissibracteatum Peterm., 1849;Cirsium acaule (L.) All., 1780;Cirsium spinosissimum (L.) Scop.;7988866;8324412;8322056
Cirsium ×fontqueri Romo;Cirsium acaule subsp. acaule;Cirsium pyrenaicum var. paniculatum (Vahl) Talavera & Valdés;3112563;11125166;4219628
Cirsium ×ispolatovii Iljin ex Tzvelev;Cirsium roseolum Gorl.;Cirsium vulgare (Savi) Ten.;3113146;3113009;3112801
Cirsium ×kelkitensis Yildiz, Arabaci & Dirmenci;Cirsium cephalotes Boiss.;Cirsium leucocephalum (Willd.) Spreng.;10798022;3113076;7671530
Cirsium ×nezaketiae Yildiz, Dirmenci & Arabaci;Cirsium cephalotes Boiss.;Cirsium macrobotrys (K.Koch) Boiss.;10898945;3113076;3113360
Cirsium ×norrisii C.Bicknell;Cirsium bulbosum Lam.;Cirsium erisithales (Jacq.) Scop.;7597700;3112655;3113027
Cirsium ×ochroleucum All.;Cirsium erisithales (Jacq.) Scop.;Cirsium palustre (L.) Scop.;3113679;3113027;3113239
Cirsium ×pskemense Lazkov;Cirsium turkestanicum (Regel) Petr.;Cirsium vulgare (Savi) Ten.;9510589;3113132;3112801
Cirsium ×schulzeanum Nägeli;Cirsium rivulare (Jacq.) All.;Cirsium spinosissimum (L.) Scop.;9627769;3113637;8322056
Cirsium ×sextenum Ausserdorfer ex Huter;Cirsium acaule (L.) Scop.;Cirsium arvense (L.) Scop.;4219157;3112799;3113414
Cirsium ×smirnovii Gubanov;Cirsium heterophyllum (L.) Hill;Cirsium pannonicum (L.fil.) Link;4219051;3113745;3113390
Cirsium ×sudae E.Michálk. & Bures;Cirsium carniolicum Scop.;Cirsium greimleri Bures;10806291;7659017;10003577
Cirsium ×vivantii L.Villar, Segarra, J.López, Pérez-Coll. & Catalán;Cirsium carniolicum subsp. rufescens (Ramond ex DC.) P.Fourn.;Cirsium palustre (L.) Scop.;4218223;4223948;3113239
Cirsium ×winkleri Font Quer;Cirsium flavispina Boiss. ex DC.;Cirsium gregarium (Boiss. ex DC.) Willk.;4218071;3113411;4222459
Cirsium acaule x rivulare;Cirsium acaule (L.) All., 1780;Cirsium rivulare (Jacq.) All.;10301872;8324412;3113637
Cirsium acaule x tuberosum;Cirsium acaule (L.) All., 1780;Cirsium tuberosum (L.) All.;9893274;8324412;3112651
Cirsium acaulon x arvense;Cirsium acaulon (L.) Scop.;Cirsium arvense (L.) Scop.;9885325;3112694;3113414
Cirsium acaulon x eriophorum;Cirsium acaulon (L.) Scop.;Cirsium eriophorum (L.) Scop.;10431189;3112694;3112620
Cirsium acaulon x heterophyllum;Cirsium acaulon (L.) Scop.;Cirsium heterophyllum (L.) Hill;10222068;3112694;3113745
Cirsium acaulon x palustre;Cirsium acaulon (L.) Scop.;Cirsium palustre (L.) Scop.;9986354;3112694;3113239
Cirsium acaulon x rivulare;Cirsium acaulon (L.) Scop.;Cirsium rivulare (Jacq.) All.;10381243;3112694;3113637
Cirsium acaulon x tuberosum;Cirsium acaulon (L.) Scop.;Cirsium tuberosum (L.) All.;10395371;3112694;3112651
Cirsium acaulon x vulgare;Cirsium acaulon (L.) Scop.;Cirsium vulgare (Savi) Ten.;9950837;3112694;3112801
Cirsium altissimum f. discolor (Muhl. ex Willd.) Voss;Cirsium altissimum (L.) Spreng.;Cirsium discolor (Muhl. ex Willd.) Spreng.;4224914;8078803;3112737
Cirsium arvense x rivulare;Cirsium arvense (L.) Scop.;Cirsium rivulare (Jacq.) All.;10128900;3113414;3113637
Cirsium arvense x tuberosum;Cirsium arvense (L.) Scop.;Cirsium tuberosum (L.) All.;10373203;3113414;3112651
Cirsium flavescens W.D.J.Koch;Cirsium erisithales (Jacq.) Scop.;Cirsium spinosissimum (L.) Scop.;7731664;3113027;8322056
Cirsium oleraceum x tuberosum;Cirsium oleraceum (L.) Scop.;Cirsium tuberosum (L.) All.;10489072;3113650;3112651
Cirsium palustre x tuberosum;Cirsium palustre (L.) Scop.;Cirsium tuberosum (L.) All.;10546936;3113239;3112651
Cirsium palustre x vulgare;Cirsium palustre (L.) Scop.;Cirsium vulgare (Savi) Ten.;9907296;3113239;3112801
Cirsium rivulare x tuberosum;Cirsium rivulare (Jacq.) All.;Cirsium tuberosum (L.) All.;10065788;3113637;3112651
Cirsium tappeineri Treuinfels;Cirsium erisithales (Jacq.) Scop.;Cirsium heterophyllum (L.) Hill;4218739;3113027;3113745
Cistus ×akamantis var. polyanthus Demoly;Cistus ×florentinus Lam.;Cistus parviflorus Lam.;3596476;3595586;8069132
Cistus ×akamantis var. sessilis Demoly;Cistus ×pauranthus Demoly;Cistus monspeliensis L.;3596468;3595856;2874030
Cistus ×banaresii Demoly;Cistus palmensis Bañares & Demoly;Cistus symphytifolius Lam.;7331411;3595899;7331231
Cistus ×banaresii var. subcanus Demoly;Cistus palmensis Bañares & Demoly;Cistus symphytifolius var. canus Demoly;3596459;3595899;3595119
Cistus ×bornetianus Demoly;Cistus albidus L.;Cistus laurifolius L.;3596196;7331435;3596501
Cistus ×canescens Sweet;Cistus albidus L.;Cistus creticus L.;7331312;7331435;6438085
Cistus ×cebennensis Aubin & J.Prudhomme;Cistus pouzolzii Delile;Cistus salviifolius L.;3596045;3595616;2874027
Cistus ×chnoodophyllus Demoly;Cistus chinamadensis Bañares & P.Romero;Cistus symphytifolius Lam.;3595985;7331358;7331231
Cistus ×clausonii Font Quer & Maire;Cistus albidus L.;Cistus heterophyllus Desf.;3595942;7331435;7331282
Cistus ×clausonii subsp. crespoi P.P.Ferrer & E.Laguna;Cistus albidus L.;Cistus heterophyllus subsp. carthaginensis (Pau) M.B.Crespo & Mateo;10778395;7331435;3595333
Cistus ×conradiae Demoly;Cistus creticus L.;Cistus monspeliensis L.;3595897;6438085;2874030
Cistus ×crispatus Dans.;Cistus creticus L.;Cistus crispus L.;3595776;6438085;3595767
Cistus ×cyprius Lam.;Cistus ladanifer L.;Cistus laurifolius L.;3595650;6437976;3596501
Cistus ×dansereaui f. maculatus Demoly;Cistus inflatus Pourr. ex Demoly;Cistus ladanifer f. maculatus (Dunal) Dans.;3596300;3595200;3595118
Cistus ×dansereaui P.Silva;Cistus inflatus Pourr. ex Demoly;Cistus ladanifer L.;3595640;3595200;6437976
Cistus ×dansereaui var. latifolius Demoly;Cistus inflatus Pourr. ex Demoly;Cistus ladanifer var. sulcatus Demoly;3596310;3595200;6437986
Cistus ×daveauanus P.Silva;Cistus albidus L.;Cistus inflatus Pourr. ex Demoly;3595630;7331435;3595200
Cistus ×dubius Pourr.;Cistus laurifolius L.;Cistus salviifolius L.;3595730;3596501;2874027
Cistus ×escartianus Demoly;Cistus creticus L.;Cistus heterophyllus Desf.;3595525;6438085;7331282
Cistus ×fernandesiae P.Silva;Cistus crispus L.;Cistus ladanifer L.;7331419;3595767;6437976
Cistus ×florentinus Lam.;Cistus monspeliensis L.;Cistus salviifolius L.;3595586;2874030;2874027
Cistus ×gardianus var. compactus Demoly;Cistus ×canescens Sweet;Cistus crispus L.;3596252;7331312;3595767
Cistus ×gardianus var. tomentosus Demoly;Cistus ×canescens Sweet;Cistus ×incanus L.;3596244;7331312;2874028
Cistus ×hybridus Pourr.;Cistus populifolius L.;Cistus salviifolius L.;7868182;7331314;2874027
Cistus ×incanus L.;Cistus albidus L.;Cistus crispus L.;2874028;7331435;3595767
Cistus ×laxus (Dryand.);Cistus inflatus Pourr. ex Demoly;Cistus populifolius L.;9232035;3595200;7331314
Cistus ×lecomtei Sennen;Cistus albidus L.;Cistus monspeliensis L.;3596463;7331435;2874030
Cistus ×ledon Lam.;Cistus laurifolius L.;Cistus monspeliensis L.;7331404;3596501;2874030
Cistus ×lenis Demoly;Cistus parviflorus Lam.;Cistus sintenisii Litard.;10831668;8069132;3595235
Cistus ×lenis f. subparviflorus Demoly;Cistus ×lenis Demoly;Cistus parviflorus Lam.;10943190;10831668;8069132
Cistus ×lepidocalyx Demoly;Cistus ladanifer L.;Cistus libanotis L.;3596417;6437976;7565242
