verbatim;source;edited;type;parent
Salvia sylvestris L.;florkart;Salvia sylvestris L.;formula;NA
Sambucus nigra × racemosa;florkart;Sambucus nigra × racemosa;formula;Sambucus nigra
Sambucus nigra × racemosa;florkart;Sambucus nigra × racemosa;formula;Sambucus racemosa
Saxifraga × arendsii Engl.;florkart;Saxifraga ×arendsii Engl.;name;NA
Saxifraga cotyledon × hostii;florkart;Saxifraga cotyledon × hostii;formula;Saxifraga cotyledon
Saxifraga cotyledon × hostii;florkart;Saxifraga cotyledon × hostii;formula;Saxifraga hostii
Saxifraga × geum L.;florkart;Saxifraga ×geum L.;name;NA
Saxifraga granulata × S. rosacea subsp. rosacea;florkart;Saxifraga granulata × S. rosacea subsp. rosacea;formula;Saxifraga granulata
Saxifraga granulata × S. rosacea subsp. rosacea;florkart;Saxifraga granulata × S. rosacea subsp. rosacea;formula;Saxifraga  rosacea subsp. rosacea
Saxifraga granulata × rosacea;florkart;Saxifraga granulata × rosacea;formula;Saxifraga granulata
Saxifraga granulata × rosacea;florkart;Saxifraga granulata × rosacea;formula;Saxifraga rosacea
Saxifraga kochii Hornung;florkart;Saxifraga kochii Hornung;formula;NA
Saxifraga × urbium Webb;florkart;Saxifraga ×urbium Webb;name;NA
Schoenoplectus lacustris × tabernaemontani;florkart;Schoenoplectus lacustris × tabernaemontani;formula;Schoenoplectus lacustris
Schoenoplectus lacustris × tabernaemontani;florkart;Schoenoplectus lacustris × tabernaemontani;formula;Schoenoplectus tabernaemontani
Schoenoplectus carinatus (Sm.) Palla;florkart;Schoenoplectus carinatus (Sm.) Palla;formula;NA
Schoenoplectus kalmussii (Asch., Abrom. & Graebn.) Palla;florkart;Schoenoplectus kalmussii (Asch., Abrom. & Graebn.) Palla;formula;NA
Schoenoplectus × duvalii;florkart;Schoenoplectus ×duvalii;name;NA
Schoenoplectus kuekenthalianus (Junge) D. H. Kent;florkart;Schoenoplectus kuekenthalianus (Junge) D. H. Kent;formula;NA
Schoenus intermedius Brügger;florkart;Schoenus intermedius Brügger;formula;NA
Scilla forbesii × luciliae;florkart;Scilla forbesii × luciliae;formula;Scilla forbesii
Scilla forbesii × luciliae;florkart;Scilla forbesii × luciliae;formula;Scilla luciliae
Scilla forbesii × sardensis;florkart;Scilla forbesii × sardensis;formula;Scilla forbesii
Scilla forbesii × sardensis;florkart;Scilla forbesii × sardensis;formula;Scilla sardensis
Scilla luciliae × siehei;florkart;Scilla luciliae × siehei;formula;Scilla luciliae
Scilla luciliae × siehei;florkart;Scilla luciliae × siehei;formula;Scilla siehei
Scirpus radicans × sylvaticus;florkart;Scirpus radicans × sylvaticus;formula;Scirpus radicans
Scirpus radicans × sylvaticus;florkart;Scirpus radicans × sylvaticus;formula;Scirpus sylvaticus
Scleranthus annuus × perennis;florkart;Scleranthus annuus × perennis;formula;Scleranthus annuus
Scleranthus annuus × perennis;florkart;Scleranthus annuus × perennis;formula;Scleranthus perennis
Scleranthus perennis × polycarpos;florkart;Scleranthus perennis × polycarpos;formula;Scleranthus perennis
Scleranthus perennis × polycarpos;florkart;Scleranthus perennis × polycarpos;formula;Scleranthus polycarpos
Sedum × geum;florkart;Sedum ×geum;name;NA
Sedum acre × mite;florkart;Sedum acre × mite;formula;Sedum acre
Sedum acre × mite;florkart;Sedum acre × mite;formula;Sedum mite
Sempervivum barbulatum Schott;florkart;Sempervivum barbulatum Schott;formula;NA
Sempervivum × angustifolium A. Kern.;florkart;Sempervivum ×angustifolium A. Kern.;name;NA
Sempervivum funckii Braun ex W. D. J. Koch;florkart;Sempervivum funckii Braun ex W. D. J. Koch;formula;NA
Senecio aquaticus × erracticus;florkart;Senecio aquaticus × erracticus;formula;Senecio aquaticus
Senecio aquaticus × erracticus;florkart;Senecio aquaticus × erracticus;formula;Senecio erracticus
Senecio aquaticus × erucifolius;florkart;Senecio aquaticus × erucifolius;formula;Senecio aquaticus
Senecio aquaticus × erucifolius;florkart;Senecio aquaticus × erucifolius;formula;Senecio erucifolius
Senecio vernalis × vulgaris;florkart;Senecio vernalis × vulgaris;formula;Senecio vernalis
Senecio vernalis × vulgaris;florkart;Senecio vernalis × vulgaris;formula;Senecio vulgaris
Senecio × decipiens Herborg;florkart;Senecio ×decipiens Herborg;name;NA
Senecio × reisachii;florkart;Senecio ×reisachii;name;NA
Senecio × subnebrodensis Simonk.;florkart;Senecio ×subnebrodensis Simonk.;name;NA
Senecio sylvaticus × viscosus;florkart;Senecio sylvaticus × viscosus;formula;Senecio sylvaticus
Senecio sylvaticus × viscosus;florkart;Senecio sylvaticus × viscosus;formula;Senecio viscosus
Silene dioica × latifolia Meusel & K. Werner;florkart;Silene dioica × latifolia Meusel & K. Werner;formula;Silene dioica
Silene dioica × latifolia Meusel & K. Werner;florkart;Silene dioica × latifolia Meusel & K. Werner;formula;Silene latifolia Meusel & K. Werner
Silene dioica × S. latifolia subsp. alba;florkart;Silene dioica × S. latifolia subsp. alba;formula;Silene dioica
Silene dioica × S. latifolia subsp. alba;florkart;Silene dioica × S. latifolia subsp. alba;formula;Silene  latifolia subsp. alba
Silene × pseudotites Besser ex Rchb.;florkart;Silene ×pseudotites Besser ex Rchb.;name;NA
Solidago canadensis × gigantea;florkart;Solidago canadensis × gigantea;formula;Solidago canadensis
Solidago canadensis × gigantea;florkart;Solidago canadensis × gigantea;formula;Solidago gigantea
Solidago canadensis × virgaurea;florkart;Solidago canadensis × virgaurea;formula;Solidago canadensis
Solidago canadensis × virgaurea;florkart;Solidago canadensis × virgaurea;formula;Solidago virgaurea
Sonchus asper × oleraceus;florkart;Sonchus asper × oleraceus;formula;Sonchus asper
Sonchus asper × oleraceus;florkart;Sonchus asper × oleraceus;formula;Sonchus oleraceus
Sorbus aucuparia subsp. aucuparia × S. aucuparia subsp. glabrata;florkart;Sorbus aucuparia subsp. aucuparia × S. aucuparia subsp. glabrata;formula;Sorbus aucuparia subsp. aucuparia
Sorbus aucuparia subsp. aucuparia × S. aucuparia subsp. glabrata;florkart;Sorbus aucuparia subsp. aucuparia × S. aucuparia subsp. glabrata;formula;Sorbus  aucuparia subsp. glabrata
Sparganium angustifolium × emersum;florkart;Sparganium angustifolium × emersum;formula;Sparganium angustifolium
Sparganium angustifolium × emersum;florkart;Sparganium angustifolium × emersum;formula;Sparganium emersum
Sparganium emersum × erectum;florkart;Sparganium emersum × erectum;formula;Sparganium emersum
Sparganium emersum × erectum;florkart;Sparganium emersum × erectum;formula;Sparganium erectum
Spergularia kurkae F. Dvořák;florkart;Spergularia kurkae F. Dvořák;formula;NA
Spergularia marina × media;florkart;Spergularia marina × media;formula;Spergularia marina
Spergularia marina × media;florkart;Spergularia marina × media;formula;Spergularia media
Spergularia marina × rubra;florkart;Spergularia marina × rubra;formula;Spergularia marina
Spergularia marina × rubra;florkart;Spergularia marina × rubra;formula;Spergularia rubra
Spiraea × arguta;florkart;Spiraea ×arguta;name;NA
Spiraea arguta;florkart;Spiraea arguta;formula;NA
Spiraea billardii Hérincq;florkart;Spiraea billardii Hérincq;formula;NA
Spiraea × cinerea Zabel;florkart;Spiraea ×cinerea Zabel;name;NA
Spiraea × bumalda Burvenich;florkart;Spiraea ×bumalda Burvenich;name;NA
Spiraea × vanhouttei (Briot) Zabel;florkart;Spiraea ×vanhouttei (Briot) Zabel;name;NA
Spartina townsendii H. Groves & J. Groves;florkart;Spartina townsendii H. Groves & J. Groves;formula;NA
Stachys ambigua Sm.;florkart;Stachys ambigua Sm.;formula;NA
Stachys × medebachensis Feld & Koenen;florkart;Stachys ×medebachensis Feld & Koenen;name;NA
Symphoricarpos × chenaultii Rehder;florkart;Symphoricarpos ×chenaultii Rehder;name;NA
Symphyotrichum salignum (Willd.) G. L. Nesom;florkart;Symphyotrichum salignum (Willd.) G. L. Nesom;formula;NA
Symphyotrichum versicolor (Willd.) G. L. Nesom;florkart;Symphyotrichum versicolor (Willd.) G. L. Nesom;formula;NA
Symphytum officinale × tuberosum;florkart;Symphytum officinale × tuberosum;formula;Symphytum officinale
Symphytum officinale × tuberosum;florkart;Symphytum officinale × tuberosum;formula;Symphytum tuberosum
Symphytum uplandicum Nyman;florkart;Symphytum uplandicum Nyman;formula;NA
Syringa chinensis Willd.;florkart;Syringa chinensis Willd.;formula;NA
Taxus × media;florkart;Taxus ×media;name;NA
Thalictrum flavum × simplex;florkart;Thalictrum flavum × simplex;formula;Thalictrum flavum
Thalictrum flavum × simplex;florkart;Thalictrum flavum × simplex;formula;Thalictrum simplex
Elymus mucronatus (Opiz) Conert;florkart;Elymus mucronatus (Opiz) Conert;formula;NA
Elymus × acutus;florkart;Elymus ×acutus;name;NA
Thymus braunii Borbás, pro T. spathulus x T. subcitratus;florkart;Thymus braunii Borbás, pro T. spathulus × T. subcitratus;formula;Thymus braunii Borbás, pro T. spathulus
Thymus braunii Borbás, pro T. spathulus x T. subcitratus;florkart;Thymus braunii Borbás, pro T. spathulus × T. subcitratus;formula;Thymus  subcitratus
Thymus pulegioides × vulgaris;florkart;Thymus pulegioides × vulgaris;formula;Thymus pulegioides
Thymus pulegioides × vulgaris;florkart;Thymus pulegioides × vulgaris;formula;Thymus vulgaris
Thymus × porcii Borbás;florkart;Thymus ×porcii Borbás;name;NA
Thymus × desertostepposus Ferd. Weber, pro T. marschallianus x T. serpyllum;florkart;Thymus ×desertostepposus Ferd. Weber, pro T. marschallianus ×T. serpyllum;name;NA
Thymus × korneckii Machule, pro T. humifusus x serpyllum;florkart;Thymus ×korneckii Machule, pro T. humifusus ×serpyllum;name;NA
Thymus oblongifolius Opiz;florkart;Thymus oblongifolius Opiz;formula;NA
Thymus odoratissimus Mill.;florkart;Thymus odoratissimus Mill.;formula;NA
Thymus praecox × vulgaris;florkart;Thymus praecox × vulgaris;formula;Thymus praecox
Thymus praecox × vulgaris;florkart;Thymus praecox × vulgaris;formula;Thymus vulgaris
Thymus pseudoalpestris Ronniger ex Ferd. Weber;florkart;Thymus pseudoalpestris Ronniger ex Ferd. Weber;formula;NA
Thymus pannonicus × serpyllum;florkart;Thymus pannonicus × serpyllum;formula;Thymus pannonicus
Thymus pannonicus × serpyllum;florkart;Thymus pannonicus × serpyllum;formula;Thymus serpyllum
Thymus × vicinus;florkart;Thymus ×vicinus;name;NA
Tilia × euchlora;florkart;Tilia ×euchlora;name;NA
Tilia × intermedia;florkart;Tilia ×intermedia;name;NA
Tilia europaea L.;florkart;Tilia europaea L.;formula;NA
Tradescantia × andersoniana Ludwig & Rohw.;florkart;Tradescantia ×andersoniana Ludwig & Rohw.;name;NA
Tragopogon dubius × orientalis;florkart;Tragopogon dubius × orientalis;formula;Tragopogon dubius
Tragopogon dubius × orientalis;florkart;Tragopogon dubius × orientalis;formula;Tragopogon orientalis
Tragopogon dubius × pratensis;florkart;Tragopogon dubius × pratensis;formula;Tragopogon dubius
Tragopogon dubius × pratensis;florkart;Tragopogon dubius × pratensis;formula;Tragopogon pratensis
Tragopogon orientalis × pratensis;florkart;Tragopogon orientalis × pratensis;formula;Tragopogon orientalis
Tragopogon orientalis × pratensis;florkart;Tragopogon orientalis × pratensis;formula;Tragopogon pratensis
Trichophorum foersteri (Swan) D. A. Simpson;florkart;Trichophorum foersteri (Swan) D. A. Simpson;formula;NA
Trifolium alpestre × medium;florkart;Trifolium alpestre × medium;formula;Trifolium alpestre
Trifolium alpestre × medium;florkart;Trifolium alpestre × medium;formula;Trifolium medium
Trifolium aureum × campestre;florkart;Trifolium aureum × campestre;formula;Trifolium aureum
Trifolium aureum × campestre;florkart;Trifolium aureum × campestre;formula;Trifolium campestre
Tripleurospermum × hampeanum;florkart;Tripleurospermum ×hampeanum;name;NA
X Triticosecale blaringhemii A. Camus;florkart;×Triticosecale blaringhemii A. Camus;name;NA
Tulipa gesneriana L.;florkart;Tulipa gesneriana L.;formula;NA
Typha × glauca Godr.;florkart;Typha ×glauca Godr.;name;NA
Typha shuttleworthii W. D. J. Koch & Sond.;florkart;Typha shuttleworthii W. D. J. Koch & Sond.;formula;NA
Ulmus hollandica Mill.;florkart;Ulmus hollandica Mill.;formula;NA
Utricularia ochroleuca R. W. Hartm.;florkart;Utricularia ochroleuca R. W. Hartm.;formula;NA
Vaccinium atlanticum E. P. Bicknell;florkart;Vaccinium atlanticum E. P. Bicknell;formula;NA
Vaccinium × intermedium Ruthe;florkart;Vaccinium ×intermedium Ruthe;name;NA
Valeriana × waltherae Rothm.;florkart;Valeriana ×waltherae Rothm.;name;NA
Verbascum × adulterinum;florkart;Verbascum ×adulterinum;name;NA
Verbascum densiflorum × nigrum;florkart;Verbascum densiflorum × nigrum;formula;Verbascum densiflorum
Verbascum densiflorum × nigrum;florkart;Verbascum densiflorum × nigrum;formula;Verbascum nigrum
Verbascum blattaria × densiflorum;florkart;Verbascum blattaria × densiflorum;formula;Verbascum blattaria
Verbascum blattaria × densiflorum;florkart;Verbascum blattaria × densiflorum;formula;Verbascum densiflorum
Verbascum bombyciferum × densiflorum;florkart;Verbascum bombyciferum × densiflorum;formula;Verbascum bombyciferum
Verbascum bombyciferum × densiflorum;florkart;Verbascum bombyciferum × densiflorum;formula;Verbascum densiflorum
Verbascum × brockmuelleri;florkart;Verbascum ×brockmuelleri;name;NA
Verbascum densiflorum × phoeniceum;florkart;Verbascum densiflorum × phoeniceum;formula;Verbascum densiflorum
Verbascum densiflorum × phoeniceum;florkart;Verbascum densiflorum × phoeniceum;formula;Verbascum phoeniceum
Verbascum densiflorum × speciosum;florkart;Verbascum densiflorum × speciosum;formula;Verbascum densiflorum
Verbascum densiflorum × speciosum;florkart;Verbascum densiflorum × speciosum;formula;Verbascum speciosum
Verbascum lychnitis × phlomoides;florkart;Verbascum lychnitis × phlomoides;formula;Verbascum lychnitis
Verbascum lychnitis × phlomoides;florkart;Verbascum lychnitis × phlomoides;formula;Verbascum phlomoides
Verbascum speciosum × thapsus;florkart;Verbascum speciosum × thapsus;formula;Verbascum speciosum
Verbascum speciosum × thapsus;florkart;Verbascum speciosum × thapsus;formula;Verbascum thapsus
Verbascum × humnickii;florkart;Verbascum ×humnickii;name;NA
Verbascum lychnitis × phoeniceum;florkart;Verbascum lychnitis × phoeniceum;formula;Verbascum lychnitis
Verbascum lychnitis × phoeniceum;florkart;Verbascum lychnitis × phoeniceum;formula;Verbascum phoeniceum
Verbascum lychnitis × nigrum;florkart;Verbascum lychnitis × nigrum;formula;Verbascum lychnitis
Verbascum lychnitis × nigrum;florkart;Verbascum lychnitis × nigrum;formula;Verbascum nigrum
Verbascum densiflorum × phlomoides;florkart;Verbascum densiflorum × phlomoides;formula;Verbascum densiflorum
Verbascum densiflorum × phlomoides;florkart;Verbascum densiflorum × phlomoides;formula;Verbascum phlomoides
Verbascum phlomoides × thapsus;florkart;Verbascum phlomoides × thapsus;formula;Verbascum phlomoides
Verbascum phlomoides × thapsus;florkart;Verbascum phlomoides × thapsus;formula;Verbascum thapsus
Verbascum lychnitis × speciosum;florkart;Verbascum lychnitis × speciosum;formula;Verbascum lychnitis
Verbascum lychnitis × speciosum;florkart;Verbascum lychnitis × speciosum;formula;Verbascum speciosum
Verbascum nigrum × pulverulentum;florkart;Verbascum nigrum × pulverulentum;formula;Verbascum nigrum
Verbascum nigrum × pulverulentum;florkart;Verbascum nigrum × pulverulentum;formula;Verbascum pulverulentum
Verbascum nigrum × speciosum;florkart;Verbascum nigrum × speciosum;formula;Verbascum nigrum
Verbascum nigrum × speciosum;florkart;Verbascum nigrum × speciosum;formula;Verbascum speciosum
Verbascum nigrum × thapsus;florkart;Verbascum nigrum × thapsus;formula;Verbascum nigrum
Verbascum nigrum × thapsus;florkart;Verbascum nigrum × thapsus;formula;Verbascum thapsus
Verbascum olympicum × speciosum;florkart;Verbascum olympicum × speciosum;formula;Verbascum olympicum
Verbascum olympicum × speciosum;florkart;Verbascum olympicum × speciosum;formula;Verbascum speciosum
Verbascum phlomoides × pulverulentum;florkart;Verbascum phlomoides × pulverulentum;formula;Verbascum phlomoides
Verbascum phlomoides × pulverulentum;florkart;Verbascum phlomoides × pulverulentum;formula;Verbascum pulverulentum
Verbascum × lychnitidi-blattaria;florkart;Verbascum ×lychnitidi-blattaria;name;NA
Verbascum chaixii × lychnitis;florkart;Verbascum chaixii × lychnitis;formula;Verbascum chaixii
Verbascum chaixii × lychnitis;florkart;Verbascum chaixii × lychnitis;formula;Verbascum lychnitis
Verbascum densiflorum × lychnitis;florkart;Verbascum densiflorum × lychnitis;formula;Verbascum densiflorum
Verbascum densiflorum × lychnitis;florkart;Verbascum densiflorum × lychnitis;formula;Verbascum lychnitis
Verbascum lychnitis × pulverulentum;florkart;Verbascum lychnitis × pulverulentum;formula;Verbascum lychnitis
Verbascum lychnitis × pulverulentum;florkart;Verbascum lychnitis × pulverulentum;formula;Verbascum pulverulentum
Verbascum phlomoides × phoeniceum;florkart;Verbascum phlomoides × phoeniceum;formula;Verbascum phlomoides
Verbascum phlomoides × phoeniceum;florkart;Verbascum phlomoides × phoeniceum;formula;Verbascum phoeniceum
Verbascum × semialbum;florkart;Verbascum ×semialbum;name;NA
Verbascum lychnitis × thapsus;florkart;Verbascum lychnitis × thapsus;formula;Verbascum lychnitis
Verbascum lychnitis × thapsus;florkart;Verbascum lychnitis × thapsus;formula;Verbascum thapsus
Verbascum nigrum × phoeniceum;florkart;Verbascum nigrum × phoeniceum;formula;Verbascum nigrum
Verbascum nigrum × phoeniceum;florkart;Verbascum nigrum × phoeniceum;formula;Verbascum phoeniceum
