id;verbatim;type;parent;parent_taxonID;edited;source
urn:lsid:ipni.org:names:77134715-1;Sedum × henkii L.Gallo;name;Sedum ochroleucum Chaix;urn:lsid:ipni.org:names:275778-1;Sedum ×henkii L.Gallo;ipni
urn:lsid:ipni.org:names:77134715-1;Sedum × henkii L.Gallo;name;Sedum sediforme (Jacq.) Pau;urn:lsid:ipni.org:names:276037-1;Sedum ×henkii L.Gallo;ipni
urn:lsid:ipni.org:names:77134716-1;Sedum × pascalianum L.Gallo;name;Sedum ochroleucum Chaix;urn:lsid:ipni.org:names:275778-1;Sedum ×pascalianum L.Gallo;ipni
urn:lsid:ipni.org:names:77134716-1;Sedum × pascalianum L.Gallo;name;Sedum montanum Songeon & E.P.Perrier;urn:lsid:ipni.org:names:275714-1;Sedum ×pascalianum L.Gallo;ipni
urn:lsid:ipni.org:names:77134724-1;Ophrys × melineae S.Moingeon & J.-M.Moingeon;name;Ophrys bombyliflora Link;urn:lsid:ipni.org:names:647801-1;Ophrys ×melineae S.Moingeon & J.-M.Moingeon;ipni
urn:lsid:ipni.org:names:77134724-1;Ophrys × melineae S.Moingeon & J.-M.Moingeon;name;Ophrys spectabilis (Kreutz & Zelesny) Paulus;urn:lsid:ipni.org:names:77111585-1;Ophrys ×melineae S.Moingeon & J.-M.Moingeon;ipni
urn:lsid:ipni.org:names:77134793-1;Teucrium × carmelitanum R.Roselló, P.P.Ferrer, A.Guillén, Gómez Nav., Peris & E.Laguna;name;NA;NA;Teucrium ×carmelitanum R.Roselló, P.P.Ferrer, A.Guillén, Gómez Nav., Peris & E.Laguna;ipni
urn:lsid:ipni.org:names:77134831-1;Myriopteris × parishii (Davenp.) Grusz & Windham;name;NA;NA;Myriopteris ×parishii (Davenp.) Grusz & Windham;ipni
urn:lsid:ipni.org:names:77134880-1;Myriopteris × fibrillosa (Davenp.) Grusz & Windham;name;NA;NA;Myriopteris ×fibrillosa (Davenp.) Grusz & Windham;ipni
urn:lsid:ipni.org:names:77134883-1;Equisetum × sergijevskianum C.N.Page & Gureeva;name;Equisetum palustre L.;urn:lsid:ipni.org:names:30039890-2;Equisetum ×sergijevskianum C.N.Page & Gureeva;ipni
urn:lsid:ipni.org:names:77134883-1;Equisetum × sergijevskianum C.N.Page & Gureeva;name;Equisetum pratense Ehrh.;urn:lsid:ipni.org:names:60437142-2;Equisetum ×sergijevskianum C.N.Page & Gureeva;ipni
urn:lsid:ipni.org:names:77135233-1;Epipactis × schmalhausenii nothosubsp. zaissii Riech.;name;Epipactis atrorubens (Hoffm.) Besser;urn:lsid:ipni.org:names:20010355-1;Epipactis ×schmalhausenii nothosubsp. zaissii Riech.;ipni
urn:lsid:ipni.org:names:77135233-1;Epipactis × schmalhausenii nothosubsp. zaissii Riech.;name;Epipactis helleborine (L.) Crantz subsp. minor (R.Engel) R.Engel;urn:lsid:ipni.org:names:77066124-1;Epipactis ×schmalhausenii nothosubsp. zaissii Riech.;ipni
urn:lsid:ipni.org:names:77135544-1;Nepenthes × ferrugineomarginata Sh.Kurata;name;Nepenthes albomarginata T.Lobb ex Lindl.;urn:lsid:ipni.org:names:603646-1;Nepenthes ×ferrugineomarginata Sh.Kurata;ipni
urn:lsid:ipni.org:names:77135544-1;Nepenthes × ferrugineomarginata Sh.Kurata;name;Nepenthes reinwardtiana Miq.;urn:lsid:ipni.org:names:603794-1;Nepenthes ×ferrugineomarginata Sh.Kurata;ipni
urn:lsid:ipni.org:names:77135545-1;Nepenthes × kuchingensis Sh.Kurata;name;Nepenthes ampullaria Jack;urn:lsid:ipni.org:names:603652-1;Nepenthes ×kuchingensis Sh.Kurata;ipni
urn:lsid:ipni.org:names:77135545-1;Nepenthes × kuchingensis Sh.Kurata;name;Nepenthes mirabilis Druce;urn:lsid:ipni.org:names:603761-1;Nepenthes ×kuchingensis Sh.Kurata;ipni
urn:lsid:ipni.org:names:77135586-1;Sonchus × decipiens (Svent.) A.Santos & Mejías;name;NA;NA;Sonchus ×decipiens (Svent.) A.Santos & Mejías;ipni
urn:lsid:ipni.org:names:77135587-1;Sonchus × rupicola (Svent.) A.Santos & Mejías;name;NA;NA;Sonchus ×rupicola (Svent.) A.Santos & Mejías;ipni
urn:lsid:ipni.org:names:77135595-1;Potamogeton × drepanoides Z.Kaplan;name;Potamogeton berchtoldii Fieber;urn:lsid:ipni.org:names:603133-1;Potamogeton ×drepanoides Z.Kaplan;ipni
urn:lsid:ipni.org:names:77135595-1;Potamogeton × drepanoides Z.Kaplan;name;Potamogeton oxyphyllus Miq.;urn:lsid:ipni.org:names:603349-1;Potamogeton ×drepanoides Z.Kaplan;ipni
urn:lsid:ipni.org:names:77135596-1;Potamogeton × luxurians Z.Kaplan;name;Potamogeton illinoensis Morong;urn:lsid:ipni.org:names:283635-2;Potamogeton ×luxurians Z.Kaplan;ipni
urn:lsid:ipni.org:names:77135596-1;Potamogeton × luxurians Z.Kaplan;name;Potamogeton amplifolius Tuck.;urn:lsid:ipni.org:names:603120-1;Potamogeton ×luxurians Z.Kaplan;ipni
urn:lsid:ipni.org:names:77135597-1;Potamogeton × serrulifer Z.Kaplan;name;Potamogeton schweinfurthii A.Benn.;urn:lsid:ipni.org:names:603397-1;Potamogeton ×serrulifer Z.Kaplan;ipni
urn:lsid:ipni.org:names:77135597-1;Potamogeton × serrulifer Z.Kaplan;name;Potamogeton crispus L.;urn:lsid:ipni.org:names:323116-2;Potamogeton ×serrulifer Z.Kaplan;ipni
urn:lsid:ipni.org:names:77135624-1;Eriogonum × ammei Reveal & Veilleux;name;Eriogonum arborescens Greene;urn:lsid:ipni.org:names:694019-1;Eriogonum ×ammei Reveal & Veilleux;ipni
urn:lsid:ipni.org:names:77135624-1;Eriogonum × ammei Reveal & Veilleux;name;Eriogonum fasciculatum Benth. var. polifolium (Benth.) Torr. & A.Gray;urn:lsid:ipni.org:names:94952-2;Eriogonum ×ammei Reveal & Veilleux;ipni
urn:lsid:ipni.org:names:77135677-1;Narcissus × romoi var. arenasii Fern.Casas & Ubera;name;Narcissus albicans Spreng.;urn:lsid:ipni.org:names:65882-1;Narcissus ×romoi var. arenasii Fern.Casas & Ubera;ipni
urn:lsid:ipni.org:names:77135677-1;Narcissus × romoi var. arenasii Fern.Casas & Ubera;name;Narcissus fernandesii Pedro;urn:lsid:ipni.org:names:66014-1;Narcissus ×romoi var. arenasii Fern.Casas & Ubera;ipni
urn:lsid:ipni.org:names:77135892-1;Cyclosorus × dentaridus (Fraser-Jenk.) Mazumdar;name;Thelypteris arida (D.Don) Morton;urn:lsid:ipni.org:names:17421340-1;Cyclosorus ×dentaridus (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135892-1;Cyclosorus × dentaridus (Fraser-Jenk.) Mazumdar;name;Thelypteris dentata (Forssk.) E.P.St.John;urn:lsid:ipni.org:names:17421830-1;Cyclosorus ×dentaridus (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135893-1;Cyclosorus × erubesquirolicus (W.C.Shieh & J.L.Tsai) Mazumdar;name;Thelypteris erubescens (Wall. ex Hook.) Ching;urn:lsid:ipni.org:names:17421950-1;Cyclosorus ×erubesquirolicus (W.C.Shieh & J.L.Tsai) Mazumdar;ipni
urn:lsid:ipni.org:names:77135893-1;Cyclosorus × erubesquirolicus (W.C.Shieh & J.L.Tsai) Mazumdar;name;Thelypteris esquirolii (Christ) Ching;urn:lsid:ipni.org:names:17421960-1;Cyclosorus ×erubesquirolicus (W.C.Shieh & J.L.Tsai) Mazumdar;ipni
urn:lsid:ipni.org:names:77135894-1;Cyclosorus × gogoii (Fraser-Jenk.) Mazumdar;name;Thelypteris triphylla (Sw.) K.Iwats.;urn:lsid:ipni.org:names:17462390-1;Cyclosorus ×gogoii (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135894-1;Cyclosorus × gogoii (Fraser-Jenk.) Mazumdar;name;Thelypteris appendiculoides Fraser-Jenk.;urn:lsid:ipni.org:names:17570280-1;Cyclosorus ×gogoii (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135895-1;Cyclosorus × gorkhalensis (Fraser-Jenk.) Mazumdar;name;Thelypteris arida (D.Don) Morton;urn:lsid:ipni.org:names:17421340-1;Cyclosorus ×gorkhalensis (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135895-1;Cyclosorus × gorkhalensis (Fraser-Jenk.) Mazumdar;name;Thelypteris clarkei (Bedd.) C.F.Reed;urn:lsid:ipni.org:names:17457200-1;Cyclosorus ×gorkhalensis (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135896-1;Cyclosorus × holttumianus Mazumdar;name;Pneumatopteris afra (Christ) Holttum;urn:lsid:ipni.org:names:17449210-1;Cyclosorus ×holttumianus Mazumdar;ipni
urn:lsid:ipni.org:names:77135896-1;Cyclosorus × holttumianus Mazumdar;name;Christella dentata (Forsskal) Brownsey & Jermy;urn:lsid:ipni.org:names:17431970-1;Cyclosorus ×holttumianus Mazumdar;ipni
urn:lsid:ipni.org:names:77135897-1;Cyclosorus × inexspectatus (Fraser-Jenk.) Mazumdar;name;Thelypteris evoluta (C.B.Clarke) Tagawa & K.Iwats.;urn:lsid:ipni.org:names:17458070-1;Cyclosorus ×inexspectatus (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135897-1;Cyclosorus × inexspectatus (Fraser-Jenk.) Mazumdar;name;Thelypteris dentata (Forssk.) E.P.St.John;urn:lsid:ipni.org:names:17421830-1;Cyclosorus ×inexspectatus (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135898-1;Cyclosorus × jaculodentatus (Fraser-Jenk.) Mazumdar;name;Thelypteris jaculosa (Christ) Panigrahi;urn:lsid:ipni.org:names:17458970-1;Cyclosorus ×jaculodentatus (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135898-1;Cyclosorus × jaculodentatus (Fraser-Jenk.) Mazumdar;name;Thelypteris dentata (Forssk.) E.P.St.John;urn:lsid:ipni.org:names:17421830-1;Cyclosorus ×jaculodentatus (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135899-1;Cyclosorus × kumaunicus (Holttum) Mazumdar;name;Thelypteris procera (D.Don) Fraser-Jenk.;urn:lsid:ipni.org:names:77100209-1;Cyclosorus ×kumaunicus (Holttum) Mazumdar;ipni
urn:lsid:ipni.org:names:77135899-1;Cyclosorus × kumaunicus (Holttum) Mazumdar;name;Thelypteris arida (D.Don) Morton;urn:lsid:ipni.org:names:17421340-1;Cyclosorus ×kumaunicus (Holttum) Mazumdar;ipni
urn:lsid:ipni.org:names:77135900-1;Cyclosorus × lindheimeri (C.Chr.) Mazumdar;name;Thelypteris augescens Munz & I.M.Johnst.;urn:lsid:ipni.org:names:17362040-1;Cyclosorus ×lindheimeri (C.Chr.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135900-1;Cyclosorus × lindheimeri (C.Chr.) Mazumdar;name;Thelypteris normalis (C.Chr.) Moxley;urn:lsid:ipni.org:names:252203-2;Cyclosorus ×lindheimeri (C.Chr.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135901-1;Cyclosorus × linii (Fraser-Jenk.) Mazumdar;name;Thelypteris clarkei (Bedd.) C.F.Reed;urn:lsid:ipni.org:names:17457200-1;Cyclosorus ×linii (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135901-1;Cyclosorus × linii (Fraser-Jenk.) Mazumdar;name;Thelypteris dentata (Forssk.) E.P.St.John;urn:lsid:ipni.org:names:17421830-1;Cyclosorus ×linii (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135902-1;Cyclosorus × nareshii (Fraser-Jenk.) Mazumdar;name;Thelypteris appendiculoides Fraser-Jenk.;urn:lsid:ipni.org:names:17570280-1;Cyclosorus ×nareshii (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135902-1;Cyclosorus × nareshii (Fraser-Jenk.) Mazumdar;name;Thelypteris dentata (Forssk.) E.P.St.John;urn:lsid:ipni.org:names:17421830-1;Cyclosorus ×nareshii (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135903-1;Cyclosorus × nepalensis (Fraser-Jenk.) Mazumdar;name;Thelypteris penangiana (Hook.) C.F.Reed;urn:lsid:ipni.org:names:17460600-1;Cyclosorus ×nepalensis (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135903-1;Cyclosorus × nepalensis (Fraser-Jenk.) Mazumdar;name;Thelypteris dentata (Forssk.) E.P.St.John;urn:lsid:ipni.org:names:17421830-1;Cyclosorus ×nepalensis (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135904-1;Cyclosorus × papilioides (Fraser-Jenk.) Mazumdar;name;Thelypteris procera (D.Don) Fraser-Jenk.;urn:lsid:ipni.org:names:77100209-1;Cyclosorus ×papilioides (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135904-1;Cyclosorus × papilioides (Fraser-Jenk.) Mazumdar;name;Thelypteris papilio (C.Hope) K.Iwats.;urn:lsid:ipni.org:names:17460470-1;Cyclosorus ×papilioides (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135905-1;Cyclosorus × parahispidulus (Fraser-Jenk.) Mazumdar;name;Thelypteris procera (D.Don) Fraser-Jenk.;urn:lsid:ipni.org:names:77100209-1;Cyclosorus ×parahispidulus (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135905-1;Cyclosorus × parahispidulus (Fraser-Jenk.) Mazumdar;name;Thelypteris papilio (C.Hope) K.Iwats.;urn:lsid:ipni.org:names:17460470-1;Cyclosorus ×parahispidulus (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135906-1;Cyclosorus × tabaquitensis (Jermy & T.G.Walker) Mazumdar;name;Goniopteris tetragona C.Presl;urn:lsid:ipni.org:names:17110510-1;Cyclosorus ×tabaquitensis (Jermy & T.G.Walker) Mazumdar;ipni
urn:lsid:ipni.org:names:77135906-1;Cyclosorus × tabaquitensis (Jermy & T.G.Walker) Mazumdar;name;Goniopteris paucijuga;urn:lsid:ipni.org:names:77051081-1;Cyclosorus ×tabaquitensis (Jermy & T.G.Walker) Mazumdar;ipni
urn:lsid:ipni.org:names:77135907-1;Cyclosorus × varievenulosus (Viane) Mazumdar;name;Thelypteris hispidula (Decne.) C.F.Reed;urn:lsid:ipni.org:names:17458750-1;Cyclosorus ×varievenulosus (Viane) Mazumdar;ipni
urn:lsid:ipni.org:names:77135907-1;Cyclosorus × varievenulosus (Viane) Mazumdar;name;Thelypteris afra (Christ) C.F.Reed;urn:lsid:ipni.org:names:17456180-1;Cyclosorus ×varievenulosus (Viane) Mazumdar;ipni
urn:lsid:ipni.org:names:77135908-1;Cyclosorus × wildemanii (Christ) Mazumdar;name;NA;NA;Cyclosorus ×wildemanii (Christ) Mazumdar;ipni
urn:lsid:ipni.org:names:77135909-1;Pseudophegopteris × kashmiriana (Fraser-Jenk.) Mazumdar;name;Thelypteris levingei (C.B.Clarke) Ching;urn:lsid:ipni.org:names:17422460-1;Pseudophegopteris ×kashmiriana (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77135909-1;Pseudophegopteris × kashmiriana (Fraser-Jenk.) Mazumdar;name;Thelypteris pyrrhorhachis (Kunze) B.K.Nayar & S.Kaur subsp. laterepens (E.W.Trotter) Fraser-Jenk.;urn:lsid:ipni.org:names:77100218-1;Pseudophegopteris ×kashmiriana (Fraser-Jenk.) Mazumdar;ipni
urn:lsid:ipni.org:names:77136085-1;× Bratonia bahiensis Marçal & Chiron;name;Miltonia flavescens Lindl.;urn:lsid:ipni.org:names:644749-1;×Bratonia bahiensis Marçal & Chiron;ipni
urn:lsid:ipni.org:names:77136085-1;× Bratonia bahiensis Marçal & Chiron;name;Brassia arachnoidea Barb.Rodr.;urn:lsid:ipni.org:names:618074-1;×Bratonia bahiensis Marçal & Chiron;ipni
urn:lsid:ipni.org:names:77136101-1;Bulbophyllum × guartelae Mancinelli & E.C.Smidt;name;Bulbophyllum tripetalum Lindl.;urn:lsid:ipni.org:names:620374-1;Bulbophyllum ×guartelae Mancinelli & E.C.Smidt;ipni
urn:lsid:ipni.org:names:77136101-1;Bulbophyllum × guartelae Mancinelli & E.C.Smidt;name;Bulbophyllum perii Schltr.;urn:lsid:ipni.org:names:619822-1;Bulbophyllum ×guartelae Mancinelli & E.C.Smidt;ipni
urn:lsid:ipni.org:names:77136188-1;Rumex × celticus Akeroyd;name;Rumex crispus L.;urn:lsid:ipni.org:names:224413-2;Rumex ×celticus Akeroyd;ipni
urn:lsid:ipni.org:names:77136188-1;Rumex × celticus Akeroyd;name;Rumex rupestris Le Gall;urn:lsid:ipni.org:names:697469-1;Rumex ×celticus Akeroyd;ipni
urn:lsid:ipni.org:names:77136299-1;Salix nobrei nothosubsp. carloscostae Portela-Pereira, Capelo & Neto;name;Salix atrocinerea Brot.;urn:lsid:ipni.org:names:777109-1;Salix nobrei nothosubsp. carloscostae Portela-Pereira, Capelo & Neto;ipni
urn:lsid:ipni.org:names:77136299-1;Salix nobrei nothosubsp. carloscostae Portela-Pereira, Capelo & Neto;name;Salix salviifolia Brot. subsp. australis Franco;urn:lsid:ipni.org:names:891028-1;Salix nobrei nothosubsp. carloscostae Portela-Pereira, Capelo & Neto;ipni
urn:lsid:ipni.org:names:77136303-1;Ulex × dalilae Capelo, J.C.Costa & Lousã;name;Ulex jussiaei Webb;urn:lsid:ipni.org:names:524314-1;Ulex ×dalilae Capelo, J.C.Costa & Lousã;ipni
urn:lsid:ipni.org:names:77136303-1;Ulex × dalilae Capelo, J.C.Costa & Lousã;name;Ulex densus Welw. ex Webb;urn:lsid:ipni.org:names:60450348-2;Ulex ×dalilae Capelo, J.C.Costa & Lousã;ipni
urn:lsid:ipni.org:names:77136405-1;Yucca × rigida André;name;Yucca cornuta hort. ex Baker;urn:lsid:ipni.org:names:543670-1;Yucca ×rigida André;ipni
urn:lsid:ipni.org:names:77136405-1;Yucca × rigida André;name;Yucca gloriosa L.;urn:lsid:ipni.org:names:325010-2;Yucca ×rigida André;ipni
urn:lsid:ipni.org:names:77136466-1;× Didrangea versicolor (Fortune) J.M.H.Shaw;name;NA;NA;×Didrangea versicolor (Fortune) J.M.H.Shaw;ipni
urn:lsid:ipni.org:names:77136467-1;× Didrangea ytiensis J.M.H.Shaw;name;NA;NA;×Didrangea ytiensis J.M.H.Shaw;ipni
urn:lsid:ipni.org:names:77136474-1;Kalanchoe × kewensis W.Watson;name;Kalanchoe flammea Stapf;urn:lsid:ipni.org:names:274338-1;Kalanchoe ×kewensis W.Watson;ipni
urn:lsid:ipni.org:names:77136474-1;Kalanchoe × kewensis W.Watson;name;Kalanchoe bentii C.H.Wright ex Hook.f.;urn:lsid:ipni.org:names:274272-1;Kalanchoe ×kewensis W.Watson;ipni
urn:lsid:ipni.org:names:77136537-1;Potamogeton × clandestinus A.A.Bobrov, Zalewska-Gał. & Chemeris;name;Potamogeton natans L.;urn:lsid:ipni.org:names:603319-1;Potamogeton ×clandestinus A.A.Bobrov, Zalewska-Gał. & Chemeris;ipni
urn:lsid:ipni.org:names:77136537-1;Potamogeton × clandestinus A.A.Bobrov, Zalewska-Gał. & Chemeris;name;Potamogeton crispus L.;urn:lsid:ipni.org:names:323116-2;Potamogeton ×clandestinus A.A.Bobrov, Zalewska-Gał. & Chemeris;ipni
urn:lsid:ipni.org:names:77136862-1;Ophrys × dinovellae Romolini & Soca;name;Ophrys incubacea Bianca ex Tod.;urn:lsid:ipni.org:names:647940-1;Ophrys ×dinovellae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136862-1;Ophrys × dinovellae Romolini & Soca;name;Ophrys sipontensis (Gumpr.) O.Danesch & E.Danesch;urn:lsid:ipni.org:names:648115-1;Ophrys ×dinovellae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136863-1;Ophrys × capracottae Romolini & Soca;name;Ophrys dinarica Kranjčev & P.Delforge;urn:lsid:ipni.org:names:60437428-2;Ophrys ×capracottae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136863-1;Ophrys × capracottae Romolini & Soca;name;Ophrys brutia P.Delforge;urn:lsid:ipni.org:names:60432394-2;Ophrys ×capracottae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136864-1;Ophrys × calchasii Romolini & Soca;name;Ophrys corsica Soleirol ex G.Foelsche & W.Foelsche;urn:lsid:ipni.org:names:20009983-1;Ophrys ×calchasii Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136864-1;Ophrys × calchasii Romolini & Soca;name;Ophrys sicula Tineo;urn:lsid:ipni.org:names:648113-1;Ophrys ×calchasii Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136865-1;Ophrys × perillii Romolini & Soca;name;Ophrys romolinii Soca;urn:lsid:ipni.org:names:1021069-1;Ophrys ×perillii Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136865-1;Ophrys × perillii Romolini & Soca;name;Ophrys sipontensis (Gumpr.) O.Danesch & E.Danesch;urn:lsid:ipni.org:names:648115-1;Ophrys ×perillii Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136866-1;Ophrys × trazzonarae Romolini & Soca;name;Ophrys apulica (O.Danesch & E.Danesch) O.Danesch & E.Danesch ex Gölz & H.R.Reinhard;urn:lsid:ipni.org:names:647749-1;Ophrys ×trazzonarae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136866-1;Ophrys × trazzonarae Romolini & Soca;name;Ophrys brutia P.Delforge;urn:lsid:ipni.org:names:60432394-2;Ophrys ×trazzonarae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136867-1;Ophrys × coturii Romolini & Soca;name;Ophrys apulica (O.Danesch & E.Danesch) O.Danesch & E.Danesch ex Gölz & H.R.Reinhard;urn:lsid:ipni.org:names:647749-1;Ophrys ×coturii Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136867-1;Ophrys × coturii Romolini & Soca;name;Ophrys passionis Sennen ex Devillers-Tersch. & Devillers;urn:lsid:ipni.org:names:1003639-1;Ophrys ×coturii Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136868-1;Ophrys × buffaloriae Romolini & Soca;name;Ophrys brutia P.Delforge;urn:lsid:ipni.org:names:60432394-2;Ophrys ×buffaloriae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136868-1;Ophrys × buffaloriae Romolini & Soca;name;Ophrys parvimaculata (O.Danesch & E.Danesch) Paulus & Gack;urn:lsid:ipni.org:names:70030101-1;Ophrys ×buffaloriae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136869-1;Ophrys × petruccii Romolini & Soca;name;Ophrys appennina Romolini & Soca;urn:lsid:ipni.org:names:77117635-1;Ophrys ×petruccii Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136869-1;Ophrys × petruccii Romolini & Soca;name;Ophrys apifera Huds.;urn:lsid:ipni.org:names:647746-1;Ophrys ×petruccii Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136871-1;Ophrys × capalbioi Romolini & Soca;name;Ophrys tenthredinifera Willd. subsp. neglecta (Parl.) E.G.Camus, Bergon & A.Camus;urn:lsid:ipni.org:names:77136870-1;Ophrys ×capalbioi Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136871-1;Ophrys × capalbioi Romolini & Soca;name;Ophrys tarquinia P.Delforge;urn:lsid:ipni.org:names:1017128-1;Ophrys ×capalbioi Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136872-1;Ophrys × cecinae Romolini & Soca;name;Ophrys tarquinia P.Delforge;urn:lsid:ipni.org:names:1017128-1;Ophrys ×cecinae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77136872-1;Ophrys × cecinae Romolini & Soca;name;Ophrys passionis Sennen ex Devillers-Tersch. & Devillers;urn:lsid:ipni.org:names:1003639-1;Ophrys ×cecinae Romolini & Soca;ipni
urn:lsid:ipni.org:names:77137123-1;Mantisalca × castroviejoi E.Ruíz & Devesa;name;Mantisalca duriaei Briq. & Cavill.;urn:lsid:ipni.org:names:231705-1;Mantisalca ×castroviejoi E.Ruíz & Devesa;ipni
urn:lsid:ipni.org:names:77137123-1;Mantisalca × castroviejoi E.Ruíz & Devesa;name;Mantisalca spinulosa (Rouy) E.Ruíz & Devesa;urn:lsid:ipni.org:names:77137122-1;Mantisalca ×castroviejoi E.Ruíz & Devesa;ipni
urn:lsid:ipni.org:names:77137267-1;× Pseudadenia micrantha (A.Kern.) Oddone, Bongiorni & Casabianca;name;NA;NA;×Pseudadenia micrantha (A.Kern.) Oddone, Bongiorni & Casabianca;ipni
urn:lsid:ipni.org:names:77137376-1;Polystachya × nebulicola G.McDonald & McMurtry;name;Polystachya transvaalensis Schltr.;urn:lsid:ipni.org:names:654565-1;Polystachya ×nebulicola G.McDonald & McMurtry;ipni
urn:lsid:ipni.org:names:77137376-1;Polystachya × nebulicola G.McDonald & McMurtry;name;Polystachya ottoniana Rchb.f.;urn:lsid:ipni.org:names:654462-1;Polystachya ×nebulicola G.McDonald & McMurtry;ipni
urn:lsid:ipni.org:names:77137383-1;Caladenia × hopperi J.M.H.Shaw;name;NA;NA;Caladenia ×hopperi J.M.H.Shaw;ipni
urn:lsid:ipni.org:names:77137399-1;Oncidium × stanleyi Rolfe;name;Oncidium curtum Lindl.;urn:lsid:ipni.org:names:647011-1;Oncidium ×stanleyi Rolfe;ipni
urn:lsid:ipni.org:names:77137399-1;Oncidium × stanleyi Rolfe;name;Oncidium marshallianum Rchb.f.;urn:lsid:ipni.org:names:647310-1;Oncidium ×stanleyi Rolfe;ipni
urn:lsid:ipni.org:names:77137400-1;Gomesa × stanleyi (Rolfe) J.M.H.Shaw;name;Gomesa gardneri (Lindl.) M.W.Chase & N.H.Williams;urn:lsid:ipni.org:names:77101248-1;Gomesa ×stanleyi (Rolfe) J.M.H.Shaw;ipni
urn:lsid:ipni.org:names:77137400-1;Gomesa × stanleyi (Rolfe) J.M.H.Shaw;name;Gomesa marshalliana (Rchb.f.) M.W.Chase & N.H.Williams;urn:lsid:ipni.org:names:77101275-1;Gomesa ×stanleyi (Rolfe) J.M.H.Shaw;ipni
urn:lsid:ipni.org:names:77137428-1;Spiranthes × heteroaustralis J.M.H.Shaw;name;NA;NA;Spiranthes ×heteroaustralis J.M.H.Shaw;ipni
urn:lsid:ipni.org:names:77137434-1;Trichocentrum × francoi (Cetzal & Carnevali) J.M.H.Shaw;name;NA;NA;Trichocentrum ×francoi (Cetzal & Carnevali) J.M.H.Shaw;ipni
urn:lsid:ipni.org:names:77137435-1;Trichocentrum × oersteluridum (Cetzal & Balam) J.M.H.Shaw;name;NA;NA;Trichocentrum ×oersteluridum (Cetzal & Balam) J.M.H.Shaw;ipni
urn:lsid:ipni.org:names:77137450-1;Trichocentrum × quintanarooense (Cetzal & Carnevali) J.M.H.Shaw;name;NA;NA;Trichocentrum ×quintanarooense (Cetzal & Carnevali) J.M.H.Shaw;ipni
urn:lsid:ipni.org:names:77137622-1;Allosorus × ibericus (Rasbach & Reichst.) Rumsey;name;NA;NA;Allosorus ×ibericus (Rasbach & Reichst.) Rumsey;ipni
urn:lsid:ipni.org:names:77137623-1;Allosorus × insularis (Rasbach & Reichst.) Rumsey;name;NA;NA;Allosorus ×insularis (Rasbach & Reichst.) Rumsey;ipni
urn:lsid:ipni.org:names:77137624-1;Allosorus × kochianus (Rasbach, Reichst. & Schneller) Rumsey;name;NA;NA;Allosorus ×kochianus (Rasbach, Reichst. & Schneller) Rumsey;ipni
