taxonID;Taxon;taxonName;taxonNameEdited;taxonNameEditedShort;taxonNameAuthors;taxonRank;isHybrid;acceptedTaxonName;acceptedHigherTaxonName;countRaw;countFiltered;taxonNameForGSL;keep;remark
pladias:1413;Empetrum nigrum;Empetrum nigrum L.;Empetrum nigrum L.;Empetrum nigrum;L.;species;NA;Empetrum nigrum L.;Empetrum nigrum L.;43;40;Empetrum nigrum s. str.;1;NA
pladias:1731;Empetrum hermaphroditum;Empetrum hermaphroditum Hagerup;Empetrum hermaphroditum Hagerup;Empetrum hermaphroditum;Hagerup;species;NA;Empetrum nigrum subsp. hermaphroditum (Hagerup) Böcher;Empetrum nigrum L.;26;22;Empetrum hermaphroditum;1;NA
pladias:1732;Empetrum nigrum agg.;Empetrum nigrum agg.;NA;NA;NA;agg;NA;Empetrum nigrum L.;Empetrum nigrum L.;14;11;Empetrum nigrum agg.;1;NA
pladias:2825;Epilobium ×aggregatum;Epilobium ×aggregatum Čelak.;Epilobium aggregatum Čelak.;Epilobium aggregatum;Čelak.;species;TRUE;Epilobium aggregatum Čelak.;Epilobium aggregatum Čelak.;1;1;Epilobium ×aggregatum;1;NA
pladias:1513;Epilobium alpestre;Epilobium alpestre (Jacq.) Krocker;Epilobium alpestre (Jacq.) Krocker;Epilobium alpestre;(Jacq.) Krocker;species;NA;Epilobium alpestre (Jacq.) Krocker;Epilobium alpestre (Jacq.) Krocker;30;21;Epilobium alpestre;1;NA
pladias:1768;Epilobium alsinifolium;Epilobium alsinifolium Vill.;Epilobium alsinifolium Vill.;Epilobium alsinifolium;Vill.;species;NA;Epilobium alsinifolium Vill.;Epilobium alsinifolium Vill.;24;16;Epilobium alsinifolium;1;NA
pladias:3898;Epilobium ×amphibolum;Epilobium ×amphibolum Hausskn.;Epilobium amphibolum Hausskn.;Epilobium amphibolum;Hausskn.;species;TRUE;Epilobium amphibolum Hausskn.;Epilobium amphibolum Hausskn.;1;1;Epilobium ×amphibolum;1;NA
pladias:1414;Epilobium anagallidifolium;Epilobium anagallidifolium Lam.;Epilobium anagallidifolium Lam.;Epilobium anagallidifolium;Lam.;species;NA;Epilobium anagallidifolium Lam.;Epilobium anagallidifolium Lam.;14;10;Epilobium anagallidifolium;1;NA
pladias:466;Epilobium angustifolium;Epilobium angustifolium L.;Epilobium angustifolium L.;Epilobium angustifolium;L.;species;NA;Epilobium angustifolium L.;Epilobium angustifolium L.;655;583;Epilobium angustifolium;1;NA
pladias:4519;Epilobium ×beckhausii;Epilobium ×beckhausii Hausskn.;Epilobium beckhausii Hausskn.;Epilobium beckhausii;Hausskn.;species;TRUE;Epilobium beckhausii Hausskn.;Epilobium beckhausii Hausskn.;1;1;Epilobium ×beckhausii;1;NA
pladias:2126;Epilobium ×brachiatum;Epilobium ×brachiatum Čelak.;Epilobium brachiatum Čelak.;Epilobium brachiatum;Čelak.;species;TRUE;Epilobium brachiatum Čelak.;Epilobium brachiatum Čelak.;1;1;Epilobium ×brachiatum;1;NA
pladias:3583;Epilobium brachycarpum;Epilobium brachycarpum C. Presl;Epilobium brachycarpum C.Presl;Epilobium brachycarpum;C.Presl;species;NA;Epilobium brachycarpum C.Presl;Epilobium brachycarpum C.Presl;1;1;Epilobium brachycarpum;1;NA
pladias:465;Epilobium adenocaulon;Epilobium adenocaulon Hausskn.;Epilobium adenocaulon Hausskn.;Epilobium adenocaulon;Hausskn.;species;NA;Epilobium ciliatum Raf.;Epilobium ciliatum Raf.;638;569;Epilobium adenocaulon;1;NA
pladias:113;Epilobium collinum;Epilobium collinum C. C. Gmel.;Epilobium collinum C.C.Gmel.;Epilobium collinum;C.C.Gmel.;species;NA;Epilobium collinum C.C.Gmel.;Epilobium collinum C.C.Gmel.;503;460;Epilobium collinum;1;NA
pladias:2826;Epilobium ×dasycarpum;Epilobium ×dasycarpum Fr.;Epilobium dasycarpum Fr.;Epilobium dasycarpum;Fr.;species;TRUE;Epilobium dasycarpum Fr.;Epilobium dasycarpum Fr.;1;1;Epilobium ×dasycarpum;1;NA
pladias:2797;Epilobium dodonaei;Epilobium dodonaei Vill.;Epilobium dodonaei Vill.;Epilobium dodonaei;Vill.;species;NA;Epilobium dodonaei Vill.;Epilobium dodonaei Vill.;113;96;Epilobium dodonaei;1;NA
pladias:4476;Epilobium ×duftii;Epilobium ×duftii Hausskn.;Epilobium duftii Hausskn.;Epilobium duftii;Hausskn.;species;TRUE;Epilobium dufftii Hausskn.;Epilobium dufftii Hausskn.;1;1;Epilobium ×duftii;0;NA
pladias:3649;Epilobium ×erroneum;Epilobium ×erroneum Hausskn.;Epilobium erroneum Hausskn.;Epilobium erroneum;Hausskn.;species;TRUE;Epilobium erroneum Hausskn.;Epilobium erroneum Hausskn.;1;1;Epilobium ×erroneum;1;NA
pladias:3224;Epilobium ×floridulum;Epilobium ×floridulum Smejkal;Epilobium floridulum Smejkal;Epilobium floridulum;Smejkal;species;TRUE;Epilobium floridulum M.Smejkal;Epilobium floridulum M.Smejkal;7;5;Epilobium ×floridulum;1;NA
pladias:2827;Epilobium ×fossicola;Epilobium ×fossicola Smejkal;Epilobium fossicola Smejkal;Epilobium fossicola;Smejkal;species;TRUE;Epilobium fossicola M.Smejkal;Epilobium fossicola M.Smejkal;36;35;Epilobium ×fossicola;1;NA
pladias:3956;Epilobium ×glanduligerum;Epilobium ×glanduligerum K. Knaf;Epilobium glanduligerum K.Knaf;Epilobium glanduligerum;K.Knaf;species;TRUE;Epilobium glanduligerum K.Knaf;Epilobium glanduligerum K.Knaf;1;1;Epilobium ×glanduligerum;1;NA
pladias:3394;Epilobium ×haussknechtianum;Epilobium ×haussknechtianum Borbás;Epilobium haussknechtianum Borbás;Epilobium haussknechtianum;Borbás;species;TRUE;Epilobium haussknechtianum Borbás;Epilobium haussknechtianum Borbás;3;3;Epilobium ×haussknechtianum;1;NA
pladias:2828;Epilobium ×haynaldianum;Epilobium ×haynaldianum Hausskn.;Epilobium haynaldianum Hausskn.;Epilobium haynaldianum;Hausskn.;species;TRUE;Epilobium haynaldianum Hausskn.;Epilobium haynaldianum Hausskn.;2;2;Epilobium ×haynaldianum;1;NA
pladias:2408;Epilobium ×hectori-leveilleanum;Epilobium ×hectori-leveilleanum Thell.;Epilobium hectori-leveilleanum Thell.;Epilobium hectori-leveilleanum;Thell.;species;TRUE;Epilobium hectori-leveilleanum Thell.;Epilobium hectori-leveilleanum Thell.;1;NA;Epilobium ×hectori-leveilleanum;0;outside final grid
pladias:1657;Epilobium ×heterocaule;Epilobium ×heterocaule Borbás;Epilobium heterocaule Borbás;Epilobium heterocaule;Borbás;species;TRUE;Epilobium heterocaule Borbás;Epilobium heterocaule Borbás;7;6;Epilobium montanum ×roseum;1;NA
pladias:114;Epilobium hirsutum;Epilobium hirsutum L.;Epilobium hirsutum L.;Epilobium hirsutum;L.;species;NA;Epilobium hirsutum L.;Epilobium hirsutum L.;624;565;Epilobium hirsutum;1;NA
pladias:4123;Epilobium ×iglaviense;Epilobium ×iglaviense Smejkal;Epilobium iglaviense Smejkal;Epilobium iglaviense;Smejkal;species;TRUE;Epilobium iglaviense M.Smejkal;Epilobium iglaviense M.Smejkal;4;3;Epilobium ×iglaviense;1;NA
pladias:3418;Epilobium ×interjectum;Epilobium ×interjectum Smejkal;Epilobium interjectum Smejkal;Epilobium interjectum;Smejkal;species;TRUE;Epilobium interjectum M.Smejkal;Epilobium interjectum M.Smejkal;10;9;Epilobium ×interjectum;1;NA
pladias:2829;Epilobium ×josefi-holubii;Epilobium ×josefi-holubii Krahulec;Epilobium josefi-holubii Krahulec;Epilobium josefi-holubii;Krahulec;species;TRUE;Epilobium josefi-holubii F.Krahulec;Epilobium josefi-holubii F.Krahulec;1;1;Epilobium ×josefi-holubii;1;NA
pladias:3878;Epilobium komarovianum;Epilobium komarovianum H. Lév.;Epilobium komarovianum H.Lév.;Epilobium komarovianum;H.Lév.;species;NA;Epilobium komarovianum H.Lév.;Epilobium komarovianum H.Lév.;3;3;Epilobium komarovianum;1;NA
pladias:2756;Epilobium lanceolatum;Epilobium lanceolatum Sebast. et Mauri;Epilobium lanceolatum Sebast. & Mauri;Epilobium lanceolatum;Sebast. & Mauri;species;NA;Epilobium lanceolatum Sebast. & Mauri;Epilobium lanceolatum Sebast. & Mauri;13;10;Epilobium lanceolatum;0;extinct/missing
pladias:4679;Epilobium ×limosum;Epilobium ×limosum Schur;Epilobium limosum Schur;Epilobium limosum;Schur;species;TRUE;Epilobium limosum Schur;Epilobium limosum Schur;1;1;Epilobium ×limosum;1;NA
pladias:3540;Epilobium ×montaniforme;Epilobium ×montaniforme K. Knaf ex Čelak.;Epilobium montaniforme K.Knaf ex Čelak.;Epilobium montaniforme;K.Knaf ex Čelak.;species;TRUE;Epilobium montaniforme K.Knaf ex Čelak.;Epilobium montaniforme K.Knaf ex Čelak.;2;2;Epilobium ×montaniforme;1;NA
pladias:115;Epilobium montanum;Epilobium montanum L.;Epilobium montanum L.;Epilobium montanum;L.;species;NA;Epilobium montanum L.;Epilobium montanum L.;640;574;Epilobium montanum;1;NA
pladias:2854;Epilobium ×novae-civitatis;Epilobium ×novae-civitatis Smejkal;Epilobium novae-civitatis Smejkal;Epilobium novae-civitatis;Smejkal;species;TRUE;Epilobium novae-civitatis Smejkal;Epilobium novae-civitatis Smejkal;13;8;Epilobium ×novae-civitatis;1;NA
pladias:1769;Epilobium nutans;Epilobium nutans F. W. Schmidt;Epilobium nutans F.W.Schmidt;Epilobium nutans;F.W.Schmidt;species;NA;Epilobium nutans F.W.Schmidt;Epilobium nutans F.W.Schmidt;35;28;Epilobium nutans;1;NA
pladias:1973;Epilobium ×nutantiflorum;Epilobium ×nutantiflorum Smejkal;Epilobium nutantiflorum Smejkal;Epilobium nutantiflorum;Smejkal;species;TRUE;Epilobium nutantiflorum M.Smejkal;Epilobium nutantiflorum M.Smejkal;25;24;Epilobium ×nutantiflorum;1;NA
pladias:116;Epilobium obscurum;Epilobium obscurum Schreb.;Epilobium obscurum Schreb.;Epilobium obscurum;Schreb.;species;NA;Epilobium obscurum (Schreb.) Schreb.;Epilobium obscurum (Schreb.) Schreb.;459;414;Epilobium obscurum;1;NA
pladias:3725;Epilobium ×weissenburgense;Epilobium ×weissenburgense F. W. Schultz;Epilobium weissenburgense F.W.Schultz;Epilobium weissenburgense;F.W.Schultz;species;TRUE;Epilobium palatinum subsp. weissenburgense (F.W.Schultz) J.Duvign. & Lambinon;Epilobium palatinum F.W.Schultz;1;1;Epilobium ×weissenburgense;1;NA
pladias:468;Epilobium palustre;Epilobium palustre L.;Epilobium palustre L.;Epilobium palustre;L.;species;NA;Epilobium palustre L.;Epilobium palustre L.;564;511;Epilobium palustre;1;NA
pladias:1176;Epilobium parviflorum;Epilobium parviflorum Schreb.;Epilobium parviflorum Schreb.;Epilobium parviflorum;Schreb.;species;NA;Epilobium parviflorum (Schreb.) Schreb.;Epilobium parviflorum (Schreb.) Schreb.;466;430;Epilobium parviflorum;1;NA
pladias:4202;Epilobium ×percollinum;Epilobium ×percollinum Simk.;Epilobium percollinum Simk.;Epilobium percollinum;Simk.;species;TRUE;Epilobium percollinum Simonk.;Epilobium percollinum Simonk.;1;1;Epilobium ×percollinum;1;NA
pladias:4351;Epilobium ×persicinum;Epilobium ×persicinum Rchb.;Epilobium persicinum Rchb.;Epilobium persicinum;Rchb.;species;TRUE;Epilobium persicinum Rchb.;Epilobium persicinum Rchb.;1;1;Epilobium ×persicinum;1;NA
pladias:2830;Epilobium ×prochazkae;Epilobium ×prochazkae Krahulec;Epilobium prochazkae Krahulec;Epilobium prochazkae;Krahulec;species;TRUE;Epilobium prochazkae F.Krahulec;Epilobium prochazkae F.Krahulec;1;1;Epilobium ×prochazkae;1;NA
pladias:2409;Epilobium ×pseudotrigonum;Epilobium ×pseudotrigonum Borbás;Epilobium pseudotrigonum Borbás;Epilobium pseudotrigonum;Borbás;species;TRUE;Epilobium pseudotrigonum Borbás;Epilobium pseudotrigonum Borbás;2;1;Epilobium ×pseudotrigonum;1;NA
pladias:4281;Epilobium ×rivulare;Epilobium ×rivulare Wahlenb.;Epilobium rivulare Wahlenb.;Epilobium rivulare;Wahlenb.;species;TRUE;Epilobium rivulare Wahlenb.;Epilobium rivulare Wahlenb.;2;1;Epilobium ×rivulare;1;NA
pladias:117;Epilobium roseum;Epilobium roseum Schreb.;Epilobium roseum Schreb.;Epilobium roseum;Schreb.;species;NA;Epilobium roseum (Schreb.) Schreb.;Epilobium roseum (Schreb.) Schreb.;573;522;Epilobium roseum;1;NA
pladias:2831;Epilobium ×schmidtianum;Epilobium ×schmidtianum Rostk.;Epilobium schmidtianum Rostk.;Epilobium schmidtianum;Rostk.;species;TRUE;Epilobium schmidtianum Rostk.;Epilobium schmidtianum Rostk.;7;5;Epilobium ×schmidtianum;1;NA
pladias:4229;Epilobium ×subhirsutum;Epilobium ×subhirsutum Gennari;Epilobium subhirsutum Gennari;Epilobium subhirsutum;Gennari;species;TRUE;Epilobium sericeum Bernh.;Epilobium sericeum Bernh.;1;1;Epilobium ×subhirsutum;1;NA
pladias:3899;Epilobium ×similatum;Epilobium ×similatum Hausskn.;Epilobium similatum Hausskn.;Epilobium similatum;Hausskn.;species;TRUE;Epilobium similatum Hausskn.;Epilobium similatum Hausskn.;1;1;Epilobium ×similatum;1;NA
pladias:1260;Epilobium tetragonum agg.;Epilobium tetragonum agg.;NA;NA;NA;agg;NA;Epilobium tetragonum agg.;Epilobium tetragonum agg.;110;103;Epilobium tetragonum agg.;1;NA
pladias:467;Epilobium lamyi;Epilobium lamyi F. W. Schultz;Epilobium lamyi F.W.Schultz;Epilobium lamyi;F.W.Schultz;species;NA;Epilobium lamyi F.W.Schultz;Epilobium tetragonum agg.;433;393;Epilobium lamyi;1;NA
pladias:469;Epilobium tetragonum;Epilobium tetragonum L.;Epilobium tetragonum L.;Epilobium tetragonum;L.;species;NA;Epilobium tetragonum L.;Epilobium tetragonum agg.;466;432;Epilobium tetragonum s. str.;1;NA
pladias:1658;Epilobium ×vicinum;Epilobium ×vicinum Smejkal;Epilobium vicinum Smejkal;Epilobium vicinum;Smejkal;species;TRUE;Epilobium vicinum M.Smejkal;Epilobium vicinum M.Smejkal;18;14;Epilobium ×vicinum;1;NA
pladias:2893;Epimedium alpinum;Epimedium alpinum L.;Epimedium alpinum L.;Epimedium alpinum;L.;species;NA;Epimedium alpinum L.;Epimedium alpinum L.;3;3;Epimedium alpinum;1;NA
pladias:1974;Epipactis albensis;Epipactis albensis Nováková et Rydlo;Epipactis albensis Nováková & Rydlo;Epipactis albensis;Nováková & Rydlo;species;NA;Epipactis albensis H.Nováková & Rydlo;Epipactis albensis H.Nováková & Rydlo;95;88;Epipactis albensis;1;NA
pladias:756;Epipactis atrorubens;Epipactis atrorubens (Hoffm.) Besser;Epipactis atrorubens (Hoffm.) Besser;Epipactis atrorubens;(Hoffm.) Besser;species;NA;Epipactis atrorubens (Hoffm.) Besser;Epipactis atrorubens (Hoffm.) Besser;124;109;Epipactis atrorubens;1;NA
pladias:3104;Epipactis greuteri;Epipactis greuteri H. Baumann et Künkele;Epipactis greuteri H.Baumann & Künkele;Epipactis greuteri;H.Baumann & Künkele;species;NA;Epipactis greuteri H.Baumann & Künkele;Epipactis greuteri H.Baumann & Künkele;25;23;Epipactis greuteri;1;NA
pladias:2127;Epipactis leutei;Epipactis leutei Robatsch;Epipactis leutei Robatsch;Epipactis leutei;Robatsch;species;NA;Epipactis helleborine subsp. leutei (Robatsch) Kreutz;Epipactis helleborine (L.) Crantz;10;9;Epipactis leutei;1;NA
pladias:2989;Epipactis distans;Epipactis distans Arv.-Touv.;Epipactis distans Arv.-Touv.;Epipactis distans;Arv.-Touv.;species;NA;Epipactis helleborine subsp. orbicularis (K.Richt.) E.Klein;Epipactis helleborine (L.) Crantz;6;6;Epipactis distans;1;NA
pladias:4224;Epipactis voethii;Epipactis voethii Robatsch;Epipactis voethii Robatsch;Epipactis voethii;Robatsch;species;NA;Epipactis helleborine (L.) Crantz;Epipactis helleborine (L.) Crantz;9;8;Epipactis voethii;1;NA
pladias:987;Epipactis helleborine;Epipactis helleborine (L.) Crantz;Epipactis helleborine (L.) Crantz;Epipactis helleborine;(L.) Crantz;species;NA;Epipactis helleborine (L.) Crantz;Epipactis helleborine (L.) Crantz;545;484;Epipactis helleborine s. str.;1;NA
pladias:470;Epipactis helleborine agg.;Epipactis helleborine agg.;NA;NA;NA;agg;NA;Epipactis helleborine agg.;Epipactis helleborine agg.;425;387;Epipactis helleborine agg.;0;higher taxon
pladias:3052;Epipactis ×heterogama;Epipactis ×heterogama M. Bayer;Epipactis heterogama M.Bayer;Epipactis heterogama;M.Bayer;species;TRUE;Epipactis heterogama M.Bayer;Epipactis heterogama M.Bayer;1;1;Epipactis ×heterogama;1;NA
pladias:2590;Epipactis leptochila;Epipactis leptochila (Godfery) Godfery;Epipactis leptochila (Godfery) Godfery;Epipactis leptochila;(Godfery) Godfery;species;NA;Epipactis leptochila (Godfery) Godfery;Epipactis leptochila (Godfery) Godfery;11;10;Epipactis leptochila s. l.;1;NA
pladias:2814;Epipactis neglecta;Epipactis neglecta (Kümpel) Kümpel;Epipactis neglecta (Kümpel) Kümpel;Epipactis neglecta;(Kümpel) Kümpel;species;NA;Epipactis leptochila subsp. neglecta Kümpel;Epipactis leptochila (Godfery) Godfery;14;11;Epipactis neglecta;1;NA
pladias:4526;Epipactis futakii;Epipactis futakii Mereďa et Potůček;Epipactis futakii Mereďa & Potůček;Epipactis futakii;Mereďa & Potůček;species;NA;Epipactis leptochila subsp. futakii (Mered'a & Potůček) Kreutz;Epipactis leptochila (Godfery) Godfery;1;NA;Epipactis futakii;0;outside final grid
pladias:2128;Epipactis microphylla;Epipactis microphylla (Ehrh.) Sw.;Epipactis microphylla (Ehrh.) Sw.;Epipactis microphylla;(Ehrh.) Sw.;species;NA;Epipactis microphylla (Ehrh.) Sw.;Epipactis microphylla (Ehrh.) Sw.;42;33;Epipactis microphylla;1;NA
pladias:2990;Epipactis muelleri;Epipactis muelleri Godfery;Epipactis muelleri Godfery;Epipactis muelleri;Godfery;species;NA;Epipactis muelleri Godfery;Epipactis muelleri Godfery;49;42;Epipactis muelleri;1;NA
pladias:4399;Epipactis moravica;Epipactis moravica Batoušek;Epipactis moravica Batoušek;Epipactis moravica;Batoušek;species;NA;Epipactis nordeniorum Robatsch;Epipactis nordeniorum Robatsch;9;8;Epipactis moravica;1;NA
pladias:471;Epipactis palustris;Epipactis palustris (L.) Crantz;Epipactis palustris (L.) Crantz;Epipactis palustris;(L.) Crantz;species;NA;Epipactis palustris (L.) Crantz;Epipactis palustris (L.) Crantz;218;201;Epipactis palustris;1;NA
pladias:4471;Epipactis pontica;Epipactis pontica Taubenheim;Epipactis pontica Taubenheim;Epipactis pontica;Taubenheim;species;NA;Epipactis pontica Taubenheim;Epipactis pontica Taubenheim;8;6;Epipactis pontica;1;NA
pladias:1583;Epipactis purpurata;Epipactis purpurata Sm.;Epipactis purpurata Sm.;Epipactis purpurata;Sm.;species;NA;Epipactis purpurata Sm.;Epipactis purpurata Sm.;150;138;Epipactis purpurata;1;NA
pladias:3751;Epipactis pseudopurpurata × E. purpurata;Epipactis pseudopurpurata × E. purpurata;Epipactis pseudopurpurata × purpurata;Epipactis pseudopurpurata × purpurata;NA;hybrid;TRUE;Epipactis purpurata Sm.;Epipactis purpurata Sm.;3;2;Epipactis pseudopurpurata ×purpurata;1;NA
pladias:4566;Epipactis pseudopurpurata;Epipactis pseudopurpurata Mereďa;Epipactis pseudopurpurata Mereďa;Epipactis pseudopurpurata;Mereďa;species;NA;Epipactis purpurata Sm.;Epipactis purpurata Sm.;4;1;Epipactis pseudopurpurata;1;NA
pladias:4038;Epipactis ×schmalhausenii;Epipactis ×schmalhausenii K. Richt.;Epipactis schmalhausenii K.Richt.;Epipactis schmalhausenii;K.Richt.;species;TRUE;Epipactis schmalhausenii Richt.;Epipactis schmalhausenii Richt.;2;2;Epipactis ×schmalhausenii;1;NA
pladias:4278;Epipactis tallosii;Epipactis tallosii A. Molnár et Robatsch;Epipactis tallosii A.Molnár & Robatsch;Epipactis tallosii;A.Molnár & Robatsch;species;NA;Epipactis tallosii A.Molnár & Robatsch;Epipactis tallosii A.Molnár & Robatsch;8;8;Epipactis tallosii;1;NA
pladias:988;Epipogium aphyllum;Epipogium aphyllum Sw.;Epipogium aphyllum Sw.;Epipogium aphyllum;Sw.;species;NA;Epipogium aphyllum Sw.;Epipogium aphyllum Sw.;95;82;Epipogium aphyllum;0;full mycoheterotroph
pladias:3534;Equisetum arvense subsp. arvense;Equisetum arvense subsp. arvense;Equisetum arvense subsp. arvense;Equisetum arvense subsp. arvense;NA;subsp;NA;Equisetum arvense L.;Equisetum arvense L.;3;3;Equisetum arvense subsp. arvense;1;NA
pladias:472;Equisetum arvense;Equisetum arvense L.;Equisetum arvense L.;Equisetum arvense;L.;species;NA;Equisetum arvense L.;Equisetum arvense L.;651;578;Equisetum arvense;1;NA
pladias:118;Equisetum fluviatile;Equisetum fluviatile L.;Equisetum fluviatile L.;Equisetum fluviatile;L.;species;NA;Equisetum fluviatile L.;Equisetum fluviatile L.;611;547;Equisetum fluviatile;0;aquatic
pladias:1975;Equisetum hyemale;Equisetum hyemale L.;Equisetum hyemale L.;Equisetum hyemale;L.;species;NA;Equisetum hyemale L.;Equisetum hyemale L.;78;73;Equisetum hyemale;1;NA
pladias:3370;Equisetum ×littorale;Equisetum ×littorale Kühlew. ex Rupr.;Equisetum littorale Kühlew. ex Rupr.;Equisetum littorale;Kühlew. ex Rupr.;species;TRUE;Equisetum littorale Kühlew. ex Rupr.;Equisetum littorale Kühlew. ex Rupr.;29;29;Equisetum litorale;1;NA
pladias:3198;Equisetum ×meridionale;Equisetum ×meridionale (Milde) Chiov.;Equisetum meridionale (Milde) Chiov.;Equisetum meridionale;(Milde) Chiov.;species;TRUE;Equisetum meridionale (Milde) Chiov.;Equisetum meridionale (Milde) Chiov.;2;1;Equisetum meridionale;1;hybrid with species treatment
pladias:2591;Equisetum ×moorei;Equisetum ×moorei Newman;Equisetum moorei Newman;Equisetum moorei;Newman;species;TRUE;Equisetum moorei Newman;Equisetum moorei Newman;41;35;Equisetum moorei;1;hybrid with species treatment
pladias:119;Equisetum palustre;Equisetum palustre L.;Equisetum palustre L.;Equisetum palustre;L.;species;NA;Equisetum palustre L.;Equisetum palustre L.;647;579;Equisetum palustre;1;NA
pladias:989;Equisetum pratense;Equisetum pratense Ehrh.;Equisetum pratense Ehrh.;Equisetum pratense;Ehrh.;species;NA;Equisetum pratense Ehrh.;Equisetum pratense Ehrh.;162;146;Equisetum pratense;1;NA
pladias:473;Equisetum ramosissimum;Equisetum ramosissimum Desf.;Equisetum ramosissimum Desf.;Equisetum ramosissimum;Desf.;species;NA;Equisetum ramosissimum Desf.;Equisetum ramosissimum Desf.;126;111;Equisetum ramosissimum;1;NA
pladias:120;Equisetum sylvaticum;Equisetum sylvaticum L.;Equisetum sylvaticum L.;Equisetum sylvaticum;L.;species;NA;Equisetum sylvaticum L.;Equisetum sylvaticum L.;611;541;Equisetum sylvaticum;1;NA
pladias:990;Equisetum telmateia;Equisetum telmateia Ehrh.;Equisetum telmateia Ehrh.;Equisetum telmateia;Ehrh.;species;NA;Equisetum telmateia Ehrh.;Equisetum telmateia Ehrh.;152;135;Equisetum telmateia;1;NA
pladias:2705;Equisetum variegatum;Equisetum variegatum Schleich.;Equisetum variegatum Schleich.;Equisetum variegatum;Schleich.;species;NA;Equisetum variegatum Schleich. ex F.Weber & D.Mohr;Equisetum variegatum Schleich. ex F.Weber & D.Mohr;59;55;Equisetum variegatum;1;NA
pladias:4445;Eragrostis cilianensis;Eragrostis cilianensis (All.) Janch.;Eragrostis cilianensis (All.) Janch.;Eragrostis cilianensis;(All.) Janch.;species;NA;Eragrostis cilianensis (All.) Vignolo ex Janch.;Eragrostis cilianensis (All.) Vignolo ex Janch.;1;1;Eragrostis cilianensis;1;NA
pladias:1177;Eragrostis minor;Eragrostis minor Host;Eragrostis minor Host;Eragrostis minor;Host;species;NA;Eragrostis minor Host;Eragrostis minor Host;328;303;Eragrostis minor;1;NA
pladias:4687;Eragrostis suaveolens;Eragrostis suaveolens A. K. Becker ex Claus;Eragrostis suaveolens A.K.Becker ex Claus;Eragrostis suaveolens;A.K.Becker ex Claus;species;NA;Eragrostis minor Host;Eragrostis minor Host;1;1;Eragrostis suaveolens;1;NA
pladias:3823;Eragrostis multicaulis;Eragrostis multicaulis Steud.;Eragrostis multicaulis Steud.;Eragrostis multicaulis;Steud.;species;NA;Eragrostis multicaulis Steud.;Eragrostis multicaulis Steud.;3;3;Eragrostis multicaulis;1;NA
pladias:3824;Eragrostis pectinacea;Eragrostis pectinacea (Michx.) Nees;Eragrostis pectinacea (Michx.) Nees;Eragrostis pectinacea;(Michx.) Nees;species;NA;Eragrostis pectinacea (Michx.) Nees;Eragrostis pectinacea (Michx.) Nees;5;4;Eragrostis pectinacea;1;NA
pladias:1415;Eragrostis albensis;Eragrostis albensis H. Scholz;Eragrostis albensis H.Scholz;Eragrostis albensis;H.Scholz;species;NA;Eragrostis pilosa (L.) P.Beauv.;Eragrostis pilosa (L.) P.Beauv.;21;21;Eragrostis albensis;1;NA
pladias:3395;Eragrostis pilosa;Eragrostis pilosa (L.) P. Beauv.;Eragrostis pilosa (L.) P.Beauv.;Eragrostis pilosa;(L.) P.Beauv.;species;NA;Eragrostis pilosa (L.) P.Beauv.;Eragrostis pilosa (L.) P.Beauv.;13;10;Eragrostis pilosa;1;NA
pladias:2991;Eragrostis tef;Eragrostis tef (Zuccagni) Trotter;Eragrostis tef (Zuccagni) Trotter;Eragrostis tef;(Zuccagni) Trotter;species;NA;Eragrostis tef (Zuccagni) Trotter;Eragrostis tef (Zuccagni) Trotter;4;4;Eragrostis tef;1;NA
pladias:2832;Eranthis hyemalis;Eranthis hyemalis (L.) Salisb.;Eranthis hyemalis (L.) Salisb.;Eranthis hyemalis;(L.) Salisb.;species;NA;Eranthis hyemalis (L.) Salisb.;Eranthis hyemalis (L.) Salisb.;29;27;Eranthis hyemalis;1;NA
pladias:1416;Erechtites hieraciifolius;Erechtites hieraciifolius (L.) DC.;Erechtites hieraciifolius (L.) DC.;Erechtites hieraciifolius;(L.) DC.;species;NA;Erechtites hieraciifolius (L.) Raf. ex DC.;Erechtites hieraciifolius (L.) Raf. ex DC.;228;212;Erechtites hieraciifolius;1;NA
pladias:2449;Erica carnea;Erica carnea L.;Erica carnea L.;Erica carnea;L.;species;NA;Erica carnea L.;Erica carnea L.;35;34;Erica carnea;1;NA
pladias:121;Erica tetralix;Erica tetralix L.;Erica tetralix L.;Erica tetralix;L.;species;NA;Erica tetralix L.;Erica tetralix L.;23;22;Erica tetralix;1;NA
pladias:1261;Erigeron acris agg.;Erigeron acris agg.;NA;NA;NA;agg;NA;Erigeron acris L.;Erigeron acris L. s.l.;192;181;Erigeron acris s. l.;1;NA
pladias:1514;Erigeron muralis;Erigeron muralis Lapeyr.;Erigeron muralis Lapeyr.;Erigeron muralis;Lapeyr.;species;NA;Erigeron muralis Lapeyr.;Erigeron acris L. s.l.;223;216;Erigeron muralis;1;NA
pladias:2285;Erigeron angulosus;Erigeron angulosus Gaudin;Erigeron angulosus Gaudin;Erigeron angulosus;Gaudin;species;NA;Erigeron acris subsp. angulosus (Gaudin) Vacc.;Erigeron acris L. s.l.;20;20;Erigeron angulosus;0;extinct/missing
