taxonID;Taxon;taxonName;taxonNameEdited;taxonNameEditedShort;taxonNameAuthors;taxonRank;isHybrid;acceptedTaxonName;acceptedHigherTaxonName;countRaw;countFiltered;taxonNameForGSL;keep;remark
pladias:1;Abies alba;Abies alba Mill.;Abies alba Mill.;Abies alba;Mill.;species;NA;Abies alba Mill.;Abies alba Mill.;582;519;Abies alba;1;NA
pladias:3353;Abies cephalonica;Abies cephalonica Loudon;Abies cephalonica Loudon;Abies cephalonica;Loudon;species;NA;Abies cephalonica Loudon;Abies cephalonica Loudon;3;3;Abies cephalonica;0;cultivated
pladias:2085;Abies concolor;Abies concolor (Gordon et Glend.) Lindl. ex Hildebr.;Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.;Abies concolor;(Gordon & Glend.) Lindl. ex Hildebr.;species;NA;Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.;Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.;57;55;Abies concolor;1;NA
pladias:878;Abies grandis;Abies grandis (Douglas ex D. Don) Lindl.;Abies grandis (Douglas ex D.Don) Lindl.;Abies grandis;(Douglas ex D.Don) Lindl.;species;NA;Abies grandis (Douglas ex D.Don) Lindl.;Abies grandis (Douglas ex D.Don) Lindl.;137;128;Abies grandis;1;NA
pladias:3627;Abies homolepis;Abies homolepis Siebold et Zucc.;Abies homolepis Siebold & Zucc.;Abies homolepis;Siebold & Zucc.;species;NA;Abies homolepis Siebold & Zucc.;Abies homolepis Siebold & Zucc.;8;8;Abies homolepis;0;cultivated
pladias:1791;Abies nordmanniana;Abies nordmanniana (Steven) Spach;Abies nordmanniana (Steven) Spach;Abies nordmanniana;(Steven) Spach;species;NA;Abies nordmanniana (Steven) Spach;Abies nordmanniana (Steven) Spach;40;39;Abies nordmanniana;1;NA
pladias:1928;Abutilon theophrasti;Abutilon theophrasti Medik.;Abutilon theophrasti Medik.;Abutilon theophrasti;Medik.;species;NA;Abutilon theophrasti Medik.;Abutilon theophrasti Medik.;137;127;Abutilon theophrasti;1;NA
pladias:3954;Acanthus hungaricus;Acanthus hungaricus (Borbás) Baen.;Acanthus hungaricus (Borbás) Baen.;Acanthus hungaricus;(Borbás) Baen.;species;NA;Acanthus hungaricus (Borbás) Baenitz;Acanthus hungaricus (Borbás) Baenitz;1;1;Acanthus hungaricus;1;NA
pladias:906;Acer campestre;Acer campestre L.;Acer campestre L.;Acer campestre;L.;species;NA;Acer campestre L.;Acer campestre L.;470;431;Acer campestre;1;NA
pladias:3990;Acer japonicum;Acer japonicum Thunb.;Acer japonicum Thunb.;Acer japonicum;Thunb.;species;NA;Acer japonicum Thunb.;Acer japonicum Thunb.;2;2;Acer japonicum;0;cultivated
pladias:3679;Acer monspessulanum;Acer monspessulanum L.;Acer monspessulanum L.;Acer monspessulanum;L.;species;NA;Acer monspessulanum L.;Acer monspessulanum L.;2;2;Acer monspessulanum;1;NA
pladias:907;Acer negundo;Acer negundo L.;Acer negundo L.;Acer negundo;L.;species;NA;Acer negundo L.;Acer negundo L.;336;312;Acer negundo;1;NA
pladias:3628;Acer palmatum;Acer palmatum Thunb.;Acer palmatum Thunb.;Acer palmatum;Thunb.;species;NA;Acer palmatum Thunb.;Acer palmatum Thunb.;7;7;Acer palmatum;0;cultivated
pladias:2;Acer platanoides;Acer platanoides L.;Acer platanoides L.;Acer platanoides;L.;species;NA;Acer platanoides L.;Acer platanoides L.;644;580;Acer platanoides;1;NA
pladias:3;Acer pseudoplatanus;Acer pseudoplatanus L.;Acer pseudoplatanus L.;Acer pseudoplatanus;L.;species;NA;Acer pseudoplatanus L.;Acer pseudoplatanus L.;666;590;Acer pseudoplatanus;1;NA
pladias:2086;Acer saccharinum;Acer saccharinum L.;Acer saccharinum L.;Acer saccharinum;L.;species;NA;Acer saccharinum L.;Acer saccharinum L.;61;60;Acer saccharinum;1;NA
pladias:2196;Acer tataricum;Acer tataricum L.;Acer tataricum L.;Acer tataricum;L.;species;NA;Acer tataricum L.;Acer tataricum L.;55;53;Acer tataricum;1;NA
pladias:3312;Acer ginnala;Acer ginnala Maxim.;Acer ginnala Maxim.;Acer ginnala;Maxim.;species;NA;Acer tataricum subsp. ginnala (Maxim.) Wesmael;Acer tataricum subsp. ginnala (Maxim.) Wesmael;24;24;Acer ginnala;1;NA
pladias:4027;Achillea crithmifolia;Achillea crithmifolia Waldst. et Kit.;Achillea crithmifolia Waldst. & Kit.;Achillea crithmifolia;Waldst. & Kit.;species;NA;Achillea crithmifolia Waldst. & Kit.;Achillea crithmifolia Waldst. & Kit.;5;5;Achillea crithmifolia;1;NA
pladias:3138;Achillea filipendulina;Achillea filipendulina Lam.;Achillea filipendulina Lam.;Achillea filipendulina;Lam.;species;NA;Achillea filipendulina Lam.;Achillea filipendulina Lam.;2;2;Achillea filipendulina;1;NA
pladias:1866;Achillea grandifolia;Achillea grandifolia Friv.;Achillea grandifolia Friv.;Achillea grandifolia;Friv.;species;NA;Achillea grandifolia Friv.;Achillea grandifolia Friv.;1;1;Achillea grandifolia;0;cultivated
pladias:1370;Achillea pratensis;Achillea pratensis Saukel et R. Länger;Achillea pratensis Saukel & R.Länger;Achillea pratensis;Saukel & R.Länger;species;NA;Achillea pratensis J.Saukel & R.Länger;Achillea millefolium agg.;121;117;Achillea pratensis;1;NA
pladias:1822;Achillea pannonica;Achillea pannonica Scheele;Achillea pannonica Scheele;Achillea pannonica;Scheele;species;NA;Achillea pannonica Scheele;Achillea millefolium agg.;135;126;Achillea pannonica;1;NA
pladias:1867;Achillea millefolium subsp. millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium subsp. millefolium;Achillea millefolium subsp. millefolium;NA;subsp;NA;Achillea millefolium subsp. millefolium;Achillea millefolium agg.;223;208;Achillea millefolium subsp. millefolium;1;NA
pladias:1929;Achillea styriaca;Achillea styriaca Saukel et Danihelka ined.;Achillea styriaca Saukel & Danihelka ined.;Achillea styriaca;Saukel & Danihelka ined.;species;NA;Achillea styriaca Säukel & Danihelka;Achillea millefolium agg.;22;20;Achillea styriaca;1;NA
pladias:2298;Achillea millefolium subsp. sudetica;Achillea millefolium subsp. sudetica (Opiz) Oborny;Achillea millefolium subsp. sudetica (Opiz) Oborny;Achillea millefolium subsp. sudetica;(Opiz) Oborny;subsp;NA;Achillea millefolium subsp. sudetica (Opiz) Oborný;Achillea millefolium agg.;7;5;Achillea millefolium subsp. sudetica;1;NA
pladias:2491;Achillea setacea;Achillea setacea Waldst. et Kit.;Achillea setacea Waldst. & Kit.;Achillea setacea;Waldst. & Kit.;species;NA;Achillea setacea Waldst. & Kit.;Achillea millefolium agg.;70;65;Achillea setacea;1;NA
pladias:2912;Achillea ×incognita;Achillea ×incognita Danihelka;Achillea incognita Danihelka;Achillea incognita;Danihelka;species;TRUE;Achillea incognita Danihelka;Achillea millefolium agg.;2;2;Achillea millefolium ×pannonica;1;NA
pladias:3147;Achillea millefolium subsp. millefolium × A. pratensis;Achillea millefolium subsp. millefolium × A. pratensis;Achillea millefolium subsp. millefolium × pratensis;Achillea millefolium subsp. millefolium × pratensis;NA;hybrid;TRUE;Achillea millefolium subsp. millefolium × pratensis;Achillea millefolium agg.;2;2;Achillea millefolium subsp. millefolium ×pratensis;1;NA
pladias:4;Achillea millefolium;Achillea millefolium L.;Achillea millefolium L.;Achillea millefolium;L.;species;NA;Achillea millefolium L.;Achillea millefolium agg.;665;591;Achillea millefolium;1;NA
pladias:4270;Achillea asplenifolia;Achillea asplenifolia Vent.;Achillea asplenifolia Vent.;Achillea asplenifolia;Vent.;species;NA;Achillea aspleniifolia Vent.;Achillea millefolium agg.;22;19;Achillea asplenifolia;1;NA
pladias:908;Achillea collina;Achillea collina (Becker ex Wirtg.) Heimerl;Achillea collina (Becker ex Wirtg.) Heimerl;Achillea collina;(Becker ex Wirtg.) Heimerl;species;NA;Achillea millefolium subsp. collina (Wirtg.) Oborný;Achillea millefolium agg.;278;254;Achillea collina;1;NA
pladias:909;Achillea millefolium agg.;Achillea millefolium agg.;NA;NA;NA;agg;NA;Achillea millefolium agg.;Achillea millefolium agg.;626;566;Achillea millefolium agg.;1;NA
pladias:2490;Achillea nobilis;Achillea nobilis L.;Achillea nobilis L.;Achillea nobilis;L.;species;NA;Achillea nobilis L.;Achillea nobilis L.;79;72;Achillea nobilis;1;NA
pladias:5;Achillea ptarmica;Achillea ptarmica L.;Achillea ptarmica L.;Achillea ptarmica;L.;species;NA;Achillea ptarmica L.;Achillea ptarmica L.;523;481;Achillea ptarmica;1;NA
pladias:4194;Achillea tomentosa;Achillea tomentosa L.;Achillea tomentosa L.;Achillea tomentosa;L.;species;NA;Achillea tomentosa L.;Achillea tomentosa L.;2;2;Achillea tomentosa;0;cultivated
pladias:4219;Stipa calamagrostis;Stipa calamagrostis (L.) Wahlenb.;Stipa calamagrostis (L.) Wahlenb.;Stipa calamagrostis;(L.) Wahlenb.;species;NA;Achnatherum calamagrostis (L.) P.Beauv.;Achnatherum calamagrostis (L.) P.Beauv.;1;1;Stipa calamagrostis;1;NA
pladias:4423;Aconitum anthora;Aconitum anthora L.;Aconitum anthora L.;Aconitum anthora;L.;species;NA;Aconitum anthora L.;Aconitum anthora L.;9;7;Aconitum anthora;1;NA
pladias:1354;Aconitum ×cammarum;Aconitum ×cammarum L.;Aconitum cammarum L.;Aconitum cammarum;L.;species;TRUE;Aconitum cammarum L.;Aconitum cammarum L.;45;40;Aconitum cammarum;1;hybrid with species treatment
pladias:2108;Aconitum lycoctonum subsp. vulparia;Aconitum lycoctonum subsp. vulparia (Rchb.) Ces.;Aconitum lycoctonum subsp. vulparia (Rchb.) Ces.;Aconitum lycoctonum subsp. vulparia;(Rchb.) Ces.;subsp;NA;Aconitum lycoctonum subsp. vulparia (Rchb.) Nyman;Aconitum lycoctonum L.;89;84;Aconitum lycoctonum subsp. vulparia;1;NA
pladias:2331;Aconitum lycoctonum subsp. lycoctonum;Aconitum lycoctonum subsp. lycoctonum;Aconitum lycoctonum subsp. lycoctonum;Aconitum lycoctonum subsp. lycoctonum;NA;subsp;NA;Aconitum lycoctonum subsp. lycoctonum;Aconitum lycoctonum L.;46;41;Aconitum lycoctonum subsp. lycoctonum;1;NA
pladias:2862;Aconitum lycoctonum;Aconitum lycoctonum L.;Aconitum lycoctonum L.;Aconitum lycoctonum;L.;species;NA;Aconitum lycoctonum L.;Aconitum lycoctonum L.;108;101;Aconitum lycoctonum;1;NA
pladias:1561;Aconitum plicatum;Aconitum plicatum Köhler ex Rchb.;Aconitum plicatum Köhler ex Rchb.;Aconitum plicatum;Köhler ex Rchb.;species;NA;Aconitum plicatum Köhler ex Rchb.;Aconitum napellus agg.;62;53;Aconitum plicatum;1;NA
pladias:1823;Aconitum napellus agg.;Aconitum napellus agg.;NA;NA;NA;agg;NA;Aconitum napellus agg.;Aconitum napellus agg.;31;27;Aconitum napellus agg.;1;NA
pladias:2329;Aconitum firmum;Aconitum firmum Rchb.;Aconitum firmum Rchb.;Aconitum firmum;Rchb.;species;NA;Aconitum firmum Rchb.;Aconitum napellus agg.;12;7;Aconitum firmum;1;NA
pladias:2330;Aconitum firmum subsp. moravicum;Aconitum firmum subsp. moravicum Skalický;Aconitum firmum subsp. moravicum Skalický;Aconitum firmum subsp. moravicum;Skalický;subsp;NA;Aconitum firmum subsp. moravicum V.Skalický;Aconitum napellus agg.;15;10;Aconitum firmum subsp. moravicum;1;NA
pladias:3893;Aconitum firmum subsp. moravicum × A. variegatum;Aconitum firmum subsp. moravicum × A. variegatum;Aconitum firmum subsp. moravicum × variegatum;Aconitum firmum subsp. moravicum × variegatum;NA;hybrid;TRUE;Aconitum firmum subsp. moravicum × variegatum;Aconitum napellus agg.;7;7;Aconitum firmum subsp. moravicum ×variegatum;1;NA
pladias:1636;Aconitum variegatum;Aconitum variegatum L.;Aconitum variegatum L.;Aconitum variegatum;L.;species;NA;Aconitum variegatum L.;Aconitum variegatum agg.;224;200;Aconitum variegatum;1;NA
pladias:7;Acorus calamus;Acorus calamus L.;Acorus calamus L.;Acorus calamus;L.;species;NA;Acorus calamus L.;Acorus calamus L.;484;449;Acorus calamus;0;aquatic
pladias:4046;Actaea europaea;Actaea europaea (Schipcz.) J. Compton;Actaea europaea (Schipcz.) J.Compton;Actaea europaea;(Schipcz.) J.Compton;species;NA;Actaea europaea (Schipcz.) J.Compton;Actaea europaea (Schipcz.) J.Compton;11;9;Actaea europaea;1;NA
pladias:8;Actaea spicata;Actaea spicata L.;Actaea spicata L.;Actaea spicata;L.;species;NA;Actaea spicata L.;Actaea spicata L.;565;511;Actaea spicata;1;NA
pladias:3806;Actinidia deliciosa;Actinidia deliciosa (A. Chev.) C. F. Liang et A. L. Ferguson;Actinidia deliciosa (A.Chev.) C.F.Liang & A.L.Ferguson;Actinidia deliciosa;(A.Chev.) C.F.Liang & A.L.Ferguson;species;NA;Actinidia chinensis var. hispida C.F.Liang;Actinidia chinensis var. hispida C.F.Liang;2;2;Actinidia deliciosa;1;NA
pladias:2560;Adenophora liliifolia;Adenophora liliifolia (L.) Ledeb. ex A. DC.;Adenophora liliifolia (L.) Ledeb. ex A.DC.;Adenophora liliifolia;(L.) Ledeb. ex A.DC.;species;NA;Adenophora liliifolia (L.) DC.;Adenophora liliifolia (L.) DC.;15;14;Adenophora liliifolia;1;NA
pladias:2332;Adenostyles alliariae;Adenostyles alliariae (Gouan) A. Kern.;Adenostyles alliariae (Gouan) A.Kern.;Adenostyles alliariae;(Gouan) A.Kern.;species;NA;Adenostyles alliariae (Gouan) A.Kern.;Adenostyles alliariae (Gouan) A.Kern.;12;10;Adenostyles alliariae;1;NA
pladias:1930;Adonis aestivalis;Adonis aestivalis L.;Adonis aestivalis L.;Adonis aestivalis;L.;species;NA;Adonis aestivalis L.;Adonis aestivalis L.;183;168;Adonis aestivalis;1;NA
pladias:4165;Adonis aestivalis subsp. aestivalis;Adonis aestivalis subsp. aestivalis;Adonis aestivalis subsp. aestivalis;Adonis aestivalis subsp. aestivalis;NA;subsp;NA;Adonis aestivalis L.;Adonis aestivalis L.;11;9;Adonis aestivalis subsp. aestivalis;1;NA
pladias:4079;Adonis annua;Adonis annua L.;Adonis annua L.;Adonis annua;L.;species;NA;Adonis annua L.;Adonis annua L.;1;1;Adonis annua;1;NA
pladias:2492;Adonis flammea;Adonis flammea Jacq.;Adonis flammea Jacq.;Adonis flammea;Jacq.;species;NA;Adonis flammea Jacq.;Adonis flammea Jacq.;64;58;Adonis flammea;1;NA
pladias:2561;Adonis vernalis;Adonis vernalis L.;Adonis vernalis L.;Adonis vernalis;L.;species;NA;Adonis vernalis L.;Adonis vernalis L.;51;46;Adonis vernalis;1;NA
pladias:341;Adoxa moschatellina;Adoxa moschatellina L.;Adoxa moschatellina L.;Adoxa moschatellina;L.;species;NA;Adoxa moschatellina L.;Adoxa moschatellina L.;448;413;Adoxa moschatellina;1;NA
pladias:806;Aegilops cylindrica;Aegilops cylindrica Host;Aegilops cylindrica Host;Aegilops cylindrica;Host;species;NA;Aegilops cylindrica Host;Aegilops cylindrica Host;16;14;Aegilops cylindrica;1;NA
pladias:9;Aegopodium podagraria;Aegopodium podagraria L.;Aegopodium podagraria L.;Aegopodium podagraria;L.;species;NA;Aegopodium podagraria L.;Aegopodium podagraria L.;660;586;Aegopodium podagraria;1;NA
pladias:3313;Aesculus ×carnea;Aesculus ×carnea Hayne;Aesculus carnea Hayne;Aesculus carnea;Hayne;species;TRUE;Aesculus carnea Hayne;Aesculus carnea Hayne;23;22;Aesculus carnea;1;NA
pladias:3354;Aesculus flava;Aesculus flava Sol.;Aesculus flava Sol.;Aesculus flava;Sol.;species;NA;Aesculus flava Sol.;Aesculus flava Sol.;11;11;Aesculus flava;0;cultivated
pladias:807;Aesculus hippocastanum;Aesculus hippocastanum L.;Aesculus hippocastanum L.;Aesculus hippocastanum;L.;species;NA;Aesculus hippocastanum L.;Aesculus hippocastanum L.;546;501;Aesculus hippocastanum;1;NA
pladias:2872;Aesculus pavia;Aesculus pavia L.;Aesculus pavia L.;Aesculus pavia;L.;species;NA;Aesculus pavia L.;Aesculus pavia L.;7;7;Aesculus pavia;0;cultivated
pladias:4014;Aethionema grandiflorum;Aethionema grandiflorum Boiss. et Hohen.;Aethionema grandiflorum Boiss. & Hohen.;Aethionema grandiflorum;Boiss. & Hohen.;species;NA;Aethionema grandiflorum Boiss. & Hohen.;Aethionema grandiflorum Boiss. & Hohen.;2;2;Aethionema grandiflorum;0;cultivated
pladias:10;Aethusa cynapium;Aethusa cynapium L.;Aethusa cynapium L.;Aethusa cynapium;L.;species;NA;Aethusa cynapium L.;Aethusa cynapium L.;363;337;Aethusa cynapium;1;NA
pladias:1371;Aethusa cynapium subsp. elata;Aethusa cynapium subsp. elata (Friedl. ex Fisch.) Schübl. et G. Martens;Aethusa cynapium subsp. elata (Friedl. ex Fisch.) Schübl. & G.Martens;Aethusa cynapium subsp. elata;(Friedl. ex Fisch.) Schübl. & G.Martens;subsp;NA;Aethusa cynapium subsp. elata (Friedl. ex Fisch.) Schübl. & G.Martens;Aethusa cynapium L.;176;160;Aethusa cynapium subsp. elata;1;NA
pladias:342;Aethusa cynapium subsp. cynapium;Aethusa cynapium subsp. cynapium L.;Aethusa cynapium subsp. cynapium L.;Aethusa cynapium subsp. cynapium;L.;subsp;NA;Aethusa cynapium subsp. cynapium;Aethusa cynapium L.;465;422;Aethusa cynapium subsp. cynapium;1;NA
pladias:1868;Agrimonia eupatoria subsp. eupatoria;Agrimonia eupatoria subsp. eupatoria;Agrimonia eupatoria subsp. eupatoria;Agrimonia eupatoria subsp. eupatoria;NA;subsp;NA;Agrimonia eupatoria L.;Agrimonia eupatoria L.;90;86;Agrimonia eupatoria subsp. eupatoria;1;NA
pladias:910;Agrimonia eupatoria;Agrimonia eupatoria L.;Agrimonia eupatoria L.;Agrimonia eupatoria;L.;species;NA;Agrimonia eupatoria L.;Agrimonia eupatoria L.;503;463;Agrimonia eupatoria;1;NA
pladias:2033;Agrimonia procera;Agrimonia procera Wallr.;Agrimonia procera Wallr.;Agrimonia procera;Wallr.;species;NA;Agrimonia procera Wallr.;Agrimonia procera Wallr.;163;154;Agrimonia procera;1;NA
pladias:2666;Agropyron pectinatum;Agropyron pectinatum (M. Bieb.) P. Beauv.;Agropyron pectinatum (M.Bieb.) P.Beauv.;Agropyron pectinatum;(M.Bieb.) P.Beauv.;species;NA;Agropyron cristatum (L.) Gaertn.;Agropyron cristatum (L.) Gaertn.;19;18;Agropyron pectinatum;1;NA
pladias:343;Agrostemma githago;Agrostemma githago L.;Agrostemma githago L.;Agrostemma githago;L.;species;NA;Agrostemma githago L.;Agrostemma githago L.;256;236;Agrostemma githago;1;NA
pladias:2333;Agrostis alpina;Agrostis alpina Scop.;Agrostis alpina Scop.;Agrostis alpina;Scop.;species;NA;Agrostis alpina Scop.;Agrostis alpina Scop.;2;2;Agrostis alpina;1;NA
pladias:911;Agrostis canina agg.;Agrostis canina agg.;NA;NA;NA;agg;NA;Agrostis canina agg.;Agrostis canina agg.;48;45;Agrostis canina agg.;0;higher taxon
pladias:11;Agrostis canina;Agrostis canina L.;Agrostis canina L.;Agrostis canina;L.;species;NA;Agrostis canina L.;Agrostis canina L.;532;480;Agrostis canina;1;NA
pladias:12;Agrostis capillaris;Agrostis capillaris L.;Agrostis capillaris L.;Agrostis capillaris;L.;species;NA;Agrostis capillaris L.;Agrostis capillaris L.;657;588;Agrostis capillaris;1;NA
pladias:1245;Agrostis gigantea;Agrostis gigantea Roth;Agrostis gigantea Roth;Agrostis gigantea;Roth;species;NA;Agrostis gigantea Roth;Agrostis gigantea Roth;466;424;Agrostis gigantea;1;NA
pladias:1869;Agrostis gigantea × A. stolonifera;Agrostis gigantea × A. stolonifera;Agrostis gigantea × stolonifera;Agrostis gigantea × stolonifera;NA;species;TRUE;Agrostis gigantifera Portal;Agrostis gigantifera Portal;9;8;Agrostis gigantea ×stolonifera;1;NA
pladias:2334;Agrostis rupestris;Agrostis rupestris All.;Agrostis rupestris All.;Agrostis rupestris;All.;species;NA;Agrostis rupestris All.;Agrostis rupestris All.;4;2;Agrostis rupestris;1;NA
pladias:4533;Agrostis scabra;Agrostis scabra Willd.;Agrostis scabra Willd.;Agrostis scabra;Willd.;species;NA;Agrostis scabra Willd.;Agrostis scabra Willd.;2;1;Agrostis scabra;1;NA
pladias:3254;Agrostis stolonifera × A. vinealis;Agrostis stolonifera × A. vinealis;Agrostis stolonifera × vinealis;Agrostis stolonifera × vinealis;NA;species;TRUE;Agrostis stolonifera × vinealis;Agrostis stolonifera × vinealis;4;4;Agrostis stolonifera ×vinealis;1;NA
pladias:808;Agrostis stolonifera agg.;Agrostis stolonifera agg.;NA;NA;NA;agg;NA;Agrostis stolonifera agg.;Agrostis stolonifera agg.;320;293;Agrostis stolonifera agg.;0;higher taxon
pladias:344;Agrostis stolonifera;Agrostis stolonifera L.;Agrostis stolonifera L.;Agrostis stolonifera;L.;species;NA;Agrostis stolonifera L.;Agrostis stolonifera L.;655;587;Agrostis stolonifera;1;NA
pladias:2667;Agrostis vinealis;Agrostis vinealis Schreb.;Agrostis vinealis Schreb.;Agrostis vinealis;Schreb.;species;NA;Agrostis vinealis Schreb.;Agrostis vinealis Schreb.;253;238;Agrostis vinealis;1;NA
pladias:2493;Ailanthus altissima;Ailanthus altissima (Mill.) Swingle;Ailanthus altissima (Mill.) Swingle;Ailanthus altissima;(Mill.) Swingle;species;NA;Ailanthus altissima (Mill.) Swingle;Ailanthus altissima (Mill.) Swingle;118;105;Ailanthus altissima;1;NA
pladias:345;Aira caryophyllea;Aira caryophyllea L.;Aira caryophyllea L.;Aira caryophyllea;L.;species;NA;Aira caryophyllea L.;Aira caryophyllea L.;245;231;Aira caryophyllea s. l.;1;NA
pladias:346;Aira praecox;Aira praecox L.;Aira praecox L.;Aira praecox;L.;species;NA;Aira praecox L.;Aira praecox L.;51;50;Aira praecox;1;NA
pladias:3780;Ajuga ×adulterina;Ajuga ×adulterina Wallr.;Ajuga adulterina Wallr.;Ajuga adulterina;Wallr.;species;TRUE;Ajuga adulterina Wallr.;Ajuga adulterina Wallr.;2;2;Ajuga ×adulterina;1;NA
pladias:2958;Ajuga chamaepitys subsp. chamaepitys;Ajuga chamaepitys subsp. chamaepitys;Ajuga chamaepitys subsp. chamaepitys;Ajuga chamaepitys subsp. chamaepitys;NA;subsp;NA;Ajuga chamaepitys (L.) Schreb.;Ajuga chamaepitys (L.) Schreb.;68;62;Ajuga chamaepitys subsp. chamaepitys;1;NA
pladias:3327;Ajuga chamaepitys;Ajuga chamaepitys (L.) Schreb.;Ajuga chamaepitys (L.) Schreb.;Ajuga chamaepitys;(L.) Schreb.;species;NA;Ajuga chamaepitys (L.) Schreb.;Ajuga chamaepitys (L.) Schreb.;13;13;Ajuga chamaepitys;1;NA
pladias:1141;Ajuga genevensis;Ajuga genevensis L.;Ajuga genevensis L.;Ajuga genevensis;L.;species;NA;Ajuga genevensis L.;Ajuga genevensis L.;498;468;Ajuga genevensis;1;NA
pladias:2791;Ajuga ×hybrida;Ajuga ×hybrida A. Kern.;Ajuga hybrida A.Kern.;Ajuga hybrida;A.Kern.;species;TRUE;Ajuga hybrida A.Kern.;Ajuga hybrida A.Kern.;16;14;Ajuga ×hybrida;1;NA
pladias:3139;Ajuga ×pseudopyramidalis;Ajuga ×pseudopyramidalis Schur;Ajuga pseudopyramidalis Schur;Ajuga pseudopyramidalis;Schur;species;TRUE;Ajuga pseudopyramidalis Schur;Ajuga pseudopyramidalis Schur;5;4;Ajuga pyramidalis ×reptans;1;NA
pladias:1870;Ajuga pyramidalis;Ajuga pyramidalis L.;Ajuga pyramidalis L.;Ajuga pyramidalis;L.;species;NA;Ajuga pyramidalis L.;Ajuga pyramidalis L.;40;38;Ajuga pyramidalis;1;NA
pladias:347;Ajuga reptans;Ajuga reptans L.;Ajuga reptans L.;Ajuga reptans;L.;species;NA;Ajuga reptans L.;Ajuga reptans L.;645;574;Ajuga reptans;1;NA
pladias:4419;Akebia quinata;Akebia quinata (Thunb. ex Houtt.) Decne.;Akebia quinata (Thunb. ex Houtt.) Decne.;Akebia quinata;(Thunb. ex Houtt.) Decne.;species;NA;Akebia quinata Decne.;Akebia quinata Decne.;1;1;Akebia quinata;1;NA
pladias:4499;Alcea biennis;Alcea biennis Winterl;Alcea biennis Winterl;Alcea biennis;Winterl;species;NA;Alcea biennis Winterl;Alcea biennis Winterl;15;11;Alcea biennis;1;NA
pladias:2197;Alcea rosea;Alcea rosea L.;Alcea rosea L.;Alcea rosea;L.;species;NA;Alcea rosea L.;Alcea rosea L.;47;42;Alcea rosea;1;NA
pladias:2747;Alchemilla alpina;Alchemilla alpina L.;Alchemilla alpina L.;Alchemilla alpina;L.;species;NA;Alchemilla alpina L.;Alchemilla alpina L.;5;4;Alchemilla alpina;0;cultivated
pladias:2199;Alchemilla conjuncta;Alchemilla conjuncta Bab.;Alchemilla conjuncta Bab.;Alchemilla conjuncta;Bab.;species;NA;Alchemilla conjuncta Bab.;Alchemilla conjuncta agg.;2;2;Alchemilla conjuncta;1;NA
pladias:2198;Alchemilla baltica;Alchemilla baltica Juz.;Alchemilla baltica Juz.;Alchemilla baltica;Juz.;species;NA;Alchemilla baltica Sam. ex Juz.;Alchemilla fissa agg.;7;6;Alchemilla baltica;1;NA
pladias:2336;Alchemilla fissa;Alchemilla fissa Günther et Schummel;Alchemilla fissa Günther & Schummel;Alchemilla fissa;Günther & Schummel;species;NA;Alchemilla fissa Günther & Schummel;Alchemilla fissa agg.;2;NA;Alchemilla fissa;0;outside final grid
pladias:1759;Alchemilla plicata;Alchemilla plicata Buser;Alchemilla plicata Buser;Alchemilla plicata;Buser;species;NA;Alchemilla plicata Buser;Alchemilla hybrida agg.;20;17;Alchemilla plicata;1;NA
pladias:741;Alchemilla flabellata;Alchemilla flabellata Buser;Alchemilla flabellata Buser;Alchemilla flabellata;Buser;species;NA;Alchemilla flabellata Buser;Alchemilla hybrida agg.;7;6;Alchemilla flabellata;0;extinct/missing
pladias:914;Alchemilla glaucescens;Alchemilla glaucescens Wallr.;Alchemilla glaucescens Wallr.;Alchemilla glaucescens;Wallr.;species;NA;Alchemilla glaucescens Wallr.;Alchemilla hybrida agg.;322;297;Alchemilla glaucescens;1;NA
pladias:3968;Alchemilla mollis;Alchemilla mollis (Buser) Rothm.;Alchemilla mollis (Buser) Rothm.;Alchemilla mollis;(Buser) Rothm.;species;NA;Alchemilla mollis (Buser) Rothm.;Alchemilla mollis (Buser) Rothm.;7;6;Alchemilla mollis;1;NA
pladias:1372;Alchemilla micans;Alchemilla micans Buser;Alchemilla micans Buser;Alchemilla micans;Buser;species;NA;Alchemilla micans Buser;Alchemilla vulgaris agg.;276;248;Alchemilla micans;1;NA
pladias:1562;Alchemilla crinita;Alchemilla crinita Buser;Alchemilla crinita Buser;Alchemilla crinita;Buser;species;NA;Alchemilla crinita Buser;Alchemilla vulgaris agg.;104;80;Alchemilla crinita;1;NA
pladias:1637;Alchemilla cymatophylla;Alchemilla cymatophylla Juz.;Alchemilla cymatophylla Juz.;Alchemilla cymatophylla;Juz.;species;NA;Alchemilla cymatophylla Juz.;Alchemilla vulgaris agg.;31;21;Alchemilla cymatophylla;1;NA
pladias:1760;Alchemilla straminea;Alchemilla straminea Buser;Alchemilla straminea Buser;Alchemilla straminea;Buser;species;NA;Alchemilla straminea Buser;Alchemilla vulgaris agg.;16;13;Alchemilla straminea;1;NA
