verbatim;edited;parent
Begonia erythrophylla_x Hérincq;Begonia erythrophylla Hérincq;NA
Begonia bunchii_x L.H.Bailey;Begonia bunchii L.H.Bailey;NA
Begonia erici-magni_x Lindq.;Begonia erici-magni Lindq.;NA
Begonia duchartrei_x Bruant ex André;Begonia duchartrei Bruant ex André;NA
Begonia digswelliana_x Dombrain;Begonia digswelliana Dombrain;NA
Begonia crispa_x Krel.;Begonia crispa Krel.;NA
Begonia credneri_x F.Haage & Em.Schmid;Begonia credneri F.Haage & Em.Schmid;NA
Lomelosia auriaultii_x F.Lagarde;Lomelosia auriaultii F.Lagarde;NA
Knautia vadasii_x Lengyel;Knautia vadasii Lengyel;NA
Knautia ujhelyii_x Jáv.;Knautia ujhelyii Jáv.;NA
Knautia trelovicensis_x Szabó;Knautia trelovicensis Szabó;NA
Begonia clementiniae_x Bruant;Begonia clementiniae Bruant;NA
Knautia szaboi_x Lengyel;Knautia szaboi Lengyel;NA
Knautia spectabilis_x Chass. & Szabó;Knautia spectabilis Chass. & Szabó;NA
Begonia chungii_x C.I.Peng & S.M.Ku;Begonia chungii C.I.Peng & S.M.Ku;NA
Knautia sequanica_x Szabó;Knautia sequanica Szabó;NA
Knautia sennenii_x Szabó;Knautia sennenii Szabó;NA
Begonia chelsonii_x T.Moore;Begonia chelsonii T.Moore;NA
Begonia cheimantha_x Everett ex C.Weber;Begonia cheimantha Everett ex C.Weber;NA
Knautia ramosissima_x Szabó;Knautia ramosissima Szabó;NA
Begonia caulohybrida_x Voss;Begonia caulohybrida Voss;NA
Knautia pseudodrymeia_x Szabó;Knautia pseudodrymeia Szabó;NA
Begonia carminata_x Dombrain;Begonia carminata Dombrain;NA
Knautia oecsemensis_x Nyár.;Knautia oecsemensis Nyár.;NA
Knautia norica_x Ehrend.;Knautia norica Ehrend.;NA
Knautia lamottei_x Chass. & Szabó;Knautia lamottei Chass. & Szabó;NA
Knautia kohleri_x Briq.;Knautia kohleri Briq.;NA
Begonia breviscapa_x C.I.Peng & al.;Begonia breviscapa C.I.Peng & al.;NA
Knautia jacotii_x Spinner;Knautia jacotii Spinner;NA
Knautia intercedens_x Beck;Knautia intercedens Beck;NA
Knautia hungarica_x Borbás;Knautia hungarica Borbás;NA
Begonia bertinii_x Legros;Begonia bertinii Legros;NA
Knautia dobrogensis_x Prodan;Knautia dobrogensis Prodan;NA
Begonia ascotiensis_x J.B.Weber;Begonia ascotiensis J.B.Weber;NA
Knautia cousturieri_x Sennen & Szabó;Knautia cousturieri Sennen & Szabó;NA
Knautia chassagnei_x Szabó;Knautia chassagnei Szabó;NA
Knautia badensis_x Szabó;Knautia badensis Szabó;NA
Begonia antonietae_x Brade;Begonia antonietae Brade;NA
Begonia ameliae_x Bruant ex Duch.;Begonia ameliae Bruant ex Duch.;NA
Begonia amabilis_x Linden;Begonia amabilis Linden;NA
Knautia alleizettei_x Chass. & Szabó;Knautia alleizettei Chass. & Szabó;NA
Begonia albopicta_x W.Bull;Begonia albopicta W.Bull;NA
Begonia argenteoguttata_x M.Lemoine;Begonia argenteoguttata M.Lemoine;NA
Weigela lowei_x Hérincq;Weigela lowei Hérincq;NA
Weigela lavallei_x Lesc.;Weigela lavallei Lesc.;NA
Diervilla splendens_x Carrière;Diervilla splendens Carrière;NA
Diervilla hybrida_x Dippel;Diervilla hybrida Dippel;NA
Symphoricarpos chenaultii_x Rehder;Symphoricarpos chenaultii Rehder;NA
Lonicera zabelii_x Rehder;Lonicera zabelii Rehder;NA
Lonicera xylosteoides_x Tausch;Lonicera xylosteoides Tausch;NA
Lonicera vilmorinii_x Rehder;Lonicera vilmorinii Rehder;NA
Lonicera tellmanniana_x Magyar ex H.L.Späth;Lonicera tellmanniana Magyar ex H.L.Späth;NA
Lonicera sargentii_x Rehder;Lonicera sargentii Rehder;NA
Lonicera salicifolia_x Zabel;Lonicera salicifolia Zabel;NA
Lonicera purpusii_x Rehder;Lonicera purpusii Rehder;NA
Lonicera propinqua_x Zabel;Lonicera propinqua Zabel;NA
Lonicera plantierensis_x André;Lonicera plantierensis André;NA
Lonicera permixta_x Zabel;Lonicera permixta Zabel;NA
Lonicera notha_x Zabel;Lonicera notha Zabel;NA
Lonicera misera_x Zabel;Lonicera misera Zabel;NA
Lonicera mirallesii_x Sennen;Lonicera mirallesii Sennen;NA
Lonicera minutiflora_x Zabel;Lonicera minutiflora Zabel;NA
Lonicera muendeniensis_x Rehder;Lonicera muendeniensis Rehder;NA
Lonicera micranthoides_x Zabel;Lonicera micranthoides Zabel;NA
Lonicera helvetica_x Brügger;Lonicera helvetica Brügger;NA
Lonicera heckrottii_x Rehder;Lonicera heckrottii Rehder;NA
Lonicera amoena_x Zabel;Lonicera amoena Zabel;NA
Equisetum moorei_x Newman;Equisetum moorei Newman;NA
Hippochaete moorei_x H.P.Fuchs;Hippochaete moorei H.P.Fuchs;NA
Equisetum mildeanum_x Rothm.;Equisetum mildeanum Rothm.;NA
Equisetum littorale_x Kühlew. ex Rupr.;Equisetum littorale Kühlew. ex Rupr.;NA
Equisetum haukeanum_x Mickel & A.R.Sm.;Equisetum haukeanum Mickel & A.R.Sm.;NA
Equisetum ferrissii_x Clute;Equisetum ferrissii Clute;NA
Stewartia henryae_x H.L.Li;Stewartia henryae H.L.Li;NA
Camellia williamsii_x W.W.Sm.;Camellia williamsii W.W.Sm.;NA
Camellia maliflora_x Lindl.;Camellia maliflora Lindl.;NA
Camellia hienoyuki_x M.Hiroe;Camellia hienoyuki M.Hiroe;NA
Camellia kamoshibori_x M.Hiroe;Camellia kamoshibori M.Hiroe;NA
Escallonia bracteata_x Phil.;Escallonia bracteata Phil.;NA
Escallonia demissa_x Eastw.;Escallonia demissa Eastw.;NA
Escallonia rubricalyx_x Eastw.;Escallonia rubricalyx Eastw.;NA
Escallonia franciscana_x Eastw.;Escallonia franciscana Eastw.;NA
Escallonia iveyi_x E.Thurst.;Escallonia iveyi E.Thurst.;NA
Escallonia exoniensis_x G.Nicholson;Escallonia exoniensis G.Nicholson;NA
Escallonia lepidota_x Killip;Escallonia lepidota Killip;NA
Escallonia promaucana_x Phil.;Escallonia promaucana Phil.;NA
Escallonia rebecae_x Kausel;Escallonia rebecae Kausel;NA
Escallonia rigida_x Phil.;Escallonia rigida Phil.;NA
Escallonia langleyensis_x M.Vilm. & Bois;Escallonia langleyensis M.Vilm. & Bois;NA
Escallonia edinensis_x E.Thurst.;Escallonia edinensis E.Thurst.;NA
Escallonia rockii_x Eastw.;Escallonia rockii Eastw.;NA
Sarracenia tolliana_x G.Nicholson;Sarracenia tolliana G.Nicholson;NA
Sarracenia swaniana_x G.Nicholson;Sarracenia swaniana G.Nicholson;NA
Sarracenia stevensii_x Mast.;Sarracenia stevensii Mast.;NA
Sarracenia rehderi_x C.R.Bell;Sarracenia rehderi C.R.Bell;NA
Sarracenia readei_x C.R.Bell;Sarracenia readei C.R.Bell;NA
Sarracenia patersonii_x G.Nicholson;Sarracenia patersonii G.Nicholson;NA
Sarracenia ahlesii_x C.R.Bell & Case;Sarracenia ahlesii C.R.Bell & Case;NA
Sarracenia areolata_x Macfarl.;Sarracenia areolata Macfarl.;NA
Sarracenia atkinsoniana_x G.Nicholson;Sarracenia atkinsoniana G.Nicholson;NA
Sarracenia bellii_x Mellich.;Sarracenia bellii Mellich.;NA
Sarracenia casei_x Mellich.;Sarracenia casei Mellich.;NA
Sarracenia catesbaei_x Elliott;Sarracenia catesbaei Elliott;NA
Sarracenia charlesmoorei_x Mellich.;Sarracenia charlesmoorei Mellich.;NA
Sarracenia chelsonii_x Mast.;Sarracenia chelsonii Mast.;NA
Sarracenia crispata_x André;Sarracenia crispata André;NA
Sarracenia excellens_x G.Nicholson;Sarracenia excellens G.Nicholson;NA
Sarracenia exornata_x G.Nicholson;Sarracenia exornata G.Nicholson;NA
Sarracenia exsculta_x G.Nicholson;Sarracenia exsculta G.Nicholson;NA
Sarracenia formosa_x Veitch ex Mast.;Sarracenia formosa Veitch ex Mast.;NA
Sarracenia gilpinii_x C.R.Bell & Case;Sarracenia gilpinii C.R.Bell & Case;NA
Sarracenia harperi_x C.R.Bell;Sarracenia harperi C.R.Bell;NA
Sarracenia illustrata_x G.Nicholson;Sarracenia illustrata G.Nicholson;NA
Sarracenia maddisoniana_x G.Nicholson;Sarracenia maddisoniana G.Nicholson;NA
Sarracenia mandaiana_x Macfarl.;Sarracenia mandaiana Macfarl.;NA
Sarracenia melanorhoda_x G.Nicholson;Sarracenia melanorhoda G.Nicholson;NA
Polygala skrivanekii_x Podp.;Polygala skrivanekii Podp.;NA
Sarracenia mitchelliana_x G.Nicholson;Sarracenia mitchelliana G.Nicholson;NA
Sarracenia moorei_x Mast.;Sarracenia moorei Mast.;NA
Sarracenia mandaiana_x J.R.Pitcher & W.A.Manda;Sarracenia mandaiana J.R.Pitcher & W.A.Manda;NA
Sarracenia naczi_x Mellich.;Sarracenia naczi Mellich.;NA
Polygala persimilis_x Beck;Polygala persimilis Beck;NA
Polygala pawlowskii_x Rothm.;Polygala pawlowskii Rothm.;NA
Wisteria formosa_x Rehder;Wisteria formosa Rehder;NA
Polygala kotovii_x Val.N.Tikhom.;Polygala kotovii Val.N.Tikhom.;NA
Polygala ilseana_x Graebn.;Polygala ilseana Graebn.;NA
Polygala heribaudii_x Sennen;Polygala heribaudii Sennen;NA
Vicia guyoti_x Beauverd;Vicia guyoti Beauverd;NA
Ulex gonnetii_x Hy;Ulex gonnetii Hy;NA
Ulex flahaultii_x Hy;Ulex flahaultii Hy;NA
Trigonella elmaluensis_x  irj.;Trigonella elmaluensis irj.;NA
Soldanella wiemanniana_x Vierh.;Soldanella wiemanniana Vierh.;NA
Soldanella wettsteinii_x Vierh.;Soldanella wettsteinii Vierh.;NA
Soldanella vierhapperi_x Janch. ex Vierh.;Soldanella vierhapperi Janch. ex Vierh.;NA
Soldanella transsilvanica_x Borbás;Soldanella transsilvanica Borbás;NA
Soldanella subtatrica_x Pawlowska;Soldanella subtatrica Pawlowska;NA
Soldanella mixta_x Vierh.;Soldanella mixta Vierh.;NA
Soldanella media_x Brügger;Soldanella media Brügger;NA
Soldanella janchenii_x Vierh.;Soldanella janchenii Vierh.;NA
Soldanella hybrida_x A.Kern.;Soldanella hybrida A.Kern.;NA
Soldanella handel-mazzettii_x Vierh.;Soldanella handel-mazzettii Vierh.;NA
Soldanella degeniana_x Vierh.;Soldanella degeniana Vierh.;NA
Soldanella aschersoniana_x Vierh.;Soldanella aschersoniana Vierh.;NA
Primula wettsteinii_x Wiedem.;Primula wettsteinii Wiedem.;NA
Primula vochinensis_x Gusmus;Primula vochinensis Gusmus;NA
Primula venzoides_x Huter ex Venzo;Primula venzoides Huter ex Venzo;NA
Primula venzoi_x Huter ex A.Kern.;Primula venzoi Huter ex A.Kern.;NA
Primula venusta_x Host;Primula venusta Host;NA
Primula variiflora_x Beck;Primula variiflora Beck;NA
Primula varians_x Sünd.;Primula varians Sünd.;NA
Primula variabilis_x Goupil;Primula variabilis Goupil;NA
Primula vallarsae_x Prosser & Scorteg.;Primula vallarsae Prosser & Scorteg.;NA
Primula travnicensis_x Wiesb.;Primula travnicensis Wiesb.;NA
Primula thomassiana_x Ingw.;Primula thomassiana Ingw.;NA
Primula ternovania_x A.Kern.;Primula ternovania A.Kern.;NA
Primula tauernensis_x Mountfort;Primula tauernensis Mountfort;NA
Primula suaveolens_x Caruel;Primula suaveolens Caruel;NA
Primula sturii_x Schott ex Kolb;Primula sturii Schott ex Kolb;NA
Primula steinii_x Obrist ex Stein;Primula steinii Obrist ex Stein;NA
Trifolium retyezaticum_x Nyár.;Trifolium retyezaticum Nyár.;NA
Primula similis_x Stein;Primula similis Stein;NA
Primula silva-taroucana_x C.K.Schneid. & Zemann;Primula silva-taroucana C.K.Schneid. & Zemann;NA
Primula schmidelyi_x Gremli;Primula schmidelyi Gremli;NA
Trifolium prostii_x Chass.;Trifolium prostii Chass.;NA
Primula santii_x Gola;Primula santii Gola;NA
Primula sanctae-coronae_x Beck;Primula sanctae-coronae Beck;NA
Primula salomonii_x Sünd.;Primula salomonii Sünd.;NA
Primula salisii_x Brügger;Primula salisii Brügger;NA
Primula rheiniana_x Ingw.;Primula rheiniana Ingw.;NA
Primula pumila_x A.Kern.;Primula pumila A.Kern.;NA
Primula pubescens_x Jacq.;Primula pubescens Jacq.;NA
Primula puberula_x Schott;Primula puberula Schott;NA
Primula pseudoacaulis_x Caruel;Primula pseudoacaulis Caruel;NA
Primula pruhonicensis_x Bergmans;Primula pruhonicensis Bergmans;NA
Primula portae_x Huter ex A.Kern.;Primula portae Huter ex A.Kern.;NA
Primula peyritschii_x Stein;Primula peyritschii Stein;NA
Primula oenipontina_x Mountfort;Primula oenipontina Mountfort;NA
Primula obristii_x Stein;Primula obristii Stein;NA
Primula obovata_x Huter;Primula obovata Huter;NA
Primula oblongifolia_x Schur;Primula oblongifolia Schur;NA
Primula muretiana_x Moritzi;Primula muretiana Moritzi;NA
Primula murbeckii_x Lindq.;Primula murbeckii Lindq.;NA
Primula morissetii_x Lepage;Primula morissetii Lepage;NA
Trifolium joachini_x Sennen & Mauricio;Trifolium joachini Sennen & Mauricio;NA
Trifolium jankae_x Soó;Trifolium jankae Soó;NA
Primula media_x Peterm.;Primula media Peterm.;NA
Primula loiseleurii_x Sünd.;Primula loiseleurii Sünd.;NA
Primula lempergii_x Buxb.;Primula lempergii Buxb.;NA
Primula legueana_x Camus;Primula legueana Camus;NA
Primula lebliana_x Gusmus ex Kolberg;Primula lebliana Gusmus ex Kolberg;NA
Primula kraettliana_x Brügger;Primula kraettliana Brügger;NA
Primula kolbeana_x Stein;Primula kolbeana Stein;NA
Primula kewensis_x W.Watson;Primula kewensis W.Watson;NA
Primula kerneri_x Goebel & Stein;Primula kerneri Goebel & Stein;NA
Primula kellereri_x Ingw.;Primula kellereri Ingw.;NA
Primula juribella_x Sünd.;Primula juribella Sünd.;NA
Primula judicariensis_x Beyer;Primula judicariensis Beyer;NA
Primula jenensis_x O.Schwarz;Primula jenensis O.Schwarz;NA
Primula intermedia_x Facchini;Primula intermedia Facchini;NA
Primula huteri_x A.Kern.;Primula huteri A.Kern.;NA
Primula hugueninii_x Brügger;Primula hugueninii Brügger;NA
Trifolium charrieri_x H.J.Coste;Trifolium charrieri H.J.Coste;NA
Primula heeri_x Brügger;Primula heeri Brügger;NA
Primula goebelii_x A.Kern.;Primula goebelii A.Kern.;NA
Trifolium bertrandii_x Rouy;Trifolium bertrandii Rouy;NA
Primula forsteri_x Stein;Primula forsteri Stein;NA
Primula flagellicaulis_x A.Kern.;Primula flagellicaulis A.Kern.;NA
Primula facchinii_x Schott;Primula facchinii Schott;NA
Primula escheri_x Brügger;Primula escheri Brügger;NA
Primula elisabethae_x Sünd.;Primula elisabethae Sünd.;NA
Primula dumoulinii_x Stein;Primula dumoulinii Stein;NA
Primula dschungdienensis_x Hand.-Mazz.;Primula dschungdienensis Hand.-Mazz.;NA
Primula discolor_x Leyb.;Primula discolor Leyb.;NA
Primula dinyana_x Lagger;Primula dinyana Lagger;NA
Primula digenea_x A.Kern.;Primula digenea A.Kern.;NA
Primula digenea_x subsp. rothmaleri Kress;Primula digenea subsp. rothmaleri Kress;NA
Primula legionensis_x Rothm.;Primula legionensis Rothm.;NA
Primula deschmannii_x Ingw.;Primula deschmannii Ingw.;NA
Primula cultorum_x Bergmans;Primula cultorum Bergmans;NA
Primula coquozii_x Palez.;Primula coquozii Palez.;NA
Primula caruelii_x Porta;Primula caruelii Porta;NA
Primula brevistyla_x DC.;Primula brevistyla DC.;NA
Primula bowlesii_x Farrer;Primula bowlesii Farrer;NA
Primula bosniaca_x Beck ex Fiala;Primula bosniaca Beck ex Fiala;NA
Tephrosia varioforma_x DeLaney;Tephrosia varioforma DeLaney;NA
Primula boni-auxilii_x Kress;Primula boni-auxilii Kress;NA
Primula bilekii_x DallaTorre & Sarnth.;Primula bilekii DallaTorre & Sarnth.;NA
Primula biflora_x Huter ex A.Kern.;Primula biflora Huter ex A.Kern.;NA
Primula berninae_x A.Kern.;Primula berninae A.Kern.;NA
Primula bergmansiae_x Bergmans;Primula bergmansiae Bergmans;NA
Primula arctotis_x A.Kern.;Primula arctotis A.Kern.;NA
Primula aranensis_x Cadevall;Primula aranensis Cadevall;NA
Primula anisiaca_x Stapf;Primula anisiaca Stapf;NA
Primula affinis_x Sünd.;Primula affinis Sünd.;NA
Primula admontensis_x Gusmus ex Church;Primula admontensis Gusmus ex Church;NA
Androsace schachtii_x Kress;Androsace schachtii Kress;NA
Androsace pedemontana_x Rchb.;Androsace pedemontana Rchb.;NA
Androsace marpensis_x G.F.Sm.;Androsace marpensis G.F.Sm.;NA
Androsace hybrida_x A.Kern.;Androsace hybrida A.Kern.;NA
Androsace escheri_x Brügger;Androsace escheri Brügger;NA
Androsace aretioides_x A.Kern.;Androsace aretioides A.Kern.;NA
Androsace brueggeri_x Jaegg. ex Brügger;Androsace brueggeri Jaegg. ex Brügger;NA
Androsace dentata_x Beyer;Androsace dentata Beyer;NA
Polemonium jacobae_x Bergmans;Polemonium jacobae Bergmans;NA
Phlox whittakeri_x Locklear;Phlox whittakeri Locklear;NA
Phlox wheeleriana_x Sweet;Phlox wheeleriana Sweet;NA
Phlox vernoniana_x W.H.Baxter;Phlox vernoniana W.H.Baxter;NA
Phlox verna_x J.Forbes;Phlox verna J.Forbes;NA
Phlox shepherdii_x Penny ex Sweet;Phlox shepherdii Penny ex Sweet;NA
Phlox pulchella_x W.H.Baxter;Phlox pulchella W.H.Baxter;NA
Phlox omniflora_x W.H.Baxter;Phlox omniflora W.H.Baxter;NA
Phlox oliverorum_x Locklear;Phlox oliverorum Locklear;NA
Phlox macrophylla_x Courtois ex Steud.;Phlox macrophylla Courtois ex Steud.;NA
Phlox leopoldiana_x Paxton;Phlox leopoldiana Paxton;NA
Phlox laeta_x Penny ex G.Don;Phlox laeta Penny ex G.Don;NA
Phlox ingramiana_x Loudon;Phlox ingramiana Loudon;NA
Phlox hybrida_x Raf.;Phlox hybrida Raf.;NA
Phlox henryae_x Wherry;Phlox henryae Wherry;NA
Phlox cultorum_x Thorsrud & Reisaeter;Phlox cultorum Thorsrud & Reisaeter;NA
Phlox coldryana_x Paxton;Phlox coldryana Paxton;NA
Phlox brownii_x Salm-Dyck;Phlox brownii Salm-Dyck;NA
Phlox broughtonii_x Marnock;Phlox broughtonii Marnock;NA
Phlox bridgesii_x Marnock;Phlox bridgesii Marnock;NA
Phlox atrocaulis_x W.H.Baxter;Phlox atrocaulis W.H.Baxter;NA
Navarretia helleri_x Brand;Navarretia helleri Brand;NA
Lysimachia radfordii_x H.E.Ahles;Lysimachia radfordii H.E.Ahles;NA
Lysimachia commixta_x Fernald;Lysimachia commixta Fernald;NA
Cyclamen whitei_x Grey-Wilson;Cyclamen whitei Grey-Wilson;NA
Cyclamen wellensiekii_x Ietsw.;Cyclamen wellensiekii Ietsw.;NA
Cyclamen sophiae_x Beauverd;Cyclamen sophiae Beauverd;NA
Cyclamen schwarzii_x Grey-Wilson;Cyclamen schwarzii Grey-Wilson;NA
Cyclamen saundersiae_x Grey-Wilson;Cyclamen saundersiae Grey-Wilson;NA
Cyclamen meiklei_x Grey-Wilson;Cyclamen meiklei Grey-Wilson;NA
Cyclamen marxii_x Halda;Cyclamen marxii Halda;NA
Cyclamen hildebrandtii_x O.Schwarz;Cyclamen hildebrandtii O.Schwarz;NA
Cyclamen drydeniae_x Grey-Wilson;Cyclamen drydeniae Grey-Wilson;NA
Robinia holdtii_x Beissn.;Robinia holdtii Beissn.;NA
Robinia amoena_x Koch;Robinia amoena Koch;NA
Robinia ambigua_x Poir.;Robinia ambigua Poir.;NA
Prosopis vinalillo_x Stuck.;Prosopis vinalillo Stuck.;NA
Anagallis associata_x Merino;Anagallis associata Merino;NA
Anagallis doerfleri_x Ronniger;Anagallis doerfleri Ronniger;NA
Anagallis marryattae_x Sweet ex G.Don;Anagallis marryattae Sweet ex G.Don;NA
Pithecellobium bahamense_x Northr.;Pithecellobium bahamense Northr.;NA
Parkinsonia carterae_x Hawkins;Parkinsonia carterae Hawkins;NA
Vaccinium tescorum_x P.Fourn.;Vaccinium tescorum P.Fourn.;NA
Vaccinium rubeum_x P.Fourn.;Vaccinium rubeum P.Fourn.;NA
Oxytropis rhaetica_x Brügger;Oxytropis rhaetica Brügger;NA
Vaccinium intermedium_x Ruthe;Vaccinium intermedium Ruthe;NA
Oxytropis lessingiana_x Knjaz.;Oxytropis lessingiana Knjaz.;NA
Vaccinium dobbinii_x Burnham;Vaccinium dobbinii Burnham;NA
Oxytropis hybrida_x Brügger;Oxytropis hybrida Brügger;NA
Ornithopus compressus_x Pau;Ornithopus compressus Pau;NA
Rhododendron watereri_x E.H.Wilson;Rhododendron watereri E.H.Wilson;NA
Rhododendron viscosepalum_x Rehder;Rhododendron viscosepalum Rehder;NA
Rhododendron victorianum_x Cuvelier;Rhododendron victorianum Cuvelier;NA
Rhododendron tricolor_x Sweet;Rhododendron tricolor Sweet;NA
Rhododendron tebotan_x Komatsu;Rhododendron tebotan Komatsu;NA
Rhododendron taylori_x H.J.Veitch;Rhododendron taylori H.J.Veitch;NA
Rhododendron takanashianum_x Sugim.;Rhododendron takanashianum Sugim.;NA
Rhododendron superponticum_x Cullen;Rhododendron superponticum Cullen;NA
Rhododendron standishii_x Paxton;Rhododendron standishii Paxton;NA
Rhododendron spinulosum_x Hadden;Rhododendron spinulosum Hadden;NA
Rhododendron sochadzeae_x Kharadze & Davlian.;Rhododendron sochadzeae Kharadze & Davlian.;NA
Rhododendron sinosimulans_x D.F.Chamb.;Rhododendron sinosimulans D.F.Chamb.;NA
Rhododendron seymouri_x Herb. ex Otto & A.Dietr.;Rhododendron seymouri Herb. ex Otto & A.Dietr.;NA
Rhododendron sesterianum_x G.Nicholson;Rhododendron sesterianum G.Nicholson;NA
Rhododendron sekidera_x Komatsu;Rhododendron sekidera Komatsu;NA
Rhododendron rovellii_x Leroy;Rhododendron rovellii Leroy;NA
Rhododendron rosifaciens_x R.I.Milne;Rhododendron rosifaciens R.I.Milne;NA
Onobrychis versurarum_x Rech.;Onobrychis versurarum Rech.;NA
Rhododendron pyrrhoanthum_x Balf.f.;Rhododendron pyrrhoanthum Balf.f.;NA
Rhododendron puniceum_x Planch.;Rhododendron puniceum Planch.;NA
Azalea punicea_x Sweet;Azalea punicea Sweet;NA
Azalea phaenicea_x Planch.;Azalea phaenicea Planch.;NA
Rhododendron pruhonicianum_x Kavka;Rhododendron pruhonicianum Kavka;NA
Rhododendron praecox_x Davis;Rhododendron praecox Davis;NA
Rhododendron pictum_x J.Forbes;Rhododendron pictum J.Forbes;NA
Rhododendron pelargoniiflorum_x VanHoutte;Rhododendron pelargoniiflorum VanHoutte;NA
Rhododendron paradoxum_x Balf.f.;Rhododendron paradoxum Balf.f.;NA
Rhododendron ornatissimum_x Verschaff.;Rhododendron ornatissimum Verschaff.;NA
Rhododendron norbitonense_x W.Sm. ex André;Rhododendron norbitonense W.Sm. ex André;NA
Rhododendron nebulicola_x Danet;Rhododendron nebulicola Danet;NA
Rhododendron morteri_x Sweet;Rhododendron morteri Sweet;NA
Rhododendron mizumotoi_x S.Watan.;Rhododendron mizumotoi S.Watan.;NA
Rhododendron manglesii_x H.J.Veitch;Rhododendron manglesii H.J.Veitch;NA
Rhododendron luscombei_x W.Watson;Rhododendron luscombei W.Watson;NA
Rhododendron liewianum_x Argent & al.;Rhododendron liewianum Argent & al.;NA
Rhododendron laetevirens_x Rehder;Rhododendron laetevirens Rehder;NA
Rhododendron kurohimense_x Arakawa;Rhododendron kurohimense Arakawa;NA
Rhododendron kuratanum_x S.Watan.;Rhododendron kuratanum S.Watan.;NA
Rhododendron koudzumontanum_x Hid.Takah. & Katsuy.;Rhododendron koudzumontanum Hid.Takah. & Katsuy.;NA
Rhododendron kosterianum_x C.K.Schneid.;Rhododendron kosterianum C.K.Schneid.;NA
Rhododendron komatsui_x T.Yamaz.;Rhododendron komatsui T.Yamaz.;NA
Rhododendron knightianum_x J.Forbes;Rhododendron knightianum J.Forbes;NA
Rhododendron kisoanum_x Okuhara ex T.Shimizu;Rhododendron kisoanum Okuhara ex T.Shimizu;NA
Rhododendron kewense_x S.Watson;Rhododendron kewense S.Watson;NA
Rhododendron inopinum_x Balf.f.;Rhododendron inopinum Balf.f.;NA
Rhododendron hybridum_x KerGawl.;Rhododendron hybridum KerGawl.;NA
Rhododendron holmbaense_x Rehder;Rhododendron holmbaense Rehder;NA
Rhododendron hirsutiformum_x Grembl.;Rhododendron hirsutiformum Grembl.;NA
