taxon_id;url;ecoflora_latin_name;taxon_name_canonical;hybrid_formula;ecoflora_author;ecoflora_family;ecoflora_english_name;ecoflora_plant_number;ecoflora_welsh_name;ecoflora_irish_name;taxon_name_authors;taxon_name;taxon_name_from_url;is_hybrid;taxon_id_accepted;taxon_name_accepted;taxon_name_canonical_accepted;date;contributor
ecoflora:1290120110;http://ecoflora.org.uk/search_species2.php?plant_no=1290120110;Chaerophyllum aureum;Chaerophyllum aureum;NA;L.;Apiaceae;Golden Chervil;1290120110;NA;NA;L.;Chaerophyllum aureum L.;Chaerophyllum aureum;FALSE;gbif:3642531;Chaerophyllum aureum L.;Chaerophyllum aureum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1290120070;http://ecoflora.org.uk/search_species2.php?plant_no=1290120070;Chaerophyllum hirsutum;Chaerophyllum hirsutum;NA;L.;Apiaceae;Hairy Chervil;1290120070;NA;NA;L.;Chaerophyllum hirsutum L.;Chaerophyllum hirsutum;FALSE;gbif:6027328;Chaerophyllum hirsutum L.;Chaerophyllum hirsutum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1290120120;http://ecoflora.org.uk/search_species2.php?plant_no=1290120120;Chaerophyllum temulum;Chaerophyllum temulum;NA;L.;Apiaceae;Rough Chervil;1290120120;Perllys y Perthi;NA;L.;Chaerophyllum temulum L.;Chaerophyllum temulentum;FALSE;gbif:3034650;Chaerophyllum temulum L.;Chaerophyllum temulum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1290120120;http://ecoflora.org.uk/search_species2.php?plant_no=1290120120;Chaerophyllum temulum;Chaerophyllum temulum;NA;L.;Apiaceae;Rough Chervil;1290120120;Perllys y Perthi;NA;L.;Chaerophyllum temulum L.;Chaerophyllum temulum;FALSE;gbif:3034650;Chaerophyllum temulum L.;Chaerophyllum temulum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:280020010;http://ecoflora.org.uk/search_species2.php?plant_no=280020010;Chamaecyparis lawsoniana;Chamaecyparis lawsoniana;NA;(A. Murray bis) Parl.;Cupressaceae;Lawson's Cypress;280020010;NA;NA;(A. Murray bis) Parl.;Chamaecyparis lawsoniana (A. Murray bis) Parl.;Chamaecyparis lawsoniana;FALSE;gbif:2683866;Chamaecyparis lawsoniana (A.Murray bis) Parl.;Chamaecyparis lawsoniana;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920002970;http://ecoflora.org.uk/search_species2.php?plant_no=920002970;Chamaecyparis pisifera;Chamaecyparis pisifera;NA;(Siebold & Zucc.) Endl.;Cupressaceae;Sawara Cypress;920002970;NA;NA;(Siebold & Zucc.) Endl.;Chamaecyparis pisifera (Siebold & Zucc.) Endl.;Chamaecyparis pisifera;FALSE;gbif:2683880;Chamaecyparis pisifera (Siebold & Zucc.) Endl.;Chamaecyparis pisifera;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1690590010;http://ecoflora.org.uk/search_species2.php?plant_no=1690590010;Chamaemelum nobile;Chamaemelum nobile;NA;(L.) All.;Asteraceae;Lawn Chamomile;1690590010;Camri;Camán meall;(L.) All.;Chamaemelum nobile (L.) All.;Chamaemelum nobile;FALSE;gbif:5391599;Chamaemelum nobile (L.) All.;Chamaemelum nobile;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1230050018;http://ecoflora.org.uk/search_species2.php?plant_no=1230050018;Chamerion angustifolium;Chamerion angustifolium;NA;(L.) Holub;Onagraceae;Rosebay Willowherb;1230050018;Helyglys Hardd;Lus na tine;(L.) Holub;Chamerion angustifolium (L.) Holub;Chamaenerion angustifolium;FALSE;gbif:6428650;Epilobium angustifolium subsp. angustifolium;Epilobium angustifolium;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1230050018;http://ecoflora.org.uk/search_species2.php?plant_no=1230050018;Chamerion angustifolium;Chamerion angustifolium;NA;(L.) Holub;Onagraceae;Rosebay Willowherb;1230050018;Helyglys Hardd;Lus na tine;(L.) Holub;Chamerion angustifolium (L.) Holub;Chamerion angustifolium;FALSE;gbif:6428650;Epilobium angustifolium subsp. angustifolium;Epilobium angustifolium;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1230050018;http://ecoflora.org.uk/search_species2.php?plant_no=1230050018;Chamerion angustifolium;Chamerion angustifolium;NA;(L.) Holub;Onagraceae;Rosebay Willowherb;1230050018;Helyglys Hardd;Lus na tine;(L.) Holub;Chamerion angustifolium (L.) Holub;Epilobium angustifolium;FALSE;gbif:6428650;Epilobium angustifolium subsp. angustifolium;Epilobium angustifolium;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1270010050;http://ecoflora.org.uk/search_species2.php?plant_no=1270010050;Cornus suecica;Cornus suecica;NA;L.;Cornaceae;Dwarf Cornel;1270010050;NA;NA;L.;Cornus suecica L.;Chamaepericlymenum suecicum;FALSE;gbif:3082246;Cornus suecica L.;Cornus suecica;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1270010050;http://ecoflora.org.uk/search_species2.php?plant_no=1270010050;Cornus suecica;Cornus suecica;NA;L.;Cornaceae;Dwarf Cornel;1270010050;NA;NA;L.;Cornus suecica L.;Cornus suecica;FALSE;gbif:3082246;Cornus suecica L.;Cornus suecica;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1690610018;http://ecoflora.org.uk/search_species2.php?plant_no=1690610018;Matricaria recutita;Matricaria recutita;NA;L.;Asteraceae;Scented Mayweed;1690610018;Amranwen;Fíogadán cumhra;L.;Matricaria recutita L.;Chamomilla recutita;FALSE;gbif:8370958;Matricaria chamomilla L.;Matricaria chamomilla;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1690610018;http://ecoflora.org.uk/search_species2.php?plant_no=1690610018;Matricaria recutita;Matricaria recutita;NA;L.;Asteraceae;Scented Mayweed;1690610018;Amranwen;Fíogadán cumhra;L.;Matricaria recutita L.;Matricaria recutita;FALSE;gbif:8370958;Matricaria chamomilla L.;Matricaria chamomilla;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1690610038;http://ecoflora.org.uk/search_species2.php?plant_no=1690610038;Matricaria discoidea;Matricaria discoidea;NA;DC.;Asteraceae;Pineappleweed;1690610038;NA;Lus na hiothlainne;DC.;Matricaria discoidea DC.;Chamomilla suaveolens;FALSE;gbif:3103791;Matricaria discoidea DC.;Matricaria discoidea;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1690610038;http://ecoflora.org.uk/search_species2.php?plant_no=1690610038;Matricaria discoidea;Matricaria discoidea;NA;DC.;Asteraceae;Pineappleweed;1690610038;NA;Lus na hiothlainne;DC.;Matricaria discoidea DC.;Matricaria discoidea;FALSE;gbif:3103791;Matricaria discoidea DC.;Matricaria discoidea;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1690610038;http://ecoflora.org.uk/search_species2.php?plant_no=1690610038;Matricaria discoidea;Matricaria discoidea;NA;DC.;Asteraceae;Pineappleweed;1690610038;NA;Lus na hiothlainne;DC.;Matricaria discoidea DC.;Matricaria matricarioides;FALSE;gbif:3103791;Matricaria discoidea DC.;Matricaria discoidea;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:1690610038;http://ecoflora.org.uk/search_species2.php?plant_no=1690610038;Matricaria discoidea;Matricaria discoidea;NA;DC.;Asteraceae;Pineappleweed;1690610038;NA;Lus na hiothlainne;DC.;Matricaria discoidea DC.;Matricaria suaveolens;FALSE;gbif:3103791;Matricaria discoidea DC.;Matricaria discoidea;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007221;http://ecoflora.org.uk/search_species2.php?plant_no=920007221;Chasmanthe bicolor;Chasmanthe bicolor;NA;(Gasp. ex Ten.) N.E. Br.;Iridaceae;Chasmanthe;920007221;NA;NA;(Gasp. ex Ten.) N.E. Br.;Chasmanthe bicolor (Gasp. ex Ten.) N.E. Br.;Chasmanthe bicolor;FALSE;gbif:2744161;Chasmanthe bicolor (Gasp.) N.E.Br.;Chasmanthe bicolor;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:680260010;http://ecoflora.org.uk/search_species2.php?plant_no=680260010;Erysimum cheiri;Erysimum cheiri;NA;(L.) Crantz;Brassicaceae;Wallflower;680260010;Blodyn y Fagwyr;Lus an bhalla;(L.) Crantz;Erysimum cheiri (L.) Crantz;Cheiranthus cheiri;FALSE;gbif:3048203;Erysimum cheiri (L.) Crantz;Erysimum cheiri;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:680260010;http://ecoflora.org.uk/search_species2.php?plant_no=680260010;Erysimum cheiri;Erysimum cheiri;NA;(L.) Crantz;Brassicaceae;Wallflower;680260010;Blodyn y Fagwyr;Lus an bhalla;(L.) Crantz;Erysimum cheiri (L.) Crantz;Erysimum cheiri;FALSE;gbif:3048203;Erysimum cheiri (L.) Crantz;Erysimum cheiri;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:660060010;http://ecoflora.org.uk/search_species2.php?plant_no=660060010;Chelidonium majus;Chelidonium majus;NA;L.;Papaveraceae;Greater Celandine;660060010;NA;NA;L.;Chelidonium majus L.;Chelidonium majus;FALSE;gbif:5334186;Chelidonium majus L.;Chelidonium majus;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030210;http://ecoflora.org.uk/search_species2.php?plant_no=480030210;Chenopodium album;Chenopodium album;NA;L.;Chenopodiaceae;Fat Hen;480030210;NA;Praiseach fhiáin;L.;Chenopodium album L.;Chenopodium album;FALSE;gbif:3083838;Chenopodium album L.;Chenopodium album;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030210;http://ecoflora.org.uk/search_species2.php?plant_no=480030210;Chenopodium album;Chenopodium album;NA;L.;Chenopodiaceae;Fat Hen;480030210;NA;Praiseach fhiáin;L.;Chenopodium album L.;Chenopodium reticulatum;FALSE;gbif:3083838;Chenopodium album L.;Chenopodium album;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030041;http://ecoflora.org.uk/search_species2.php?plant_no=480030041;Chenopodium ambrosioides;Chenopodium ambrosioides;NA;L.;Chenopodiaceae;Mexican Tea;480030041;NA;NA;L.;Chenopodium ambrosioides L.;Chenopodium ambrosioides;FALSE;gbif:5568446;Dysphania ambrosioides (L.) Mosyakin & Clemants;Dysphania ambrosioides;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920000483;http://ecoflora.org.uk/search_species2.php?plant_no=920000483;Chenopodium berlandieri;Chenopodium berlandieri;NA;Moq.;Chenopodiaceae;Pitseed Goosefoot;920000483;NA;NA;Moq.;Chenopodium berlandieri Moq.;Chenopodium berlandieri;FALSE;gbif:3083920;Chenopodium berlandieri Moq.;Chenopodium berlandieri;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030060;http://ecoflora.org.uk/search_species2.php?plant_no=480030060;Chenopodium bonus-henricus;Chenopodium bonus-henricus;NA;L.;Chenopodiaceae;Good-King-Henry;480030060;NA;NA;L.;Chenopodium bonus-henricus L.;Chenopodium bonus-henricus;FALSE;gbif:8044896;Blitum bonus-henricus (L.) Rchb.;Blitum bonus-henricus;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030110;http://ecoflora.org.uk/search_species2.php?plant_no=480030110;Chenopodium chenopodioides;Chenopodium chenopodioides;NA;(L.) Aellen;Chenopodiaceae;Small Red Goosefoot;480030110;NA;NA;(L.) Aellen;Chenopodium chenopodioides (L.) Aellen;Chenopodium botryodes;FALSE;gbif:8117283;Oxybasis chenopodioides (L.) S.Fuentes, Uotila & Borsch;Oxybasis chenopodioides;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030110;http://ecoflora.org.uk/search_species2.php?plant_no=480030110;Chenopodium chenopodioides;Chenopodium chenopodioides;NA;(L.) Aellen;Chenopodiaceae;Small Red Goosefoot;480030110;NA;NA;(L.) Aellen;Chenopodium chenopodioides (L.) Aellen;Chenopodium chenopodioides;FALSE;gbif:8117283;Oxybasis chenopodioides (L.) S.Fuentes, Uotila & Borsch;Oxybasis chenopodioides;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007992;http://ecoflora.org.uk/search_species2.php?plant_no=920007992;Chenopodium bushianum;Chenopodium bushianum;NA;Aellen;Chenopodiaceae;Soyabean Goosefoot;920007992;NA;NA;Aellen;Chenopodium bushianum Aellen;Chenopodium bushianum;FALSE;gbif:3757050;Chenopodium berlandieri var. bushianum (Aellen) Cronquist;Chenopodium berlandieri;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007992;http://ecoflora.org.uk/search_species2.php?plant_no=920007992;Chenopodium bushianum;Chenopodium bushianum;NA;Aellen;Chenopodiaceae;Soyabean Goosefoot;920007992;NA;NA;Aellen;Chenopodium bushianum Aellen;Chenopodium carinatum;FALSE;gbif:3757050;Chenopodium berlandieri var. bushianum (Aellen) Cronquist;Chenopodium berlandieri;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920000486;http://ecoflora.org.uk/search_species2.php?plant_no=920000486;Chenopodium capitatum;Chenopodium capitatum;NA;(L.) Ambrosi;Chenopodiceae;Strawberry-blite;920000486;NA;NA;(L.) Ambrosi;Chenopodium capitatum (L.) Ambrosi;Chenopodium capitatum;FALSE;gbif:5383971;Blitum capitatum L.;Blitum capitatum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007994;http://ecoflora.org.uk/search_species2.php?plant_no=920007994;Dysphania cristata;Dysphania cristata;NA;(F.Muell.) Mosyakin & Clemants;Chenopodiaceae;Crested Goosefoot;920007994;NA;NA;(F.Muell.) Mosyakin & Clemants;Dysphania cristata (F.Muell.) Mosyakin & Clemants;Chenopodium cristatum;FALSE;gbif:5568415;Dysphania cristata (F.Muell.) Mosyakin & Clemants;Dysphania cristata;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007994;http://ecoflora.org.uk/search_species2.php?plant_no=920007994;Dysphania cristata;Dysphania cristata;NA;(F.Muell.) Mosyakin & Clemants;Chenopodiaceae;Crested Goosefoot;920007994;NA;NA;(F.Muell.) Mosyakin & Clemants;Dysphania cristata (F.Muell.) Mosyakin & Clemants;Dysphania cristata;FALSE;gbif:5568415;Dysphania cristata (F.Muell.) Mosyakin & Clemants;Dysphania cristata;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920000494;http://ecoflora.org.uk/search_species2.php?plant_no=920000494;Chenopodium pratericola;Chenopodium pratericola;NA;Rydb.;Chenopodiaceae;Slimleaf Goosefoot;920000494;NA;NA;Rydb.;Chenopodium pratericola Rydb.;Chenopodium desiccatum;FALSE;gbif:3083921;Chenopodium pratericola Rydb.;Chenopodium pratericola;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920000494;http://ecoflora.org.uk/search_species2.php?plant_no=920000494;Chenopodium pratericola;Chenopodium pratericola;NA;Rydb.;Chenopodiaceae;Slimleaf Goosefoot;920000494;NA;NA;Rydb.;Chenopodium pratericola Rydb.;Chenopodium pratericola;FALSE;gbif:3083921;Chenopodium pratericola Rydb.;Chenopodium pratericola;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030170;http://ecoflora.org.uk/search_species2.php?plant_no=480030170;Chenopodium ficifolium;Chenopodium ficifolium;NA;Sm.;Chenopodiaceae;Fig-leaved Goosefoot;480030170;Troed-yr-?ydd Dail Ffigys;NA;Sm.;Chenopodium ficifolium Sm.;Chenopodium ficifolium;FALSE;gbif:3083862;Chenopodium ficifolium Sm.;Chenopodium ficifolium;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030250;http://ecoflora.org.uk/search_species2.php?plant_no=480030250;Chenopodium giganteum;Chenopodium giganteum;NA;D. Don;Chenopodiaceae;Tree Spinach;480030250;NA;NA;D. Don;Chenopodium giganteum D. Don;Chenopodium giganteum;FALSE;gbif:3756077;Chenopodium giganteum D.Don;Chenopodium giganteum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030090;http://ecoflora.org.uk/search_species2.php?plant_no=480030090;Chenopodium glaucum;Chenopodium glaucum;NA;L.;Chenopodiaceae;Oak-leaved Goosefoot;480030090;NA;NA;L.;Chenopodium glaucum L.;Chenopodium glaucum;FALSE;gbif:8290282;Oxybasis glauca (L.) S.Fuentes, Uotila & Borsch;Oxybasis glauca;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920000489;http://ecoflora.org.uk/search_species2.php?plant_no=920000489;Chenopodium hircinum;Chenopodium hircinum;NA;Schrad.;Chenopodiaceae;Foetid Goosefoot;920000489;NA;NA;Schrad.;Chenopodium hircinum Schrad.;Chenopodium hircinum;FALSE;gbif:3083934;Chenopodium hircinum Schrad.;Chenopodium hircinum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030120;http://ecoflora.org.uk/search_species2.php?plant_no=480030120;Chenopodium hybridum;Chenopodium hybridum;NA;L.;Chenopodiaceae;Maple-leaved Goosefoot;480030120;NA;NA;L.;Chenopodium hybridum L.;Chenopodium hybridum;FALSE;gbif:7551162;Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch;Chenopodiastrum hybridum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:7996;http://ecoflora.org.uk/search_species2.php?plant_no=7996;Dysphania multifida;Dysphania multifida;NA;(L.) Mosyakin & Clemants.;Chenopodiaceae;Scented Goosefoot;7996;NA;NA;(L.) Mosyakin & Clemants.;Dysphania multifida (L.) Mosyakin & Clemants.;Chenopodium multifidum;FALSE;gbif:5568361;Dysphania multifida (L.) Mosyakin & Clemants;Dysphania multifida;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:7996;http://ecoflora.org.uk/search_species2.php?plant_no=7996;Dysphania multifida;Dysphania multifida;NA;(L.) Mosyakin & Clemants.;Chenopodiaceae;Scented Goosefoot;7996;NA;NA;(L.) Mosyakin & Clemants.;Dysphania multifida (L.) Mosyakin & Clemants.;Dysphania multifida;FALSE;gbif:5568361;Dysphania multifida (L.) Mosyakin & Clemants;Dysphania multifida;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030160;http://ecoflora.org.uk/search_species2.php?plant_no=480030160;Chenopodium murale;Chenopodium murale;NA;L.;Chenopodiaceae;Nettle-leaved Goosefoot;480030160;Troed yr ?ydd Ddynad-ddail;NA;L.;Chenopodium murale L.;Chenopodium murale;FALSE;gbif:8149099;Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch;Chenopodiastrum murale;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007997;http://ecoflora.org.uk/search_species2.php?plant_no=920007997;Chenopodium nitrariaceum;Chenopodium nitrariaceum;NA;(F. Muell.) F. Muell. ex Benth.;Chenopodiaceae;Nitre Goosefoot;920007997;NA;NA;(F. Muell.) F. Muell. ex Benth.;Chenopodium nitrariaceum (F. Muell.) F. Muell. ex Benth.;Chenopodium nitrariaceum;FALSE;gbif:3758151;Chenopodium nitrariaceum (F.Muell.) F.Muell. ex Benth.;Chenopodium nitrariaceum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030200;http://ecoflora.org.uk/search_species2.php?plant_no=480030200;Chenopodium opulifolium;Chenopodium opulifolium;NA;Schrad. ex W.D.J. Koch & Ziz;Chenopodiaceae;Grey Goosefoot;480030200;NA;NA;Schrad. ex W.D.J. Koch & Ziz;Chenopodium opulifolium Schrad. ex W.D.J. Koch & Ziz;Chenopodium opulifolium;FALSE;gbif:3083903;Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz;Chenopodium opulifolium;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030130;http://ecoflora.org.uk/search_species2.php?plant_no=480030130;Chenopodium polyspermum;Chenopodium polyspermum;NA;L.;Chenopodiaceae;Many-seeded Goosefoot;480030130;Troed yr ?ydd Llioshadog;NA;L.;Chenopodium polyspermum L.;Chenopodium polyspermum;FALSE;gbif:8273130;Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch;Lipandra polysperma;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920004426;http://ecoflora.org.uk/search_species2.php?plant_no=920004426;Chenopodium probstii;Chenopodium probstii;NA;Aellen;Chenopodiaceae;Probst's Goosefoot;920004426;NA;NA;Aellen;Chenopodium probstii Aellen;Chenopodium probstii;FALSE;gbif:6035638;Chenopodium probstii Aellen;Chenopodium probstii;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030050;http://ecoflora.org.uk/search_species2.php?plant_no=480030050;Dysphania pumilio;Dysphania pumilio;NA;(R.Br.) Mosyakin & Clemants.;Chenopodiaceae;Clammy Goosefoot;480030050;NA;NA;(R.Br.) Mosyakin & Clemants.;Dysphania pumilio (R.Br.) Mosyakin & Clemants.;Chenopodium pumilio;FALSE;gbif:5568339;Dysphania pumilio (R.Br.) Mosyakin & Clemants;Dysphania pumilio;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030050;http://ecoflora.org.uk/search_species2.php?plant_no=480030050;Dysphania pumilio;Dysphania pumilio;NA;(R.Br.) Mosyakin & Clemants.;Chenopodiaceae;Clammy Goosefoot;480030050;NA;NA;(R.Br.) Mosyakin & Clemants.;Dysphania pumilio (R.Br.) Mosyakin & Clemants.;Dysphania pumilio;FALSE;gbif:5568339;Dysphania pumilio (R.Br.) Mosyakin & Clemants;Dysphania pumilio;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030100;http://ecoflora.org.uk/search_species2.php?plant_no=480030100;Chenopodium rubrum;Chenopodium rubrum;NA;L.;Chenopodiaceae;Red Goosefoot;480030100;Troed yr ?ydd Ruddog;NA;L.;Chenopodium rubrum L.;Chenopodium rubrum;FALSE;gbif:7725469;Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch;Oxybasis rubra;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030230;http://ecoflora.org.uk/search_species2.php?plant_no=480030230;Chenopodium strictum;Chenopodium strictum;NA;Roth;Chenopodiaceae;Striped Goosefoot;480030230;NA;NA;Roth;Chenopodium strictum Roth;Chenopodium strictum;FALSE;gbif:8127633;Chenopodium betaceum Andrz.;Chenopodium betaceum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030240;http://ecoflora.org.uk/search_species2.php?plant_no=480030240;Chenopodium suecicum;Chenopodium suecicum;NA;Murr;Chenopodiaceae;Swedish Goosefoot;480030240;NA;NA;Murr;Chenopodium suecicum Murr;Chenopodium suecicum;FALSE;gbif:3083905;Chenopodium suecicum Murr;Chenopodium suecicum;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030150;http://ecoflora.org.uk/search_species2.php?plant_no=480030150;Chenopodium urbicum;Chenopodium urbicum;NA;L.;Chenopodiaceae;Upright Goosefoot;480030150;Troed-yr-?ydd Talsyth;NA;L.;Chenopodium urbicum L.;Chenopodium urbicum;FALSE;gbif:7418706;Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch;Oxybasis urbica;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:480030140;http://ecoflora.org.uk/search_species2.php?plant_no=480030140;Chenopodium vulvaria;Chenopodium vulvaria;NA;L.;Chenopodiaceae;Stinking Goosefoot;480030140;Llysgwyn Drewllyd;NA;L.;Chenopodium vulvaria L.;Chenopodium vulvaria;FALSE;gbif:3083932;Chenopodium vulvaria L.;Chenopodium vulvaria;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007846;http://ecoflora.org.uk/search_species2.php?plant_no=920007846;Chenopodium x bontei = C. carinatum x C. cristatum;Chenopodium x bontei;C. carinatum x C. cristatum;Aellen;Chenopodiaceae;NA;920007846;NA;NA;Aellen;Chenopodium x bontei Aellen;Chenopodium x bontei = C. carinatum x C. cristatum;TRUE;gbif:7720286;Dysphania ×bontei (Aellen) Stace;Dysphania bontei;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:570030560;http://ecoflora.org.uk/search_species2.php?plant_no=570030560;Minuartia sedoides;Minuartia sedoides;NA;(L.) Hiern;Caryophyllaceae;Cyphel;570030560;NA;NA;(L.) Hiern;Minuartia sedoides (L.) Hiern;Cherleria sedoides;FALSE;gbif:8068542;Cherleria sedoides L.;Cherleria sedoides;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:570030560;http://ecoflora.org.uk/search_species2.php?plant_no=570030560;Minuartia sedoides;Minuartia sedoides;NA;(L.) Hiern;Caryophyllaceae;Cyphel;570030560;NA;NA;(L.) Hiern;Minuartia sedoides (L.) Hiern;Minuartia sedoides;FALSE;gbif:8068542;Cherleria sedoides L.;Cherleria sedoides;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007224;http://ecoflora.org.uk/search_species2.php?plant_no=920007224;Scilla forbesii;Scilla forbesii;NA;(Baker) Speta;Asparagaceae;Glory-of-the-snow;920007224;NA;NA;(Baker) Speta;Scilla forbesii (Baker) Speta;Chionodoxa forbesii;FALSE;gbif:2767275;Scilla forbesii (Baker) Speta;Scilla forbesii;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007224;http://ecoflora.org.uk/search_species2.php?plant_no=920007224;Scilla forbesii;Scilla forbesii;NA;(Baker) Speta;Asparagaceae;Glory-of-the-snow;920007224;NA;NA;(Baker) Speta;Scilla forbesii (Baker) Speta;Scilla forbesii;FALSE;gbif:2767275;Scilla forbesii (Baker) Speta;Scilla forbesii;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920003338;http://ecoflora.org.uk/search_species2.php?plant_no=920003338;Scilla luciliae;Scilla luciliae;NA;Boiss.;Asparagaceae;Boissier's Glory-of-the-snow;920003338;NA;NA;Boiss.;Scilla luciliae Boiss.;Chionodoxa luciliae;FALSE;gbif:2767271;Scilla luciliae (Boiss.) Speta;Scilla luciliae;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920003338;http://ecoflora.org.uk/search_species2.php?plant_no=920003338;Scilla luciliae;Scilla luciliae;NA;Boiss.;Asparagaceae;Boissier's Glory-of-the-snow;920003338;NA;NA;Boiss.;Scilla luciliae Boiss.;Scilla luciliae;FALSE;gbif:2767271;Scilla luciliae (Boiss.) Speta;Scilla luciliae;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007225;http://ecoflora.org.uk/search_species2.php?plant_no=920007225;Scilla sardensis;Scilla sardensis;NA;Whittall ex Barr;Asparagaceae;Lesser Glory-of-the-snow;920007225;NA;NA;Whittall ex Barr;Scilla sardensis Whittall ex Barr;Chionodoxa sardensis;FALSE;gbif:2767229;Scilla sardensis (Whittall ex Barr & Sayden) Speta;Scilla sardensis;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920007225;http://ecoflora.org.uk/search_species2.php?plant_no=920007225;Scilla sardensis;Scilla sardensis;NA;Whittall ex Barr;Asparagaceae;Lesser Glory-of-the-snow;920007225;NA;NA;Whittall ex Barr;Scilla sardensis Whittall ex Barr;Scilla sardensis;FALSE;gbif:2767229;Scilla sardensis (Whittall ex Barr & Sayden) Speta;Scilla sardensis;Mon Sep 13 18:51:48 2021;Marina Golivets
ecoflora:920003243;http://ecoflora.org.uk/search_species2.php?plant_no=920003243;Chloris divaricata;Chloris divaricata;NA;R. Br.;Poaceae;Australian Rhodes-grass;920003243;NA;NA;R. Br.;Chloris divaricata R. Br.;Chloris divaricata;FALSE;gbif:5289631;Chloris divaricata R.Br.;Chloris divaricata;Mon Sep 13 18:51:48 2021;Marina Golivets
