verbatim;edited;parent
Aronia ×prunifolia (Marshall) Rehder;Aronia × prunifolia (Marshall) Rehder;NA
Phyteuma ×adulterinum Wallr.;Phyteuma × adulterinum Wallr.;NA
Pilosella calomastix (Peter) Soják;Pilosella calomastix (Peter) Soják;NA
Pilosella floribunda (Wimm. et Grab.) Fr.;Pilosella floribunda (Wimm. et Grab.) Fr.;NA
Pilosella melinomelas (Peter) Holub;Pilosella melinomelas (Peter) Holub;NA
Pilosella schultesii (F. W. Schultz) F. W. Schultz et Sch. Bip.;Pilosella schultesii (F. W. Schultz) F. W. Schultz et Sch. Bip.;NA
Pinus ×celakovskiorum Asch. et Graebn.;Pinus × celakovskiorum Asch. et Graebn.;NA
Plantago ×moravica Chrtek;Plantago × moravica Chrtek;NA
Plantago ×mixta Domin;Plantago × mixta Domin;NA
Platanthera ×graebneri (M. Schulze) Domin;Platanthera × graebneri (M. Schulze) Domin;NA
Platanus ×hispanica Mill. ex Münchh.;Platanus × hispanica Mill. ex Münchh.;NA
Poa ×figertii Gerhardt;Poa × figertii Gerhardt;NA
Poa compressa × P. palustris;Poa compressa × P. palustris;Poa compressa
Poa compressa × P. palustris;Poa compressa × P. palustris;Poa  palustris
Polygala ×pawlowskii Rothm.;Polygala × pawlowskii Rothm.;NA
Polypodium ×mantoniae Rothm.;Polypodium × mantoniae Rothm.;NA
Polystichum ×luerssenii (Dörfl.) Hahne;Polystichum × luerssenii (Dörfl.) Hahne;NA
Populus ×berolinensis K. Koch;Populus × berolinensis K. Koch;NA
Populus ×canadensis Moench;Populus × canadensis Moench;NA
Populus candicans Aiton;Populus candicans Aiton;NA
Populus ×canescens (Aiton) Sm.;Populus × canescens (Aiton) Sm.;NA
Potamogeton ×angustifolius J. Presl;Potamogeton × angustifolius J. Presl;NA
Potamogeton ×fluitans Roth;Potamogeton × fluitans Roth;NA
Potentilla ×mixta Nolte ex W. D. J. Koch;Potentilla × mixta Nolte ex W. D. J. Koch;NA
Potentilla ×aurulenta Gremli;Potentilla × aurulenta Gremli;NA
Potentilla ×boetzkesii Murr;Potentilla × boetzkesii Murr;NA
Potentilla ×castriferrei Borbás et Waisb.;Potentilla × castriferrei Borbás et Waisb.;NA
Potentilla collina Wibel;Potentilla collina Wibel;NA
Potentilla ×ginsiensis Waisb.;Potentilla × ginsiensis Waisb.;NA
Potentilla ×adulterina Domin;Potentilla × adulterina Domin;NA
Potentilla ×herbichii Błocki;Potentilla × herbichii Błocki;NA
Potentilla ×italica Lehm.;Potentilla × italica Lehm.;NA
Potentilla ×semiargentea Borbás ex Zimmeter;Potentilla × semiargentea Borbás ex Zimmeter;NA
Potentilla ×subarenaria Borbás ex Zimmeter;Potentilla × subarenaria Borbás ex Zimmeter;NA
Potentilla ×suberecta Zimmeter;Potentilla × suberecta Zimmeter;NA
Primula ×media Peterm.;Primula × media Peterm.;NA
Prunella ×dissecta Wender.;Prunella × dissecta Wender.;NA
Prunella ×intermedia Link;Prunella × intermedia Link;NA
Prunella ×spuria Stapf;Prunella × spuria Stapf;NA
Prunus ×eminens Beck;Prunus × eminens Beck;NA
Prunus ×fontanesiana (Spach) C. K. Schneid.;Prunus × fontanesiana (Spach) C. K. Schneid.;NA
Prunus ×fruticans Weihe;Prunus × fruticans Weihe;NA
Pulmonaria ×digenea A. Kern.;Pulmonaria × digenea A. Kern.;NA
Pulmonaria ×heinrichii Sabr.;Pulmonaria × heinrichii Sabr.;NA
Pulmonaria ×hybrida A. Kern.;Pulmonaria × hybrida A. Kern.;NA
Pulmonaria ×notha A. Kern.;Pulmonaria × notha A. Kern.;NA
Pulsatilla ×celakovskyana Domin;Pulsatilla × celakovskyana Domin;NA
Pulsatilla ×hackelii Pohl;Pulsatilla × hackelii Pohl;NA
Pyrus ×amphigenea Domin ex Dostálek;Pyrus × amphigenea Domin ex Dostálek;NA
Quercus ×pseudopubescens Dobrescu et Beldie;Quercus × pseudopubescens Dobrescu et Beldie;NA
Quercus ×benkoei Mátyás;Quercus × benkoei Mátyás;NA
Quercus ×rosacea Bechst.;Quercus × rosacea Bechst.;NA
Quercus ×calvescens Vuk.;Quercus × calvescens Vuk.;NA
Ranunculus ×polyanthemoides Boreau;Ranunculus × polyanthemoides Boreau;NA
Reynoutria ×bohemica Chrtek et Chrtková;Reynoutria × bohemica Chrtek et Chrtková;NA
Rheum ×rhabarbarum L.;Rheum × rhabarbarum L.;NA
Rhinanthus ×fallax (Sterneck) Chabert;Rhinanthus × fallax (Sterneck) Chabert;NA
Ribes ×gordonianum Lem.;Ribes × gordonianum Lem.;NA
Rorippa ×anceps (Wahlenb.) Rchb.;Rorippa × anceps (Wahlenb.) Rchb.;NA
Rorippa ×armoracioides (Tausch) Fuss;Rorippa × armoracioides (Tausch) Fuss;NA
Rorippa ×hungarica Borbás;Rorippa × hungarica Borbás;NA
Rosa ×alba L.;Rosa × alba L.;NA
Rosa ×centifolia L.;Rosa × centifolia L.;NA
Rosa foetida Herrm.;Rosa foetida Herrm.;NA
Rubus ×idaeoides Ruthe;Rubus × idaeoides Ruthe;NA
Rumex ×abortivus Ruhmer;Rumex × abortivus Ruhmer;NA
Rumex ×armoraciifolius Neuman;Rumex × armoraciifolius Neuman;NA
Rumex ×corconticus Kubát;Rumex × corconticus Kubát;NA
Rumex ×duftii Hausskn.;Rumex × duftii Hausskn.;NA
Rumex ×heterophyllus Schultz;Rumex × heterophyllus Schultz;NA
Rumex ×hybridus Kindb.;Rumex × hybridus Kindb.;NA
Rumex ×knafii Čelak.;Rumex × knafii Čelak.;NA
Rumex ×mezei Hausskn.;Rumex × mezei Hausskn.;NA
Rumex ×platyphyllos F. Aresch.;Rumex × platyphyllos F. Aresch.;NA
Rumex ×pratensis Mert. et W. D. J. Koch;Rumex × pratensis Mert. et W. D. J. Koch;NA
Rumex ×propinquus Aresch.;Rumex × propinquus Aresch.;NA
Rumex ×sagorskii Hausskn.;Rumex × sagorskii Hausskn.;NA
Rumex ×schulzei Hausskn.;Rumex × schulzei Hausskn.;NA
Rumex ×stenophylloides Simonk.;Rumex × stenophylloides Simonk.;NA
Sagina ×normaniana Lagerh.;Sagina × normaniana Lagerh.;NA
Salix ×spathulata Willd.;Salix × spathulata Willd.;NA
Salix ×capreola Jos. Kern. ex Andersson;Salix × capreola Jos. Kern. ex Andersson;NA
Salix ×chlorophana Andersson;Salix × chlorophana Andersson;NA
Salix ×dichroa Döll;Salix × dichroa Döll;NA
Salix ×parviflora Host;Salix × parviflora Host;NA
Salix ×doniana G. Anderson ex Sm.;Salix × doniana G. Anderson ex Sm.;NA
Salix ×rubens Schrank;Salix × rubens Schrank;NA
Salix ×fruticosa Döll;Salix × fruticosa Döll;NA
Salix ×holosericea Willd.;Salix × holosericea Willd.;NA
Salix ×rubra Huds.;Salix × rubra Huds.;NA
Salix ×meyeriana Rostk. ex Willd.;Salix × meyeriana Rostk. ex Willd.;NA
Salix ×mollissima Hoffm. ex Elwert;Salix × mollissima Hoffm. ex Elwert;NA
Salix ×multinervis Döll;Salix × multinervis Döll;NA
Salix ×nepetifolia J. Presl et C. Presl;Salix × nepetifolia J. Presl et C. Presl;NA
Salix ×onusta Besser;Salix × onusta Besser;NA
Salix ×pendulina Wender.;Salix × pendulina Wender.;NA
Salix ×plicata Fr.;Salix × plicata Fr.;NA
Salix ×pontederana Willd.;Salix × pontederana Willd.;NA
Salix ×reichardtii A. Kern.;Salix × reichardtii A. Kern.;NA
Salix ×reuteri Moritzi;Salix × reuteri Moritzi;NA
Salix ×incubacea L.;Salix × incubacea L.;NA
Salix ×sepulcralis Simonk.;Salix × sepulcralis Simonk.;NA
Salix ×siegertii Andersson;Salix × siegertii Andersson;NA
Salix ×smithiana Willd.;Salix × smithiana Willd.;NA
Salix ×alopecuroides Tausch ex Opiz;Salix × alopecuroides Tausch ex Opiz;NA
Salix ×subaurita Andersson;Salix × subaurita Andersson;NA
Salix ×subcaprea Andersson;Salix × subcaprea Andersson;NA
Salix ×subcinerea Andersson;Salix × subcinerea Andersson;NA
Salix ×undulata Ehrh.;Salix × undulata Ehrh.;NA
Salix ×wimmeriana Gren. et Godr.;Salix × wimmeriana Gren. et Godr.;NA
Salvia ×sylvestris L.;Salvia × sylvestris L.;NA
Saxifraga ×geum L.;Saxifraga × geum L.;NA
Schoenus ×scheuchzeri Brügger;Schoenus × scheuchzeri Brügger;NA
Scirpus ×celakovskyanus Holub;Scirpus × celakovskyanus Holub;NA
Scleranthus ×intermedius Kitt.;Scleranthus × intermedius Kitt.;NA
Scleranthus ×podperae Smejkal;Scleranthus × podperae Smejkal;NA
Senecio ×helwingii Beger;Senecio × helwingii Beger;NA
Senecio ×decipiens Herborg;Senecio × decipiens Herborg;NA
Senecio ×futakii Hodálová;Senecio × futakii Hodálová;NA
Senecio ×viscidulus Scheele;Senecio × viscidulus Scheele;NA
Silene ×hampeana Meusel et K. Werner;Silene × hampeana Meusel et K. Werner;NA
×Sorbaronia fallax C. K. Schneid.;× Sorbaronia fallax C. K. Schneid.;Sorbaronia fallax C. K. Schneid.
Sorghum drummondii (Steud.) Millsp. & Chase;Sorghum drummondii (Steud.) Millsp. & Chase;NA
Spiraea ×billardii Hérincq;Spiraea × billardii Hérincq;NA
Spiraea ×pseudosalicifolia Silverside;Spiraea × pseudosalicifolia Silverside;NA
Spiraea ×macrothyrsa Dippel;Spiraea × macrothyrsa Dippel;NA
Spiraea ×vanhouttei (Briot) Carrière;Spiraea × vanhouttei (Briot) Carrière;NA
Symphyotrichum ×salignum (Willd.) G. L. Nesom;Symphyotrichum × salignum (Willd.) G. L. Nesom;NA
Symphyotrichum ×versicolor (Willd.) G. L. Nesom;Symphyotrichum × versicolor (Willd.) G. L. Nesom;NA
Symphytum ×uplandicum Nyman;Symphytum × uplandicum Nyman;NA
Syringa ×chinensis Willd.;Syringa × chinensis Willd.;NA
Elymus ×mucronatus (Opiz) Conert;Elymus × mucronatus (Opiz) Conert;NA
Thymus ×braunii Borbás;Thymus × braunii Borbás;NA
Thymus ×porcii Borbás;Thymus × porcii Borbás;NA
Thymus ×korneckii Machule;Thymus × korneckii Machule;NA
Thymus ×oblongifolius Opiz;Thymus × oblongifolius Opiz;NA
Thymus ×sparsipilus Borbás;Thymus × sparsipilus Borbás;NA
Thymus pannonicus × Th. serpyllum;Thymus pannonicus × Th. serpyllum;Thymus pannonicus
Thymus pannonicus × Th. serpyllum;Thymus pannonicus × Th. serpyllum;Th. serpyllum
Thymus ×radoi Borbás;Thymus × radoi Borbás;NA
Thymus ×subhirsutus Borbás et Heinr. Braun;Thymus × subhirsutus Borbás et Heinr. Braun;NA
Tilia euchlora K. Koch;Tilia euchlora K. Koch;NA
Tilia ×vulgaris Hayne;Tilia × vulgaris Hayne;NA
Tulipa ×gesneriana L.;Tulipa × gesneriana L.;NA
Typha ×glauca Godr.;Typha × glauca Godr.;NA
Vaccinium ×intermedium Ruthe;Vaccinium × intermedium Ruthe;NA
Verbascum ×ambiguum Lej.;Verbascum × ambiguum Lej.;NA
Verbascum ×brockmuelleri Ruhmer;Verbascum × brockmuelleri Ruhmer;NA
Verbascum ×danubiale Simonk.;Verbascum × danubiale Simonk.;NA
Verbascum ×denudatum Pfund;Verbascum × denudatum Pfund;NA
Verbascum ×divaricatum Kitt.;Verbascum × divaricatum Kitt.;NA
Verbascum ×duernsteinense Teyber;Verbascum × duernsteinense Teyber;NA
Verbascum ×ignescens Tausch;Verbascum × ignescens Tausch;NA
Verbascum ×schiedeanum W. D. J. Koch;Verbascum × schiedeanum W. D. J. Koch;NA
Verbascum ×interjectum Pfund;Verbascum × interjectum Pfund;NA
Verbascum ×intermedium Rupr. ex Pfund;Verbascum × intermedium Rupr. ex Pfund;NA
Verbascum ×juratzkae Dichtl;Verbascum × juratzkae Dichtl;NA
Verbascum nigrum × V. thapsus;Verbascum nigrum × V. thapsus;Verbascum nigrum
Verbascum nigrum × V. thapsus;Verbascum nigrum × V. thapsus;Verbascum  thapsus
Verbascum ×pseudoblattaria Schleich. ex W. D. J. Koch;Verbascum × pseudoblattaria Schleich. ex W. D. J. Koch;NA
Verbascum ×pseudolychnitis Schur;Verbascum × pseudolychnitis Schur;NA
Verbascum ×rubiginosum Waldst. et Kit.;Verbascum × rubiginosum Waldst. et Kit.;NA
Verbascum ×schneiderianum Asch. et Graebn.;Verbascum × schneiderianum Asch. et Graebn.;NA
Verbascum ×schottianum Schrad.;Verbascum × schottianum Schrad.;NA
Verbascum ×spurium W. D. J. Koch;Verbascum × spurium W. D. J. Koch;NA
Verbascum ×subnigrum Beck;Verbascum × subnigrum Beck;NA
Verbascum ×ustulatum Čelak.;Verbascum × ustulatum Čelak.;NA
Verbascum ×versiflorum Schrad.;Verbascum × versiflorum Schrad.;NA
Verbascum ×vidavense Simonk.;Verbascum × vidavense Simonk.;NA
Veronica ×lackschewitzii J. Keller;Veronica × lackschewitzii J. Keller;NA
Viola ×borussica (Borbás) W. Becker;Viola × borussica (Borbás) W. Becker;NA
Viola ×burnatii Gremli;Viola × burnatii Gremli;NA
Viola ×contempta Jord.;Viola × contempta Jord.;NA
Viola ×dubia Wiesb.;Viola × dubia Wiesb.;NA
Viola ×haynaldii Wiesb.;Viola × haynaldii Wiesb.;NA
Viola ×hirtiformis Wiesb.;Viola × hirtiformis Wiesb.;NA
Viola ×hungarica Degen et Sabr.;Viola × hungarica Degen et Sabr.;NA
Viola ×interjecta Borbás;Viola × interjecta Borbás;NA
Viola ×intersita Beck;Viola × intersita Beck;NA
Viola ×kerneri Wiesb.;Viola × kerneri Wiesb.;NA
Viola ×perplexa Gremli;Viola × perplexa Gremli;NA
Viola ×pluricaulis Borbás;Viola × pluricaulis Borbás;NA
Viola ×porphyrea R. Uechtr.;Viola × porphyrea R. Uechtr.;NA
Viola ×ritschliana W. Becker;Viola × ritschliana W. Becker;NA
Viola ×scabra F. Braun;Viola × scabra F. Braun;NA
Viola ×vindobonensis Wiesb.;Viola × vindobonensis Wiesb.;NA
Viola ×wittrockiana Gams ex Nauenb. et Buttler;Viola × wittrockiana Gams ex Nauenb. et Buttler;NA
Asplenium ×murbeckii Dörfl.;Asplenium × murbeckii Dörfl.;NA
Asplenium ×ticinense D. E. Mey.;Asplenium × ticinense D. E. Mey.;NA
Aster ×salignus Willd.;Aster × salignus Willd.;NA
Aster ×versicolor Willd.;Aster × versicolor Willd.;NA
Cardamine ×insueta Urbanska-Worytkiewicz;Cardamine × insueta Urbanska-Worytkiewicz;NA
Caryopteris ×clandonensis Simmonds;Caryopteris × clandonensis Simmonds;NA
Cotoneaster ×suecicus G. Klotz;Cotoneaster × suecicus G. Klotz;NA
Cotoneaster ×watereri Exell;Cotoneaster × watereri Exell;NA
Doronicum ×excelsum (N. E. Br.) Stace;Doronicum × excelsum (N. E. Br.) Stace;NA
Drosera ×obovata Mert. & W. D. J. Koch;Drosera × obovata Mert. & W. D. J. Koch;NA
Equisetum ×trachyodon A. Braun;Equisetum × trachyodon A. Braun;NA
Fragaria ×ananassa (Weston) Rozier;Fragaria × ananassa (Weston) Rozier;NA
Galium ×centroniae Cariot;Galium × centroniae Cariot;NA
Helianthus ×multiflorus L.;Helianthus × multiflorus L.;NA
Leucanthemum ×superbum (J. W. Ingram) D. H. Kent;Leucanthemum × superbum (J. W. Ingram) D. H. Kent;NA
Ludwigia ×kentiana E. J. Clement;Ludwigia × kentiana E. J. Clement;NA
Mentha ×villosa Huds.;Mentha × villosa Huds.;NA
Narcissus ×incomparabilis Mill.;Narcissus × incomparabilis Mill.;NA
Narcissus ×medioluteus Mill.;Narcissus × medioluteus Mill.;NA
Narcissus ×verbanensis (Herb.) M. Roem.;Narcissus × verbanensis (Herb.) M. Roem.;NA
Nepeta ×faassenii Stearn;Nepeta × faassenii Stearn;NA
Platanus ×hispanica Münchh.;Platanus × hispanica Münchh.;NA
Polystichum ×bicknellii (Christ) Hahne;Polystichum × bicknellii (Christ) Hahne;NA
Polystichum ×illyricum (Borbás) Hahne;Polystichum × illyricum (Borbás) Hahne;NA
Potamogeton ×angustifolius Bercht. & J. Presl;Potamogeton × angustifolius Bercht. & J. Presl;NA
Potamogeton ×decipiens W. D. J. Koch;Potamogeton × decipiens W. D. J. Koch;NA
Potamogeton ×nitens Weber;Potamogeton × nitens Weber;NA
Pulsatilla ×bolzanensis Murr;Pulsatilla × bolzanensis Murr;NA
Reynoutria ×bohemica Chrtek & Chrtková;Reynoutria × bohemica Chrtek & Chrtková;NA
Rhododendron ×intermedium Wender.;Rhododendron × intermedium Wender.;NA
Rosa ×polliniana Spreng.;Rosa × polliniana Spreng.;NA
Rumex ×pratensis Mert. & W. D. J. Koch;Rumex × pratensis Mert. & W. D. J. Koch;NA
Salix ×fragilis L.;Salix × fragilis L.;NA
Salix ×hegetschweileri Heer;Salix × hegetschweileri Heer;NA
Saxifraga ×kochii Hornung;Saxifraga × kochii Hornung;NA
Schoenoplectus ×carinatus (Sm.) Palla;Schoenoplectus × carinatus (Sm.) Palla;NA
Sempervivum ×fauconnetii Reut.;Sempervivum × fauconnetii Reut.;NA
Spiraea ×arguta Zabel;Spiraea × arguta Zabel;NA
Stachys ×ambigua Sm.;Stachys × ambigua Sm.;NA
Typha ×elata Boreau;Typha × elata Boreau;NA
