NAMNR;taxonID;taxonName;taxonRank;isHybrid;taxonNameEdited;taxonNameEditedShort;taxonNameEditedAuthors;higherTaxonID;acceptedTaxonName;acceptedHigherTaxonName;countRaw;countFiltered;keep;remark;taxonNameForGSL;isAquatic
3873;floraweb:3873;Oenanthe fistulosa L.;species;FALSE;Oenanthe fistulosa L.;Oenanthe fistulosa;L.;floraweb:3873;Oenanthe fistulosa L.;Oenanthe fistulosa L.;1116;767;1;;Oenanthe fistulosa;
3871;floraweb:3871;Oenanthe fluviatilis (Bab.) Coleman;species;FALSE;Oenanthe fluviatilis (Bab.) Coleman;Oenanthe fluviatilis;(Bab.) Coleman;floraweb:3871;Oenanthe fluviatilis (Bab.) Coleman;Oenanthe fluviatilis (Bab.) Coleman;6;1;0;aquatic;Oenanthe fluviatilis;TRUE
14960;floraweb:14960;Oenanthe javanica DC.;species;FALSE;Oenanthe javanica DC.;Oenanthe javanica;DC.;floraweb:14960;Oenanthe javanica (Blume) DC.;Oenanthe javanica (Blume) DC.;0;0;0;absent in DE;Oenanthe javanica;
3875;floraweb:3875;Oenanthe lachenalii C. C. Gmel.;species;FALSE;Oenanthe lachenalii C.C.Gmel.;Oenanthe lachenalii;C.C.Gmel.;floraweb:3875;Oenanthe lachenalii C.C.Gmel.;Oenanthe lachenalii C.C.Gmel.;104;20;1;;Oenanthe lachenalii;
3876;floraweb:3876;Oenanthe peucedanifolia Pollich;species;FALSE;Oenanthe peucedanifolia Pollich;Oenanthe peucedanifolia;Pollich;floraweb:3876;Oenanthe peucedanifolia Pollich;Oenanthe peucedanifolia Pollich;70;47;1;;Oenanthe peucedanifolia;
3878;floraweb:3878;Oenanthe silaifolia M. Bieb.;species;FALSE;Oenanthe silaifolia M.Bieb.;Oenanthe silaifolia;M.Bieb.;floraweb:3878;Oenanthe silaifolia M.Bieb.;Oenanthe silaifolia M.Bieb.;7;4;0;extinct in DE;Oenanthe silaifolia;
10674;floraweb:10674;Oenothera albipercurva Renner ex Hudziok;species;TRUE;Oenothera albipercurva Renner ex Hudziok;Oenothera albipercurva;Renner ex Hudziok;floraweb:10674;Oenothera albipercurva Renner ex Hudziok;Oenothera albipercurva Renner ex Hudziok;30;25;1;hybrid with species teatment;Oenothera albipercurva;
29893;floraweb:29893;Oenothera albivelutina Renner;species;TRUE;Oenothera albivelutina Renner;Oenothera albivelutina;Renner;floraweb:29893;Oenothera albivelutina Renner;Oenothera albivelutina Renner;0;0;0;no data;Oenothera albivelutina;
10676;floraweb:10676;Oenothera biennis × ersteinensis;species;TRUE;Oenothera biennis × ersteinensis;Oenothera biennis × ersteinensis;NA;floraweb:10676;Oenothera biennis × ersteinensis;Oenothera biennis × ersteinensis;1;1;1;;Oenothera biennis ×ersteinensis;
10677;floraweb:10677;Oenothera biennis × issleri;species;TRUE;Oenothera biennis × issleri;Oenothera biennis × issleri;NA;floraweb:10677;Oenothera biennis × issleri;Oenothera biennis × issleri;1;0;0;outside final grid;Oenothera biennis ×issleri;
10681;floraweb:10681;Oenothera biennis × suaveolens;species;TRUE;Oenothera biennis × suaveolens;Oenothera biennis × suaveolens;NA;floraweb:10681;Oenothera biennis × suaveolens;Oenothera biennis × suaveolens;4;2;1;;Oenothera biennis ×suaveolens;
10682;floraweb:10682;Oenothera biennis × subterminalis;species;TRUE;Oenothera biennis × subterminalis;Oenothera biennis × subterminalis;NA;floraweb:10682;Oenothera biennis × subterminalis;Oenothera biennis × subterminalis;1;0;0;outside final grid;Oenothera biennis ×subterminalis;
15325;floraweb:15325;Oenothera-biennis-Gruppe;group;FALSE;NA;NA;NA;floraweb:15325;Oenothera biennis group;Oenothera biennis group;2591;2334;1;;Oenothera-biennis-Gruppe;
26884;floraweb:26884;Oenothera pycnocarpa G. F. Atk. & Bartlett;species;FALSE;Oenothera pycnocarpa G.F.Atk. & Bartlett;Oenothera pycnocarpa;G.F.Atk. & Bartlett;floraweb:26884;Oenothera pycnocarpa G.F.Atk. & Bartlett;Oenothera biennis group;179;171;1;;Oenothera pycnocarpa;
26889;floraweb:26889;Oenothera royfraseri R. R. Gates;species;FALSE;Oenothera royfraseri R.R.Gates;Oenothera royfraseri;R.R.Gates;floraweb:26889;Oenothera royfraseri R.R.Gates;Oenothera biennis group;39;34;1;;Oenothera royfraseri;
26891;floraweb:26891;Oenothera editicaulis Hudziok;species;FALSE;Oenothera editicaulis Hudziok;Oenothera editicaulis;Hudziok;floraweb:26891;Oenothera editicaulis Hudziok;Oenothera biennis group;3;3;1;;Oenothera editicaulis;
26894;floraweb:26894;Oenothera macrosperma Hudziok;species;FALSE;Oenothera macrosperma Hudziok;Oenothera macrosperma;Hudziok;floraweb:26894;Oenothera macrosperma (Hudziok) Hudziok;Oenothera biennis group;2;2;1;;Oenothera macrosperma;
26899;floraweb:26899;Oenothera acutifolia Rostański;species;FALSE;Oenothera acutifolia Rostański;Oenothera acutifolia;Rostański;floraweb:26899;Oenothera acutifolia Rostański;Oenothera biennis group;33;31;1;;Oenothera acutifolia;
26901;floraweb:26901;Oenothera brevispicata Hudziok;species;FALSE;Oenothera brevispicata Hudziok;Oenothera brevispicata;Hudziok;floraweb:26901;Oenothera brevispicata Hudziok;Oenothera biennis group;2;2;1;;Oenothera brevispicata;
26902;floraweb:26902;Oenothera compacta Hudziok;species;FALSE;Oenothera compacta Hudziok;Oenothera compacta;Hudziok;floraweb:26902;Oenothera compacta Hudziok;Oenothera biennis group;5;4;1;;Oenothera compacta;
26903;floraweb:26903;Oenothera flaemingiana Hudziok;species;TRUE;Oenothera flaemingiana Hudziok;Oenothera flaemingiana;Hudziok;floraweb:26903;Oenothera flaemingina Hudziok;Oenothera biennis group;17;17;1;;Oenothera flaemingiana;
26904;floraweb:26904;Oenothera inconspecta Hudziok;species;FALSE;Oenothera inconspecta Hudziok;Oenothera inconspecta;Hudziok;floraweb:26904;Oenothera inconspecta Hudziok;Oenothera biennis group;0;0;0;no data;Oenothera inconspecta;
26905;floraweb:26905;Oenothera mediomarchica Hudziok;species;FALSE;Oenothera mediomarchica Hudziok;Oenothera mediomarchica;Hudziok;floraweb:26905;Oenothera mediomarchica Hudziok;Oenothera biennis group;3;3;1;;Oenothera mediomarchica;
26907;floraweb:26907;Oenothera octolineata Hudziok;species;FALSE;Oenothera octolineata Hudziok;Oenothera octolineata;Hudziok;floraweb:26907;Oenothera octolineata Hudziok;Oenothera biennis group;3;3;1;;Oenothera octolineata;
26909;floraweb:26909;Oenothera paradoxa Hudziok;species;FALSE;Oenothera paradoxa Hudziok;Oenothera paradoxa;Hudziok;floraweb:26909;Oenothera paradoxa Hudziok;Oenothera biennis group;5;5;1;;Oenothera paradoxa;
26910;floraweb:26910;Oenothera pyramidiflora Hudziok;species;FALSE;Oenothera pyramidiflora Hudziok;Oenothera pyramidiflora;Hudziok;floraweb:26910;Oenothera pyramidiflora Hudziok;Oenothera biennis group;2;2;1;;Oenothera pyramidiflora;
26911;floraweb:26911;Oenothera ersteinensis R. Linder & R. Jean;species;FALSE;Oenothera ersteinensis R.Linder & R.Jean;Oenothera ersteinensis;R.Linder & R.Jean;floraweb:26911;Oenothera ersteinensis H.P.Linder & R.Jean;Oenothera biennis group;12;10;1;;Oenothera ersteinensis;
27787;floraweb:27787;Oenothera jueterbogensis Hudziok;species;FALSE;Oenothera jueterbogensis Hudziok;Oenothera jueterbogensis;Hudziok;floraweb:27787;Oenothera jueterbogensis Hudziok;Oenothera biennis group;5;5;1;;Oenothera jueterbogensis;
32385;floraweb:32385;Oenothera victorinii R. R. Gates & Catches.;species;FALSE;Oenothera victorinii R.R.Gates & Catches.;Oenothera victorinii;R.R.Gates & Catches.;floraweb:32385;Oenothera victorinii R.R.Gates & Catches.;Oenothera biennis group;11;9;1;;Oenothera victorinii;
3880;floraweb:3880;Oenothera biennis L., s. str.;species;FALSE;Oenothera biennis L.;Oenothera biennis;L.;floraweb:3880;Oenothera biennis L.;Oenothera biennis group;1055;943;1;;Oenothera biennis s. str.;
3889;floraweb:3889;Oenothera rubricaulis Kleb.;species;FALSE;Oenothera rubricaulis Kleb.;Oenothera rubricaulis;Kleb.;floraweb:3889;Oenothera rubricaulis Kleb.;Oenothera biennis group;269;256;1;;Oenothera rubricaulis;
3891;floraweb:3891;Oenothera suaveolens Desf. ex Pers.;species;FALSE;Oenothera suaveolens Desf. ex Pers.;Oenothera suaveolens;Desf. ex Pers.;floraweb:3891;Oenothera suaveolens Pers.;Oenothera biennis group;45;43;1;;Oenothera suaveolens;
10671;floraweb:10671;Oenothera issleri Renner ex Rostański;species;TRUE;Oenothera issleri Renner ex Rostański;Oenothera issleri;Renner ex Rostański;floraweb:10671;Oenothera issleri Renner ex Rostański;Oenothera braunii group;29;28;1;hybrid with species teatment;Oenothera issleri;
29222;floraweb:29222;Oenothera-braunii-Gruppe;group;FALSE;NA;NA;NA;floraweb:29222;Oenothera braunii group;Oenothera braunii group;60;53;1;;Oenothera-braunii-Gruppe;
33587;floraweb:33587;Oenothera cambrica Rostański;species;FALSE;Oenothera cambrica Rostański;Oenothera cambrica;Rostański;floraweb:33587;Oenothera cambrica Rostański;Oenothera cambrica Rostański;3;3;1;;Oenothera cambrica;
32377;floraweb:32377;Oenothera casimiri Rostański;species;FALSE;Oenothera casimiri Rostański;Oenothera casimiri;Rostański;floraweb:32377;Oenothera casimiri Rostański;Oenothera casimiri Rostański;2;2;1;;Oenothera casimiri;
29857;floraweb:29857;Oenothera clavifera Hudziok;species;TRUE;Oenothera clavifera Hudziok;Oenothera clavifera;Hudziok;floraweb:29857;Oenothera clavifera Hudziok;Oenothera clavifera Hudziok;3;3;1;hybrid with species teatment;Oenothera clavifera;
7370;floraweb:7370;Oenothera coloratissima Hudziok;species;FALSE;Oenothera coloratissima Hudziok;Oenothera coloratissima;Hudziok;floraweb:7370;Oenothera coloratissima Hudziok;Oenothera coloratissima Hudziok;0;0;0;no data;Oenothera coloratissima;
29223;floraweb:29223;Oenothera-drawertii-Gruppe;group;FALSE;NA;NA;NA;floraweb:29223;Oenothera drawertii group;Oenothera drawertii group;42;41;1;;Oenothera-drawertii-Gruppe;
29859;floraweb:29859;Oenothera drawertii Renner ex Rostański;species;TRUE;Oenothera drawertii Renner ex Rostański;Oenothera drawertii;Renner ex Rostański;floraweb:29859;Oenothera drawertii Renner ex Rostański;Oenothera drawertii group;0;0;0;no data;Oenothera drawertii;
3887;floraweb:3887;Oenothera hoelscheri Renner ex Rostański;species;FALSE;Oenothera hoelscheri Renner ex Rostański;Oenothera hoelscheri;Renner ex Rostański;floraweb:3887;Oenothera hoelscheri Renner ex Rostański;Oenothera drawertii group;42;41;1;;Oenothera hoelscheri;
33402;floraweb:33402;Oenothera elata;species;FALSE;Oenothera elata Kunth;Oenothera elata;Kunth;floraweb:33402;Oenothera elata Kunth;Oenothera elata group;1;1;1;;Oenothera elata;
33713;floraweb:33713;Oenothera-elata-Gruppe;group;FALSE;NA;NA;NA;floraweb:33713;Oenothera elata group;Oenothera elata group;1;1;0;absent in DE;Oenothera-elata-Gruppe;
10683;floraweb:10683;Oenothera ersteinensis × fallax;species;TRUE;Oenothera ersteinensis × fallax;Oenothera ersteinensis × fallax;NA;floraweb:10683;Oenothera ersteinensis × fallax;Oenothera ersteinensis × fallax;1;1;1;;Oenothera ersteinensis ×fallax;
10684;floraweb:10684;Oenothera fallax × suaveolens;species;TRUE;Oenothera fallax × suaveolens;Oenothera fallax × suaveolens;NA;floraweb:10684;Oenothera fallax × suaveolens;Oenothera fallax × suaveolens;1;0;0;outside final grid;Oenothera fallax ×suaveolens;
33216;floraweb:33216;Oenothera fruticosa L.;species;FALSE;Oenothera fruticosa L.;Oenothera fruticosa;L.;floraweb:33216;Oenothera fruticosa L.;Oenothera fruticosa L.;1;1;0;absent in DE;Oenothera fruticosa;
33217;floraweb:33217;Oenothera fruticosa subsp. fruticosa;subsp;FALSE;Oenothera fruticosa subsp. fruticosa;Oenothera fruticosa subsp. fruticosa;NA;floraweb:33216;Oenothera fruticosa subsp. fruticosa;Oenothera fruticosa L.;0;0;0;absent in DE;Oenothera fruticosa subsp. fruticosa;
33218;floraweb:33218;Oenothera fruticosa subsp. glauca (Michx.) Straley;subsp;FALSE;Oenothera fruticosa subsp. glauca;Oenothera fruticosa subsp. glauca;NA;floraweb:33216;Oenothera fruticosa subsp. glauca (Michx.) Straley;Oenothera fruticosa L.;1;1;1;;Oenothera fruticosa subsp. glauca;
15326;floraweb:15326;Oenothera glazioviana Micheli, s. str.;species;FALSE;Oenothera glazioviana Micheli;Oenothera glazioviana;Micheli;floraweb:15326;Oenothera glazioviana Micheli;Oenothera glazioviana group;455;434;1;;Oenothera glazioviana s. str.;
29224;floraweb:29224;Oenothera-glazioviana-Gruppe;group;FALSE;NA;NA;NA;floraweb:29224;Oenothera glazioviana group;Oenothera glazioviana group;879;822;1;;Oenothera-glazioviana-Gruppe;
3882;floraweb:3882;Oenothera coronifera Renner;species;FALSE;Oenothera coronifera Renner;Oenothera coronifera;Renner;floraweb:3882;Oenothera coronifera Renner;Oenothera glazioviana group;35;34;1;;Oenothera coronifera;
10675;floraweb:10675;Oenothera × hassica;species;TRUE;Oenothera hassica;Oenothera hassica;NA;floraweb:10675;Oenothera hassica;Oenothera hassica;2;2;1;;Oenothera ×hassica;
29861;floraweb:29861;Oenothera indivisa Hudziok;species;FALSE;Oenothera indivisa Hudziok;Oenothera indivisa;Hudziok;floraweb:29861;Oenothera indivisa Hudziok;Oenothera indivisa Hudziok;0;0;0;no data;Oenothera indivisa;
10672;floraweb:10672;Oenothera laciniata;species;FALSE;Oenothera laciniata Hill;Oenothera laciniata;Hill;floraweb:10672;Oenothera laciniata Hill;Oenothera laciniata Hill;2;1;1;;Oenothera laciniata;
27436;floraweb:27436;Oenothera fallax Renner, s. str.;species;TRUE;Oenothera fallax Renner;Oenothera fallax;Renner;floraweb:27436;Oenothera fallax Renner;Oenothera laeta group;136;131;1;hybrid with species teatment;Oenothera fallax s. str.;
29225;floraweb:29225;Oenothera-laeta-Gruppe;group;FALSE;NA;NA;NA;floraweb:29225;Oenothera laeta group;Oenothera laeta group;256;245;1;;Oenothera-laeta-Gruppe;
32380;floraweb:32380;Oenothera oehlkersii Kappus ex Rostański;species;TRUE;Oenothera oehlkersii Kappus ex Rostański;Oenothera oehlkersii;Kappus ex Rostański;floraweb:32380;Oenothera oehlkersii Kappus ex Rostański;Oenothera laeta group;13;12;1;hybrid with species teatment;Oenothera oehlkersii;
33179;floraweb:33179;Gaura lindheimeri;species;FALSE;Gaura lindheimeri Engelm. & A.Gray;Gaura lindheimeri;Engelm. & A.Gray;floraweb:33179;Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch;Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch;3;3;1;;Gaura lindheimeri;
33404;floraweb:33404;Oenothera macrocarpa;species;FALSE;Oenothera macrocarpa Nutt.;Oenothera macrocarpa;Nutt.;floraweb:33404;Oenothera macrocarpa Nutt.;Oenothera macrocarpa Nutt.;1;0;0;outside final grid;Oenothera macrocarpa;
29862;floraweb:29862;Oenothera nuda Renner ex Rostański;species;FALSE;Oenothera nuda Renner ex Rostański;Oenothera nuda;Renner ex Rostański;floraweb:29862;Oenothera nuda Renner ex Rostański;Oenothera nuda Renner ex Rostański;3;3;1;;Oenothera nuda;
15327;floraweb:15327;Oenothera oakesiana (J. W. Robbins ex A. Gray) S. Watson & J. M. Coult.;species;FALSE;Oenothera oakesiana (J.W.Robbins ex A.Gray) S.Watson & J.M.Coult.;Oenothera oakesiana;(J.W.Robbins ex A.Gray) S.Watson & J.M.Coult.;floraweb:15327;Oenothera oakesiana (A.Gray) G.T.Robbins ex S.Watson;Oenothera oakesiana group;24;16;1;;Oenothera oakesiana s. str.;
29226;floraweb:29226;Oenothera-oakesiana-Gruppe;group;FALSE;NA;NA;NA;floraweb:29226;Oenothera oakesiana group;Oenothera oakesiana group;201;149;1;;Oenothera-oakesiana-Gruppe;
3893;floraweb:3893;Oenothera ammophila Focke;species;FALSE;Oenothera ammophila Focke;Oenothera ammophila;Focke;floraweb:3893;Oenothera ammophila Focke;Oenothera oakesiana group;187;143;1;;Oenothera ammophila;
26906;floraweb:26906;Oenothera obscurifolia Hudziok;species;FALSE;Oenothera obscurifolia Hudziok;Oenothera obscurifolia;Hudziok;floraweb:26906;Oenothera obscurifolia Hudziok;Oenothera obscurifolia Hudziok;0;0;0;no data;Oenothera obscurifolia;
15328;floraweb:15328;Oenothera-parviflora-Gruppe;group;FALSE;NA;NA;NA;floraweb:15328;Oenothera parviflora group;Oenothera parviflora group;605;525;1;;Oenothera-parviflora-Gruppe;
26855;floraweb:26855;Oenothera angustissima R. R. Gates;species;FALSE;Oenothera angustissima R.R.Gates;Oenothera angustissima;R.R.Gates;floraweb:26855;Oenothera angustissima R.R.Gates;Oenothera parviflora group;5;3;1;;Oenothera angustissima;
26856;floraweb:26856;Oenothera subterminalis R. R. Gates;species;FALSE;Oenothera subterminalis R.R.Gates;Oenothera subterminalis;R.R.Gates;floraweb:26856;Oenothera subterminalis R.R.Gates;Oenothera parviflora group;72;64;1;;Oenothera subterminalis;
29858;floraweb:29858;Oenothera deflexa R. R. Gates;species;FALSE;Oenothera deflexa R.R.Gates;Oenothera deflexa;R.R.Gates;floraweb:29858;Oenothera deflexa R.R.Gates;Oenothera parviflora group;19;19;1;;Oenothera deflexa;
29860;floraweb:29860;Oenothera hazelae R. R. Gates;species;FALSE;Oenothera hazelae R.R.Gates;Oenothera hazelae;R.R.Gates;floraweb:29860;Oenothera parviflora L.;Oenothera parviflora group;1;1;1;;Oenothera hazelae;
3894;floraweb:3894;Oenothera parviflora L., s. str.;species;FALSE;Oenothera parviflora L.;Oenothera parviflora;L.;floraweb:3894;Oenothera parviflora L.;Oenothera parviflora group;134;117;1;;Oenothera parviflora s. str.;
29894;floraweb:29894;Oenothera pseudocernua Hudziok;species;TRUE;Oenothera pseudocernua Hudziok;Oenothera pseudocernua;Hudziok;floraweb:29894;Oenothera pseudocernua Hudziok;Oenothera pseudocernua Hudziok;1;1;1;hybrid with species teatment;Oenothera pseudocernua;
26913;floraweb:26913;Oenothera × punctulata Rostański & Gutte;species;TRUE;Oenothera punctulata Rostański & Gutte;Oenothera punctulata;Rostański & Gutte;floraweb:26913;Oenothera punctulata Rostański & Gutte;Oenothera punctulata Rostański & Gutte;15;15;1;hybrid with species teatment;Oenothera punctulata;
32382;floraweb:32382;Oenothera punctulata Rostański & Gutte;species;TRUE;Oenothera punctulata Rostański & Gutte;Oenothera punctulata;Rostański & Gutte;floraweb:32382;Oenothera punctulata Rostański & Gutte;Oenothera punctulata Rostański & Gutte;34;25;1;hybrid with species teatment;Oenothera punctulata;
3899;floraweb:3899;Oenothera rosea Sol.;species;FALSE;Oenothera rosea Sol.;Oenothera rosea;Sol.;floraweb:3899;Oenothera rosea L'Hér. ex Aiton;Oenothera rosea L'Hér. ex Aiton;0;0;0;no data;Oenothera rosea;
33712;floraweb:33712;Oenothera rostanski V. Jehlík;species;FALSE;Oenothera rostanski V.Jehlík;Oenothera rostanski;V.Jehlík;floraweb:33712;Oenothera rostanski V.Jehlík;Oenothera rostanski V.Jehlík;0;0;0;absent in DE;Oenothera rostanski;
33714;floraweb:33714;Oenothera rubricauloides Rostański;species;FALSE;Oenothera rubricauloides Rostański;Oenothera rubricauloides;Rostański;floraweb:33714;Oenothera rubricauloides Rostański;Oenothera rubricauloides Rostański;1;1;1;;Oenothera rubricauloides;
33711;floraweb:33711;Oenothera × saxonica Gutte & Rostański;species;TRUE;Oenothera saxonica Gutte & Rostański;Oenothera saxonica;Gutte & Rostański;floraweb:33711;Oenothera saxonica Gutte & Rostański;Oenothera saxonica Gutte & Rostański;0;0;0;absent in DE;Oenothera saxonica;
67550;floraweb:67550;Oenothera sect. Hartmannia (Spach) W. L. Wagner & Hoch;sect;FALSE;NA;NA;NA;floraweb:67550;Oenothera sect. Hartmannia;Oenothera sect. Hartmannia;0;0;0;no data;Oenothera sect. Hartmannia;
27627;floraweb:27627;Oenothera pilosella Raf.;species;FALSE;Oenothera pilosella Raf.;Oenothera pilosella;Raf.;floraweb:27627;Oenothera pilosella Raf.;Oenothera sect. Kneiffia;1;1;1;;Oenothera pilosella;
67554;floraweb:67554;Oenothera sect. Kneiffia (Spach) Endl.;sect;FALSE;NA;NA;NA;floraweb:67554;Oenothera sect. Kneiffia;Oenothera sect. Kneiffia;2;2;1;;Oenothera sect. Kneiffia;
33029;floraweb:33029;Oenothera kunthiana Munz;species;FALSE;Oenothera kunthiana Munz;Oenothera kunthiana;Munz;floraweb:33029;Oenothera kunthiana (Spach) Munz;Oenothera sect. Leucocoryne;1;0;0;recorded before 1950;Oenothera kunthiana;
67553;floraweb:67553;Oenothera sect. Leucocoryne W. L. Wagner & Hoch;sect;FALSE;NA;NA;NA;floraweb:67553;Oenothera sect. Leucocoryne;Oenothera sect. Leucocoryne;1;0;0;recorded before 1950;Oenothera sect. Leucocoryne;
67556;floraweb:67556;Oenothera sect. Megapterium (Spach) W. L. Wagner & Hoch;sect;FALSE;NA;NA;NA;floraweb:67556;Oenothera sect. Megapterium;Oenothera sect. Megapterium;1;0;0;outside final grid;Oenothera sect. Megapterium;
34043;floraweb:34043;Oenothera stricta subsp. stricta;subsp;FALSE;Oenothera stricta subsp. stricta;Oenothera stricta subsp. stricta;NA;floraweb:3900;Oenothera stricta Ledeb. ex Link;Oenothera stricta Ledeb. ex Link;0;0;0;no data;Oenothera stricta subsp. stricta;
3900;floraweb:3900;Oenothera stricta Link;species;FALSE;Oenothera stricta Link;Oenothera stricta;Link;floraweb:3900;Oenothera stricta Ledeb. ex Link;Oenothera stricta Ledeb. ex Link;1;1;1;;Oenothera stricta;
29227;floraweb:29227;Oenothera-stucchii-Gruppe;group;FALSE;NA;NA;NA;floraweb:29227;Oenothera stucchii group;Oenothera stucchii group;1;1;0;absent in DE;Oenothera-stucchii-Gruppe;
29864;floraweb:29864;Oenothera stucchii Soldano;species;FALSE;Oenothera stucchii Soldano;Oenothera stucchii;Soldano;floraweb:29864;Oenothera stucchii Soldano;Oenothera stucchii group;1;1;1;;Oenothera stucchii;
67551;floraweb:67551;Oenothera subsect. Munzia W. Dietr.;subsect;FALSE;NA;NA;NA;floraweb:67551;Oenothera subsect. Munzia;Oenothera subsect. Munzia;0;0;0;no data;Oenothera subsect. Munzia W. Dietr.;
67555;floraweb:67555;Oenothera subsect. Oenothera;subsect;FALSE;NA;NA;NA;floraweb:67555;Oenothera subsect. Oenothera;Oenothera subsect. Oenothera;0;0;0;no data;Oenothera subsect. Oenothera;
67552;floraweb:67552;Oenothera subsect. Raimannia (Rose) W. Dietr.;subsect;FALSE;NA;NA;NA;floraweb:67552;Oenothera subsect. Raimannia;Oenothera subsect. Raimannia;0;0;0;no data;Oenothera subsect. Raimannia (Rose) W. Dietr.;
26895;floraweb:26895;Oenothera tacikii Rostański;species;TRUE;Oenothera tacikii Rostański;Oenothera tacikii;Rostański;floraweb:26895;Oenothera tacikii Rostański;Oenothera tacikii Rostański;0;0;0;absent in DE;Oenothera tacikii;
10670;floraweb:10670;Oenothera canovirens E. S. Steele;species;FALSE;Oenothera canovirens E.S.Steele;Oenothera canovirens;E.S.Steele;floraweb:10670;Oenothera canovirens E.S.Steele;Oenothera villosa group;22;18;1;;Oenothera canovirens;
29228;floraweb:29228;Oenothera-villosa-Gruppe;group;FALSE;NA;NA;NA;floraweb:29228;Oenothera villosa group;Oenothera villosa group;79;70;1;;Oenothera-villosa-Gruppe;
29865;floraweb:29865;Oenothera wienii Renner ex Rostański;species;TRUE;Oenothera wienii Renner ex Rostański;Oenothera wienii;Renner ex Rostański;floraweb:29865;Oenothera wienii Renner ex Rostański;Oenothera villosa group;5;5;1;;Oenothera wienii;
3883;floraweb:3883;Oenothera depressa Greene;species;FALSE;Oenothera depressa Greene;Oenothera depressa;Greene;floraweb:3883;Oenothera villosa Thunb.;Oenothera villosa group;61;56;1;;Oenothera depressa;
26900;floraweb:26900;Oenothera wratislawiensis Rostański;species;FALSE;Oenothera wratislawiensis Rostański;Oenothera wratislawiensis;Rostański;floraweb:26900;Oenothera wratislaviensis Rostański;Oenothera wratislaviensis Rostański;1;1;0;absent in DE;Oenothera wratislawiensis;
33715;floraweb:33715;Oenothera-wratislawiensis-Gruppe;group;FALSE;NA;NA;NA;floraweb:33715;Oenothera wratislawiensis group;Oenothera wratislawiensis group;1;1;0;absent in DE;Oenothera-wratislawiensis-Gruppe;
30376;floraweb:30376;Arabidopsis pumila;species;FALSE;Arabidopsis pumila (Stephan) N.Busch;Arabidopsis pumila;(Stephan) N.Busch;floraweb:30376;Olimarabidopsis pumila (Stephan) Al-Shehbaz & al.;Olimarabidopsis pumila (Stephan) Al-Shehbaz & al.;0;0;0;no data;Arabidopsis pumila;
22956;floraweb:22956;Piptatherum miliaceum (L.) Coss.;species;FALSE;Piptatherum miliaceum (L.) Coss.;Piptatherum miliaceum;(L.) Coss.;floraweb:22956;Oloptum miliaceum (L.) Roeser & Hamasha;Oloptum miliaceum (L.) Roeser & Hamasha;0;0;0;no data;Piptatherum miliaceum;
2729;floraweb:2729;Gnaphalium hoppeanum W. D. J. Koch;species;FALSE;Gnaphalium hoppeanum W.D.J.Koch;Gnaphalium hoppeanum;W.D.J.Koch;floraweb:2729;Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. & F.W.Schultz;Omalotheca hoppeana (W.D.J.Koch) Sch.Bip. & F.W.Schultz;38;14;1;;Gnaphalium hoppeanum;
2731;floraweb:2731;Gnaphalium norvegicum Gunnerus;species;FALSE;Gnaphalium norvegicum Gunnerus;Gnaphalium norvegicum;Gunnerus;floraweb:2731;Omalotheca norvegica (Gunnerus) Sch.Bip. & F.W.Schultz;Omalotheca norvegica (Gunnerus) Sch.Bip. & F.W.Schultz;60;37;1;;Gnaphalium norvegicum;
2732;floraweb:2732;Gnaphalium supinum L.;species;FALSE;Gnaphalium supinum L.;Gnaphalium supinum;L.;floraweb:2732;Omalotheca supina (L.) DC.;Omalotheca supina (L.) DC.;38;16;1;;Gnaphalium supinum;
29706;floraweb:29706;Gnaphalium supinum subsp. supinum;subsp;FALSE;Gnaphalium supinum subsp. supinum;Gnaphalium supinum subsp. supinum;NA;floraweb:2732;Omalotheca supina (L.) DC.;Omalotheca supina (L.) DC.;38;16;1;;Gnaphalium supinum subsp. supinum;
2733;floraweb:2733;Gnaphalium sylvaticum L.;species;FALSE;Gnaphalium sylvaticum L.;Gnaphalium sylvaticum;L.;floraweb:2733;Omalotheca sylvatica (L.) Sch.Bip. & F.W.Schultz;Omalotheca sylvatica (L.) Sch.Bip. & F.W.Schultz;2516;2278;1;;Gnaphalium sylvaticum;
3903;floraweb:3903;Omphalodes verna Moench, nom. cons. prop.;species;FALSE;Omphalodes verna Moench;Omphalodes verna;Moench;floraweb:3903;Omphalodes verna Moench;Omphalodes verna Moench;245;217;1;;Omphalodes verna;
10685;floraweb:10685;Onobrychis arenaria subsp. arenaria;subsp;FALSE;Onobrychis arenaria subsp. arenaria;Onobrychis arenaria subsp. arenaria;NA;floraweb:3907;Onobrychis arenaria (Kit.) DC.;Onobrychis arenaria (Kit.) DC.;80;78;1;;Onobrychis arenaria subsp. arenaria;
3907;floraweb:3907;Onobrychis arenaria (Willd. ex Kit.) DC.;species;FALSE;Onobrychis arenaria (Willd. ex Kit.) DC.;Onobrychis arenaria;(Willd. ex Kit.) DC.;floraweb:3907;Onobrychis arenaria (Kit.) DC.;Onobrychis arenaria (Kit.) DC.;80;78;1;;Onobrychis arenaria;
