NAMNR;taxonID;taxonName;taxonRank;isHybrid;taxonNameEdited;taxonNameEditedShort;taxonNameEditedAuthors;higherTaxonID;acceptedTaxonName;acceptedHigherTaxonName;countRaw;countFiltered;keep;remark;taxonNameForGSL;isAquatic
1;floraweb:1;Abies alba Mill.;species;FALSE;Abies alba Mill.;Abies alba;Mill.;floraweb:1;Abies alba Mill.;Abies alba Mill.;1415;1087;1;;Abies alba;
10000;floraweb:10000;Abies concolor (Gord.) Hildebr.;species;FALSE;Abies concolor (Gord.) Hildebr.;Abies concolor;(Gord.) Hildebr.;floraweb:10000;Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.;Abies concolor (Gordon & Glend.) Lindl. ex Hildebr.;15;5;1;;Abies concolor;
10001;floraweb:10001;Abies grandis (D. Don) Lindl.;species;FALSE;Abies grandis (D.Don) Lindl.;Abies grandis;(D.Don) Lindl.;floraweb:10001;Abies grandis (Douglas ex D.Don) Lindl.;Abies grandis (Douglas ex D.Don) Lindl.;87;8;1;;Abies grandis;
30281;floraweb:30281;Abies homolepis Siebold et Zucc.;species;FALSE;Abies homolepis Siebold & Zucc.;Abies homolepis;Siebold & Zucc.;floraweb:30281;Abies homolepis Siebold & Zucc.;Abies homolepis Siebold & Zucc.;1;0;0;cultivated/doubtful/incorrectID;Abies homolepis;
30283;floraweb:30283;Abies koreana E. H. Wilson;species;FALSE;Abies koreana E.H.Wilson;Abies koreana;E.H.Wilson;floraweb:30283;Abies koreana E.H.Wilson;Abies koreana E.H.Wilson;2;2;1;;Abies koreana;
10004;floraweb:10004;Abies nordmanniana (Steven) Spach;species;FALSE;Abies nordmanniana (Steven) Spach;Abies nordmanniana;(Steven) Spach;floraweb:10004;Abies nordmanniana (Steven) Spach;Abies nordmanniana (Steven) Spach;32;3;1;;Abies nordmanniana;
34065;floraweb:34065;Abies nordmanniana subsp. nordmanniana;subsp;FALSE;Abies nordmanniana subsp. nordmanniana;Abies nordmanniana subsp. nordmanniana;NA;floraweb:10004;Abies nordmanniana (Steven) Spach;Abies nordmanniana (Steven) Spach;0;0;0;no data;Abies nordmanniana subsp. nordmanniana;
10003;floraweb:10003;Abies procera Rehder;species;FALSE;Abies procera Rehder;Abies procera;Rehder;floraweb:10003;Abies procera Rehder;Abies procera Rehder;6;1;1;;Abies procera;
30282;floraweb:30282;Abies veitchii Lindl.;species;FALSE;Abies veitchii Lindl.;Abies veitchii;Lindl.;floraweb:30282;Abies veitchii Lindl.;Abies veitchii Lindl.;0;0;0;absent in DE;Abies veitchii;
2;floraweb:2;Abutilon theophrasti Medik.;species;FALSE;Abutilon theophrasti Medik.;Abutilon theophrasti;Medik.;floraweb:2;Abutilon theophrasti Medik.;Abutilon theophrasti Medik.;335;314;1;;Abutilon theophrasti;
30302;floraweb:30302;Acaena microphylla Hook. f.;species;FALSE;Acaena microphylla Hook.f.;Acaena microphylla;Hook.f.;floraweb:30302;Acaena microphylla Hook.f.;Acaena microphylla Hook.f.;0;0;0;absent in DE;Acaena microphylla;
30278;floraweb:30278;Acaena novae-zelandiae;species;FALSE;Acaena novae-zelandiae Kirk;Acaena novae-zelandiae;Kirk;floraweb:30278;Acaena novae-zeelandiae Kirk;Acaena novae-zeelandiae Kirk;1;1;1;;Acaena novae-zelandiae;
31817;floraweb:31817;Acalypha lanceolata;species;FALSE;Acalypha lanceolata Willd.;Acalypha lanceolata;Willd.;floraweb:31817;Acalypha lanceolata Willd.;Acalypha lanceolata Willd.;0;0;0;absent in DE;Acalypha lanceolata;
30303;floraweb:30303;Acanthus mollis L.;species;FALSE;Acanthus mollis L.;Acanthus mollis;L.;floraweb:30303;Acanthus mollis L.;Acanthus mollis L.;0;0;0;no data;Acanthus mollis;
6;floraweb:6;Acer campestre L.;species;FALSE;Acer campestre L.;Acer campestre;L.;floraweb:6;Acer campestre L.;Acer campestre L.;2662;2407;1;;Acer campestre;
10005;floraweb:10005;Acer cappadocicum;species;FALSE;Acer cappadocicum Gled.;Acer cappadocicum;Gled.;floraweb:10005;Acer cappadocicum Gled.;Acer cappadocicum Gled.;3;1;1;;Acer cappadocicum;
33078;floraweb:33078;Acer japonicum Thunb.;species;FALSE;Acer japonicum Thunb.;Acer japonicum;Thunb.;floraweb:33078;Acer japonicum Thunb.;Acer japonicum Thunb.;1;0;0;cultivated/doubtful/incorrectID;Acer japonicum;
10007;floraweb:10007;Acer macrophyllum;species;FALSE;Acer macrophyllum Pursh;Acer macrophyllum;Pursh;floraweb:10007;Acer macrophyllum Pursh;Acer macrophyllum Pursh;0;0;0;no data;Acer macrophyllum;
29650;floraweb:29650;Acer monspessulanum subsp. monspessulanum;subsp;FALSE;Acer monspessulanum subsp. monspessulanum;Acer monspessulanum subsp. monspessulanum;NA;floraweb:7;Acer monspessulanum L.;Acer monspessulanum L.;63;52;1;;Acer monspessulanum subsp. monspessulanum;
7;floraweb:7;Acer monspessulanum L.;species;FALSE;Acer monspessulanum L.;Acer monspessulanum;L.;floraweb:7;Acer monspessulanum L.;Acer monspessulanum L.;63;52;1;;Acer monspessulanum;
8;floraweb:8;Acer negundo L.;species;FALSE;Acer negundo L.;Acer negundo;L.;floraweb:8;Acer negundo L.;Acer negundo L.;1121;1000;1;;Acer negundo;
9;floraweb:9;Acer opalus agg.;agg;FALSE;NA;NA;NA;floraweb:9;Acer opalus agg.;Acer opalus agg.;6;3;0;higher taxon;Acer opalus agg.;
13;floraweb:13;Acer opalus Mill.;species;FALSE;Acer opalus Mill.;Acer opalus;Mill.;floraweb:13;Acer opalus Mill.;Acer opalus Mill.;4;2;1;;Acer opalus;
30179;floraweb:30179;Acer palmatum;species;FALSE;Acer palmatum Thunb.;Acer palmatum;Thunb.;floraweb:30179;Acer palmatum Thunb.;Acer palmatum Thunb.;6;4;1;;Acer palmatum;
14;floraweb:14;Acer platanoides L.;species;FALSE;Acer platanoides L.;Acer platanoides;L.;floraweb:14;Acer platanoides L.;Acer platanoides L.;2845;2587;1;;Acer platanoides;
15;floraweb:15;Acer pseudoplatanus L.;species;FALSE;Acer pseudoplatanus L.;Acer pseudoplatanus;L.;floraweb:15;Acer pseudoplatanus L.;Acer pseudoplatanus L.;2951;2636;1;;Acer pseudoplatanus;
26277;floraweb:26277;Acer rubrum L.;species;FALSE;Acer rubrum L.;Acer rubrum;L.;floraweb:26277;Acer rubrum L.;Acer rubrum L.;5;2;1;;Acer rubrum;
10006;floraweb:10006;Acer saccharinum;species;FALSE;Acer saccharinum L.;Acer saccharinum;L.;floraweb:10006;Acer saccharinum L.;Acer saccharinum L.;177;120;1;;Acer saccharinum;
26278;floraweb:26278;Acer saccharum Marshall;species;FALSE;Acer saccharum Marshall;Acer saccharum;Marshall;floraweb:26278;Acer saccharum Marshall;Acer saccharum Marshall;6;2;1;;Acer saccharum;
16;floraweb:16;Acer tataricum L.;species;FALSE;Acer tataricum L.;Acer tataricum;L.;floraweb:16;Acer tataricum L.;Acer tataricum L.;43;25;1;;Acer tataricum;
25663;floraweb:25663;Acer ginnala Maxim.;species;FALSE;Acer ginnala Maxim.;Acer ginnala;Maxim.;floraweb:25663;Acer tataricum subsp. ginnala (Maxim.) Wesmael;Acer tataricum subsp. ginnala (Maxim.) Wesmael;73;38;1;;Acer ginnala;
30223;floraweb:30223;Acer velutinum Boiss.;species;FALSE;Acer velutinum Boiss.;Acer velutinum;Boiss.;floraweb:30223;Acer velutinum Boiss.;Acer velutinum Boiss.;1;0;0;outside final grid;Acer velutinum;
29250;floraweb:29250;Acer × zoeschense Pax;species;TRUE;Acer zoeschense Pax;Acer zoeschense;Pax;floraweb:29250;Acer zoeschense Pax;Acer zoeschense Pax;4;2;1;;Acer ×zoeschense;
6532;floraweb:6532;Achillea ageratum L.;species;FALSE;Achillea ageratum L.;Achillea ageratum;L.;floraweb:6532;Achillea ageratum L.;Achillea ageratum L.;5;4;1;;Achillea ageratum;
30280;floraweb:30280;Achillea biebersteinii Afanasiew;species;FALSE;Achillea biebersteinii Afanasiew;Achillea biebersteinii;Afanasiew;floraweb:30280;Achillea arabica Kotschy.;Achillea arabica Kotschy.;0;0;0;no data;Achillea biebersteinii;
18;floraweb:18;Achillea atrata agg.;agg;FALSE;NA;NA;NA;floraweb:18;Achillea atrata agg.;Achillea atrata agg.;46;20;0;higher taxon;Achillea atrata agg.;
19;floraweb:19;Achillea atrata L.;species;FALSE;Achillea atrata L.;Achillea atrata;L.;floraweb:19;Achillea atrata L.;Achillea atrata L.;46;20;1;;Achillea atrata;
20094;floraweb:20094;Achillea clavenae subsp. intercedens (Heimerl) Rothm.;subsp;FALSE;Achillea clavenae subsp. intercedens (Heimerl) Rothm.;Achillea clavenae subsp. intercedens;(Heimerl) Rothm.;floraweb:21;Achillea clavennae L.;Achillea clavennae L.;4;0;0;recorded before 1950;Achillea clavenae subsp. intercedens;
21;floraweb:21;Achillea clavenae L.;species;FALSE;Achillea clavenae L.;Achillea clavenae;L.;floraweb:21;Achillea clavennae L.;Achillea clavennae L.;23;11;1;;Achillea clavenae;
20;floraweb:20;Achillea clusiana Tausch;species;FALSE;Achillea clusiana Tausch;Achillea clusiana;Tausch;floraweb:20;Achillea clusiana Tausch;Achillea clusiana Tausch;0;0;0;absent in DE;Achillea clusiana;
27371;floraweb:27371;Achillea coarctata Poir.;species;FALSE;Achillea coarctata Poir.;Achillea coarctata;Poir.;floraweb:27371;Achillea coarctata Poir.;Achillea coarctata Poir.;1;0;0;recorded before 1950;Achillea coarctata;
22;floraweb:22;Achillea crithmifolia Waldst. & Kit.;species;FALSE;Achillea crithmifolia Waldst. & Kit.;Achillea crithmifolia;Waldst. & Kit.;floraweb:22;Achillea crithmifolia Waldst. & Kit.;Achillea crithmifolia Waldst. & Kit.;21;16;1;;Achillea crithmifolia;
30;floraweb:30;Achillea distans Willd.;species;FALSE;Achillea distans Willd.;Achillea distans;Willd.;floraweb:30;Achillea distans Waldst. & Kit. ex Willd.;Achillea distans Waldst. & Kit. ex Willd.;8;4;1;belongs to Achillea millefolium agg. but is a neophyte in DE;Achillea distans;
34090;floraweb:34090;Achillea distans subsp. distans;subsp;FALSE;Achillea distans subsp. distans;Achillea distans subsp. distans;NA;floraweb:30;Achillea distans Waldst. & Kit. ex Willd.;Achillea distans Waldst. & Kit. ex Willd.;0;0;0;no data;Achillea distans subsp. distans;
23;floraweb:23;Achillea erba-rotta agg.;agg;FALSE;NA;NA;NA;floraweb:23;Achillea erba-rotta agg.;Achillea erba-rotta agg.;5;0;0;higher taxon;Achillea erba-rotta agg.;
25;floraweb:25;Achillea moschata Wulfen;species;FALSE;Achillea moschata Wulfen;Achillea moschata;Wulfen;floraweb:25;Achillea erba-rotta subsp. moschata (Wulfen) I.Richardson;Achillea erba-rotta subsp. moschata (Wulfen) I.Richardson;5;0;0;outside final grid;Achillea moschata;
27372;floraweb:27372;Achillea filipendulina Lam.;species;FALSE;Achillea filipendulina Lam.;Achillea filipendulina;Lam.;floraweb:27372;Achillea filipendulina Lam.;Achillea filipendulina Lam.;94;91;1;;Achillea filipendulina;
30306;floraweb:30306;Achillea ligustica;species;FALSE;Achillea ligustica All.;Achillea ligustica;All.;floraweb:30306;Achillea ligustica All.;Achillea ligustica All.;0;0;0;no data;Achillea ligustica;
26;floraweb:26;Achillea macrophylla L.;species;FALSE;Achillea macrophylla L.;Achillea macrophylla;L.;floraweb:26;Achillea macrophylla L.;Achillea macrophylla L.;9;1;1;;Achillea macrophylla;
30310;floraweb:30310;Achillea millefolium × nobilis;species;TRUE;Achillea millefolium × nobilis;Achillea millefolium × nobilis;NA;floraweb:30310;Achillea millefolium × nobilis;Achillea millefolium × nobilis;0;0;0;no data;Achillea millefolium ×nobilis;
32201;floraweb:32201;Achillea asplenifolia Vent.;species;FALSE;Achillea asplenifolia Vent.;Achillea asplenifolia;Vent.;floraweb:32201;Achillea aspleniifolia Vent.;Achillea millefolium agg.;0;0;0;no data;Achillea asplenifolia;
10008;floraweb:10008;Achillea millefolium f. rosea;forma;FALSE;Achillea millefolium f. rosea;Achillea millefolium f. rosea;NA;floraweb:10008;Achillea millefolium L.;Achillea millefolium agg.;0;0;0;no data;Achillea millefolium f. rosea;
26083;floraweb:26083;Achillea millefolium var. parvifolia;var;FALSE;Achillea millefolium var. parvifolia;Achillea millefolium var. parvifolia;NA;floraweb:31;Achillea millefolium var. parvifolia;Achillea millefolium agg.;0;0;0;absent in DE;Achillea millefolium var. parvifolia;
26279;floraweb:26279;Achillea millefolium × pannonica;species;TRUE;Achillea millefolium × pannonica;Achillea millefolium × pannonica;NA;floraweb:26279;Achillea incognita Danihelka;Achillea millefolium agg.;3;3;1;;Achillea millefolium ×pannonica;
26686;floraweb:26686;Achillea pratensis Saukel & R. Länger;species;FALSE;Achillea pratensis Saukel & R.Länger;Achillea pratensis;Saukel & R.Länger;floraweb:26686;Achillea pratensis J.Saukel & R.Länger;Achillea millefolium agg.;148;144;1;;Achillea pratensis;
27;floraweb:27;Achillea millefolium agg.;agg;FALSE;NA;NA;NA;floraweb:27;Achillea millefolium agg.;Achillea millefolium agg.;2991;2640;1;;Achillea millefolium agg.;
27370;floraweb:27370;Achillea lanulosa Nutt.;species;FALSE;Achillea lanulosa Nutt.;Achillea lanulosa;Nutt.;floraweb:27370;Achillea millefolium L.;Achillea millefolium agg.;3;3;1;;Achillea lanulosa;
29;floraweb:29;Achillea collina (Becker ex Wirtg.) Heimerl;species;FALSE;Achillea collina (Becker ex Wirtg.) Heimerl;Achillea collina;(Becker ex Wirtg.) Heimerl;floraweb:29;Achillea millefolium subsp. collina (Wirtg.) Oborný;Achillea millefolium agg.;225;211;1;;Achillea collina;
31;floraweb:31;Achillea millefolium L.;species;FALSE;Achillea millefolium L.;Achillea millefolium;L.;floraweb:31;Achillea millefolium L.;Achillea millefolium agg.;2741;2408;1;;Achillea millefolium;
32;floraweb:32;Achillea millefolium subsp. millefolium;subsp;FALSE;Achillea millefolium subsp. millefolium;Achillea millefolium subsp. millefolium;NA;floraweb:31;Achillea millefolium subsp. millefolium;Achillea millefolium agg.;934;821;1;;Achillea millefolium subsp. millefolium;
33;floraweb:33;Achillea millefolium subsp. sudetica (Opiz) Oborny;subsp;FALSE;Achillea millefolium subsp. sudetica (Opiz) Oborny;Achillea millefolium subsp. sudetica;(Opiz) Oborny;floraweb:31;Achillea millefolium subsp. sudetica (Opiz) Oborný;Achillea millefolium agg.;49;45;1;;Achillea millefolium subsp. sudetica;
34;floraweb:34;Achillea pannonica Scheele, nom. cons.;species;FALSE;Achillea pannonica Scheele;Achillea pannonica;Scheele;floraweb:34;Achillea pannonica Scheele;Achillea millefolium agg.;308;277;1;;Achillea pannonica;
35;floraweb:35;Achillea roseoalba Ehrend.;species;TRUE;Achillea roseoalba Ehrend.;Achillea roseoalba;Ehrend.;floraweb:35;Achillea roseoalba Ehrend.;Achillea millefolium agg.;20;9;1;hybrid with species teatment;Achillea roseoalba;
36;floraweb:36;Achillea setacea Waldst. & Kit.;species;FALSE;Achillea setacea Waldst. & Kit.;Achillea setacea;Waldst. & Kit.;floraweb:36;Achillea setacea Waldst. & Kit.;Achillea millefolium agg.;88;66;1;;Achillea setacea;
30312;floraweb:30312;Achillea nobilis × setacea;species;TRUE;Achillea nobilis × setacea;Achillea nobilis × setacea;NA;floraweb:30312;Achillea nobilis × setacea;Achillea nobilis × setacea;2;1;1;;Achillea nobilis ×setacea;
39;floraweb:39;Achillea nobilis L.;species;FALSE;Achillea nobilis L.;Achillea nobilis;L.;floraweb:39;Achillea nobilis L.;Achillea nobilis L.;299;204;1;;Achillea nobilis;
6533;floraweb:6533;Achillea nobilis subsp. neilreichii (Kern.) Velen.;subsp;FALSE;Achillea nobilis subsp. neilreichii (Kern.) Velen.;Achillea nobilis subsp. neilreichii;(Kern.) Velen.;floraweb:39;Achillea nobilis L.;Achillea nobilis L.;2;0;0;recorded before 1950;Achillea nobilis subsp. neilreichii;
6534;floraweb:6534;Achillea nobilis subsp. nobilis;subsp;FALSE;Achillea nobilis subsp. nobilis;Achillea nobilis subsp. nobilis;NA;floraweb:39;Achillea nobilis L.;Achillea nobilis L.;299;204;1;;Achillea nobilis subsp. nobilis;
30307;floraweb:30307;Achillea odorata;species;FALSE;Achillea odorata;Achillea odorata;NA;floraweb:30307;Achillea odorata L.;Achillea odorata L.;0;0;0;absent in DE;Achillea odorata;
35059;floraweb:35059;Achillea oxyloba (DC.) Sch. Bip.;species;FALSE;Achillea oxyloba (DC.) Sch.Bip.;Achillea oxyloba;(DC.) Sch.Bip.;floraweb:35059;Achillea oxyloba (DC.) Sch.Bip.;Achillea oxyloba (DC.) Sch.Bip.;0;0;0;absent in DE;Achillea oxyloba;
42;floraweb:42;Achillea ptarmica agg.;agg;FALSE;NA;NA;NA;floraweb:42;Achillea ptarmica agg.;Achillea ptarmica agg.;2655;2389;0;higher taxon;Achillea ptarmica agg.;
44;floraweb:44;Achillea ptarmica L.;species;FALSE;Achillea ptarmica L.;Achillea ptarmica;L.;floraweb:44;Achillea ptarmica L.;Achillea ptarmica L.;2632;2375;1;;Achillea ptarmica;
27369;floraweb:27369;Achillea salicifolia Besser;species;FALSE;Achillea salicifolia Besser;Achillea salicifolia;Besser;floraweb:27369;Achillea salicifolia Besser;Achillea salicifolia Besser;41;16;1;;Achillea salicifolia;
5785;floraweb:5785;Stipa bromoides (L.) Dörfl.;species;FALSE;Stipa bromoides (L.) Dörfl.;Stipa bromoides;(L.) Dörfl.;floraweb:5785;Achnatherum bromoides (L.) P.Beauv.;Achnatherum bromoides (L.) P.Beauv.;0;0;0;no data;Stipa bromoides;
47;floraweb:47;Achnatherum calamagrostis (L.) P. Beauv.;species;FALSE;Achnatherum calamagrostis (L.) P.Beauv.;Achnatherum calamagrostis;(L.) P.Beauv.;floraweb:47;Achnatherum calamagrostis (L.) P.Beauv.;Achnatherum calamagrostis (L.) P.Beauv.;46;29;1;;Achnatherum calamagrostis;
4056;floraweb:4056;Oryzopsis paradoxa Nutt.;species;FALSE;Oryzopsis paradoxa Nutt.;Oryzopsis paradoxa;Nutt.;floraweb:4056;Achnatherum paradoxum (L.) Banfi & al.;Achnatherum paradoxum (L.) Banfi & al.;1;1;1;;Oryzopsis paradoxa;
30314;floraweb:30314;Acinos alpinus × arvensis;species;TRUE;Acinos alpinus × arvensis;Acinos alpinus × arvensis;NA;floraweb:30314;Acinos alpinus × arvensis;Acinos alpinus × arvensis;1;0;0;outside final grid;Acinos alpinus ×arvensis;
14227;floraweb:14227;Aconitum cammarum L.;species;TRUE;Aconitum cammarum L.;Aconitum cammarum;L.;floraweb:14227;Aconitum cammarum L.;Aconitum cammarum L.;32;13;1;hybrid with species teatment;Aconitum cammarum;
26290;floraweb:33766;Aconitum napellus × variegatum;species;TRUE;Aconitum napellus × variegatum;Aconitum napellus × variegatum;NA;floraweb:33766;Aconitum cammarum L.;Aconitum cammarum L.;0;0;0;absent in DE;Aconitum napellus ×variegatum;
26280;floraweb:33764;Aconitum degenii × napellus;species;TRUE;Aconitum degenii × napellus;Aconitum degenii × napellus;NA;floraweb:33764;Aconitum degenii × napellus;Aconitum degenii × napellus;0;0;0;absent in DE;Aconitum degenii ×napellus;
14242;floraweb:14242;Aconitum lycoctonum L.;species;FALSE;Aconitum lycoctonum L.;Aconitum lycoctonum;L.;floraweb:14242;Aconitum lycoctonum L.;Aconitum lycoctonum L.;875;759;1;;Aconitum lycoctonum;
26285;floraweb:26285;Aconitum napellus × pilipes;species;TRUE;Aconitum napellus × pilipes;Aconitum napellus × pilipes;NA;floraweb:26285;Aconitum napellus × pilipes;Aconitum napellus × pilipes;0;0;0;no data;Aconitum napellus ×pilipes;
7171;floraweb:7171;Aconitum napellus subsp. skerisorae (Gáyer) W. Seitz;subsp;FALSE;Aconitum napellus subsp. skerisorae (Gáyer) W.Seitz;Aconitum napellus subsp. skerisorae;(Gáyer) W.Seitz;floraweb:33758;Aconitum firmum Rchb.;Aconitum napellus agg.;0;0;0;absent in DE;Aconitum napellus subsp. skerisorae;
14276;floraweb:14276;Aconitum plicatum Köhler ex Rchb.;species;FALSE;Aconitum plicatum Köhler ex Rchb.;Aconitum plicatum;Köhler ex Rchb.;floraweb:14276;Aconitum plicatum Köhler ex Rchb.;Aconitum napellus agg.;28;15;1;;Aconitum plicatum;
20111;floraweb:20111;Aconitum napellus subsp. lusitanicum Rouy;subsp;FALSE;Aconitum napellus subsp. lusitanicum Rouy;Aconitum napellus subsp. lusitanicum;Rouy;floraweb:33758;Aconitum napellus subsp. lusitanicum Rouy;Aconitum napellus agg.;367;282;1;;Aconitum napellus subsp. lusitanicum;
20116;floraweb:20116;Aconitum tauricum Wulfen;species;FALSE;Aconitum tauricum Wulfen;Aconitum tauricum;Wulfen;floraweb:20116;Aconitum tauricum Wulfen;Aconitum napellus agg.;11;3;1;;Aconitum tauricum;
24977;floraweb:24977;Aconitum napellus agg.;agg;FALSE;NA;NA;NA;floraweb:24977;Aconitum napellus agg.;Aconitum napellus agg.;628;501;1;;Aconitum napellus agg.;
26134;floraweb:26134;Aconitum tauricum subsp. tauricum;subsp;FALSE;Aconitum tauricum subsp. tauricum;Aconitum tauricum subsp. tauricum;NA;floraweb:20116;Aconitum tauricum Wulfen;Aconitum napellus agg.;11;3;1;;Aconitum tauricum subsp. tauricum;
26291;floraweb:26291;Aconitum × tauricum nothosubsp. hayekianum (Gáyer) Grinescu;subsp;TRUE;Aconitum tauricum subsp. hayekianum (Gáyer) Grinescu;Aconitum tauricum subsp. hayekianum;(Gáyer) Grinescu;floraweb:20116;Aconitum tauricum nothosubsp. hayekianum (Gáyer) Grinescu;Aconitum napellus agg.;0;0;0;absent in DE;Aconitum ×tauricum subsp. hayekianum;
33758;floraweb:33758;Aconitum napellus L., s. str.;species;FALSE;Aconitum napellus L.;Aconitum napellus;L.;floraweb:33758;Aconitum napellus L.;Aconitum napellus agg.;367;282;1;;Aconitum napellus s. str.;
33759;floraweb:33759;Aconitum napellus × plicatum;species;TRUE;Aconitum napellus × plicatum;Aconitum napellus × plicatum;NA;floraweb:33759;Aconitum napellus × plicatum;Aconitum napellus agg.;0;0;0;absent in DE;Aconitum napellus ×plicatum;
33760;floraweb:33760;Aconitum napellus subsp. lusitanicum × A. plicatum;species;TRUE;Aconitum napellus subsp. lusitanicum × plicatum;Aconitum napellus subsp. lusitanicum × plicatum;NA;floraweb:33759;Aconitum napellus subsp. lusitanicum × plicatum;Aconitum napellus agg.;0;0;0;absent in DE;Aconitum napellus subsp. lusitanicum ×plicatum;
33761;floraweb:33761;Aconitum napellus × tauricum;species;TRUE;Aconitum napellus × tauricum;Aconitum napellus × tauricum;NA;floraweb:33761;Aconitum napellus × tauricum;Aconitum napellus agg.;0;0;0;absent in DE;Aconitum napellus ×tauricum;
33762;floraweb:33762;Aconitum napellus subsp. lusitanicum × A. tauricum;species;TRUE;Aconitum napellus subsp. lusitanicum × tauricum;Aconitum napellus subsp. lusitanicum × tauricum;NA;floraweb:33761;Aconitum napellus subsp. lusitanicum × tauricum;Aconitum napellus agg.;0;0;0;absent in DE;Aconitum napellus subsp. lusitanicum ×tauricum;
26288;floraweb:26288;Aconitum pilipes × tauricum;species;TRUE;Aconitum pilipes × tauricum;Aconitum pilipes × tauricum;NA;floraweb:26288;Aconitum pilipes × tauricum;Aconitum pilipes × tauricum;0;0;0;no data;Aconitum pilipes ×tauricum;
26289;floraweb:26289;Aconitum plicatum × variegatum;species;TRUE;Aconitum plicatum × variegatum;Aconitum plicatum × variegatum;NA;floraweb:26289;Aconitum plicatum × variegatum;Aconitum plicatum × variegatum;0;0;0;no data;Aconitum plicatum ×variegatum;
26281;floraweb:33765;Aconitum tauricum × variegatum;species;TRUE;Aconitum tauricum × variegatum;Aconitum tauricum × variegatum;NA;floraweb:33765;Aconitum tauricum × variegatum;Aconitum tauricum × variegatum;0;0;0;absent in DE;Aconitum tauricum ×variegatum;
14231;floraweb:14231;Aconitum degenii Gáyer;species;FALSE;Aconitum degenii Gáyer;Aconitum degenii;Gáyer;floraweb:14231;Aconitum degenii Gáyer;Aconitum variegatum agg.;16;2;1;;Aconitum degenii;
14270;floraweb:14270;Aconitum pilipes (Rchb.) Gáyer;species;TRUE;Aconitum pilipes (Rchb.) Gáyer;Aconitum pilipes;(Rchb.) Gáyer;floraweb:14270;Aconitum pilipes (Rchb.) Gáyer;Aconitum variegatum agg.;4;1;1;hybrid with species teatment;Aconitum pilipes;
33016;floraweb:33016;Aconitum degenii × pilipes;species;TRUE;Aconitum degenii × pilipes;Aconitum degenii × pilipes;NA;floraweb:33016;Aconitum pilosiusculum (Ser.) Gáyer;Aconitum variegatum agg.;3;1;1;;Aconitum degenii ×pilipes;
33017;floraweb:33017;Aconitum degenii × variegatum;species;TRUE;Aconitum degenii × variegatum;Aconitum degenii × variegatum;NA;floraweb:33017;Aconitum hebegynum DC.;Aconitum variegatum agg.;4;4;1;;Aconitum degenii ×variegatum;
33757;floraweb:33757;Aconitum pilipes × variegatum;species;TRUE;Aconitum pilipes × variegatum;Aconitum pilipes × variegatum;NA;floraweb:33757;Aconitum austriacum Mucher;Aconitum variegatum agg.;3;1;0;absent in DE;Aconitum pilipes ×variegatum;
57;floraweb:57;Aconitum variegatum agg.;agg;FALSE;NA;NA;NA;floraweb:57;Aconitum variegatum agg.;Aconitum variegatum agg.;416;307;1;;Aconitum variegatum agg.;
61;floraweb:61;Aconitum variegatum L.;species;FALSE;Aconitum variegatum L.;Aconitum variegatum;L.;floraweb:61;Aconitum variegatum L.;Aconitum variegatum agg.;407;300;1;;Aconitum variegatum;
64;floraweb:64;Aconitum vulparia agg.;agg;FALSE;NA;NA;NA;floraweb:64;Aconitum vulparia agg.;Aconitum vulparia agg.;880;759;0;higher taxon;Aconitum vulparia agg.;
69;floraweb:69;Acorus calamus L.;species;FALSE;Acorus calamus L.;Acorus calamus;L.;floraweb:69;Acorus calamus L.;Acorus calamus L.;2009;1735;0;aquatic;Acorus calamus;TRUE
30636;floraweb:30636;Cimicifuga americana;species;FALSE;Cimicifuga americana;Cimicifuga americana;NA;floraweb:30636;Actaea podocarpa DC.;Actaea podocarpa DC.;1;1;0;absent in DE;Cimicifuga americana;
30637;floraweb:30637;Cimicifuga racemosa Barton.;species;FALSE;Cimicifuga racemosa Barton.;Cimicifuga racemosa;Barton.;floraweb:30637;Actaea racemosa L.;Actaea racemosa L.;0;0;0;no data;Cimicifuga racemosa;
70;floraweb:70;Actaea spicata L.;species;FALSE;Actaea spicata L.;Actaea spicata;L.;floraweb:70;Actaea spicata L.;Actaea spicata L.;1576;1415;1;;Actaea spicata;
30288;floraweb:30288;Actinidia deliciosa (A. Chev.) C. F. Liang & A. R. Ferguson;species;FALSE;Actinidia deliciosa (A.Chev.) C.F.Liang & A.R.Ferguson;Actinidia deliciosa;(A.Chev.) C.F.Liang & A.R.Ferguson;floraweb:30288;Actinidia chinensis var. hispida C.F.Liang;Actinidia chinensis var. hispida C.F.Liang;5;4;1;;Actinidia deliciosa;
71;floraweb:71;Adenophora liliifolia (L.) Fisch. ex A. DC.;species;FALSE;Adenophora liliifolia (L.) Fisch. ex A.DC.;Adenophora liliifolia;(L.) Fisch. ex A.DC.;floraweb:71;Adenophora liliifolia (L.) DC.;Adenophora liliifolia (L.) DC.;4;3;1;;Adenophora liliifolia;
72;floraweb:72;Adenostyles alliariae (Gouan) A. Kern.;species;FALSE;Adenostyles alliariae (Gouan) A.Kern.;Adenostyles alliariae;(Gouan) A.Kern.;floraweb:72;Adenostyles alliariae (Gouan) A.Kern.;Adenostyles alliariae (Gouan) A.Kern.;121;88;1;;Adenostyles alliariae;
