id;verbatim;parent;parent_taxonID;edited
urn:lsid:ipni.org:names:1003629-1;Serapias × walravensiana P.Delforge;Serapias lingua Merl. ex Steud.;urn:lsid:ipni.org:names:657646-1;Serapias × walravensiana P.Delforge
urn:lsid:ipni.org:names:1003630-1;Ophrys × pesseiae P.Delforge;Ophrys morisii (Martelli) Cif. & Giacom.;urn:lsid:ipni.org:names:648003-1;Ophrys × pesseiae P.Delforge
urn:lsid:ipni.org:names:1003630-1;Ophrys × pesseiae P.Delforge;Ophrys panattensis;urn:lsid:ipni.org:names:51014951-1;Ophrys × pesseiae P.Delforge
urn:lsid:ipni.org:names:1003631-1;Ophrys × spanui P.Delforge;Ophrys annae Devillers-Tersch. & Devillers;urn:lsid:ipni.org:names:979723-1;Ophrys × spanui P.Delforge
urn:lsid:ipni.org:names:1003631-1;Ophrys × spanui P.Delforge;Ophrys tenthredinifera Ten.;urn:lsid:ipni.org:names:648147-1;Ophrys × spanui P.Delforge
urn:lsid:ipni.org:names:1003632-1;Ophrys × daissiorum (H.Baumann et al.) P.Delforge;NA;NA;Ophrys × daissiorum (H.Baumann et al.) P.Delforge
urn:lsid:ipni.org:names:1003647-1;Elymus × mossii (Lepage) Barkworth & D.R.Dewey;NA;NA;Elymus × mossii (Lepage) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003648-1;Elymus × palmerensis (Lepage) Barkworth & D.R.Dewey;NA;NA;Elymus × palmerensis (Lepage) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003649-1;Elymus × pinaloensis (Pyrah) Barkworth & D.R.Dewey;NA;NA;Elymus × pinaloensis (Pyrah) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003654-1;× Elyleymus turneri (Lepage) Barkworth & D.R.Dewey;NA;NA;× Elyleymus turneri (Lepage) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003657-1;Elytesion × dakotense (Bowden) Barkworth & D.R.Dewey;NA;NA;Elytesion × dakotense (Bowden) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003658-1;Elytesion × iowense (R.W.Pohl) Barkworth & D.R.Dewey;NA;NA;Elytesion × iowense (R.W.Pohl) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003659-1;Elytesion × macounii (Vasey) Barkworth & D.R.Dewey;NA;NA;Elytesion × macounii (Vasey) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003660-1;Elytesion × montanense (Scribn.) Barkworth & D.R.Dewey;NA;NA;Elytesion × montanense (Scribn.) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003661-1;Elytesion × pilosilemma (W.W.Mitch. & H.J.Hodgs.) Barkworth & D.R.Dewey;NA;NA;Elytesion × pilosilemma (W.W.Mitch. & H.J.Hodgs.) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003662-1;Elytesion × schaakianum (Bowden) Barkworth & D.R.Dewey;NA;NA;Elytesion × schaakianum (Bowden) Barkworth & D.R.Dewey
urn:lsid:ipni.org:names:1003907-2;Huperzia × koolauensis (W.H.Wagner) Kartesz;NA;NA;Huperzia × koolauensis (W.H.Wagner) Kartesz
urn:lsid:ipni.org:names:1004001-1;Rubus × paxii Focke;Rubus phoenicolasius Maxim.;urn:lsid:ipni.org:names:739137-1;Rubus × paxii Focke
urn:lsid:ipni.org:names:1004001-1;Rubus × paxii Focke;Rubus idaeus Thunb.;urn:lsid:ipni.org:names:737530-1;Rubus × paxii Focke
urn:lsid:ipni.org:names:1004006-1;Scirpus × osoreyamensis M.Kikuchi;Scirpus triangulatus Roxb.;urn:lsid:ipni.org:names:314429-1;Scirpus × osoreyamensis M.Kikuchi
urn:lsid:ipni.org:names:1004006-1;Scirpus × osoreyamensis M.Kikuchi;Scirpus hondoensis Ohwi;urn:lsid:ipni.org:names:313696-1;Scirpus × osoreyamensis M.Kikuchi
urn:lsid:ipni.org:names:1004007-1;Saussurea × iwateyamensis M.Kikuchi;Saussurea sagitta Franch.;urn:lsid:ipni.org:names:242615-1;Saussurea × iwateyamensis M.Kikuchi
urn:lsid:ipni.org:names:1004007-1;Saussurea × iwateyamensis M.Kikuchi;Saussurea brachycephala Franch.;urn:lsid:ipni.org:names:242113-1;Saussurea × iwateyamensis M.Kikuchi
urn:lsid:ipni.org:names:1004047-1;× Gymnigritella pyrenaica C.E.Hermos. & Sabando;Nigritella gabasiana Teppner & E.Klein;urn:lsid:ipni.org:names:972657-1;× Gymnigritella pyrenaica C.E.Hermos. & Sabando
urn:lsid:ipni.org:names:1004047-1;× Gymnigritella pyrenaica C.E.Hermos. & Sabando;Gymnadenia conopsea (L.) R.Br.;urn:lsid:ipni.org:names:636509-1;× Gymnigritella pyrenaica C.E.Hermos. & Sabando
urn:lsid:ipni.org:names:1004051-1;Cirsium × fontqueri Romo;Cirsium pyrenaicum DC. var. paniculatum (Vahl) Talavera & Valdés;urn:lsid:ipni.org:names:877072-1;Cirsium × fontqueri Romo
urn:lsid:ipni.org:names:1004051-1;Cirsium × fontqueri Romo;Cirsium acaule (L.) F.H.Wigg. subsp. acaule;urn:lsid:ipni.org:names:51015421-1;Cirsium × fontqueri Romo
urn:lsid:ipni.org:names:1004052-1;Genista × arizagae Elorza, Patino, Urrutia & J.Valencia;Genista micrantha Friv. ex Griseb.;urn:lsid:ipni.org:names:496172-1;Genista × arizagae Elorza, Patino, Urrutia & J.Valencia
urn:lsid:ipni.org:names:1004052-1;Genista × arizagae Elorza, Patino, Urrutia & J.Valencia;Genista hispanica Garsault subsp. occidentalis;urn:lsid:ipni.org:names:51015423-1;Genista × arizagae Elorza, Patino, Urrutia & J.Valencia
urn:lsid:ipni.org:names:1004053-1;Herniaria × urrutiae Pérez Dacosta & Uribe-Ech.;Herniaria scabrida Boiss. subsp. scabrida;urn:lsid:ipni.org:names:51015425-1;Herniaria × urrutiae Pérez Dacosta & Uribe-Ech.
urn:lsid:ipni.org:names:1004053-1;Herniaria × urrutiae Pérez Dacosta & Uribe-Ech.;Herniaria cinerea DC.;urn:lsid:ipni.org:names:434783-1;Herniaria × urrutiae Pérez Dacosta & Uribe-Ech.
urn:lsid:ipni.org:names:1004063-1;Triticum × duelongatum Poleva;Elytrigia elongata (P.Beauv.) Nevski;urn:lsid:ipni.org:names:400537-1;Triticum × duelongatum Poleva
urn:lsid:ipni.org:names:1004063-1;Triticum × duelongatum Poleva;Triticum durum Desf.;urn:lsid:ipni.org:names:425669-1;Triticum × duelongatum Poleva
urn:lsid:ipni.org:names:1004132-1;Chenopodium × dvorakianum Mosyakin;NA;NA;Chenopodium × dvorakianum Mosyakin
urn:lsid:ipni.org:names:1004133-1;Chenopodium × morarii (Prodan) Mosyakin;NA;NA;Chenopodium × morarii (Prodan) Mosyakin
urn:lsid:ipni.org:names:1004135-1;Corispermum × klokovii Mosyakin;Corispermum marschallii Steven;urn:lsid:ipni.org:names:165419-1;Corispermum × klokovii Mosyakin
urn:lsid:ipni.org:names:1004135-1;Corispermum × klokovii Mosyakin;Corispermum nitidum Kit. ex Schult.;urn:lsid:ipni.org:names:165424-1;Corispermum × klokovii Mosyakin
urn:lsid:ipni.org:names:1004136-1;Corispermum × modestii Mosyakin;Corispermum pallasii Steven;urn:lsid:ipni.org:names:165426-1;Corispermum × modestii Mosyakin
urn:lsid:ipni.org:names:1004136-1;Corispermum × modestii Mosyakin;Corispermum marschallii Steven;urn:lsid:ipni.org:names:165419-1;Corispermum × modestii Mosyakin
urn:lsid:ipni.org:names:1004137-1;Ophrys × ferliana Bartolo & Pulv.;Ophrys calliantha Bartolo & Pulv.;urn:lsid:ipni.org:names:999830-1;Ophrys × ferliana Bartolo & Pulv.
urn:lsid:ipni.org:names:1004137-1;Ophrys × ferliana Bartolo & Pulv.;Ophrys oxyrrhynchos;urn:lsid:ipni.org:names:50899252-1;Ophrys × ferliana Bartolo & Pulv.
urn:lsid:ipni.org:names:1004138-1;Ophrys × pantalicae Bartolo & Pulv.;Ophrys lacaitae Lojac.;urn:lsid:ipni.org:names:647962-1;Ophrys × pantalicae Bartolo & Pulv.
urn:lsid:ipni.org:names:1004138-1;Ophrys × pantalicae Bartolo & Pulv.;Ophrys calliantha Bartolo & Pulv.;urn:lsid:ipni.org:names:999830-1;Ophrys × pantalicae Bartolo & Pulv.
urn:lsid:ipni.org:names:1004139-1;Ophrys × arciensis Bartolo & Pulv.;Ophrys tenthredinifera Ten.;urn:lsid:ipni.org:names:648147-1;Ophrys × arciensis Bartolo & Pulv.
urn:lsid:ipni.org:names:1004139-1;Ophrys × arciensis Bartolo & Pulv.;Ophrys oxyrrhynchos;urn:lsid:ipni.org:names:50899252-1;Ophrys × arciensis Bartolo & Pulv.
urn:lsid:ipni.org:names:1004382-1;Cypripedium × wenqingiae Perner;Cypripedium farreri W.W.Sm.;urn:lsid:ipni.org:names:625736-1;Cypripedium × wenqingiae Perner
urn:lsid:ipni.org:names:1004382-1;Cypripedium × wenqingiae Perner;Cypripedium tibeticum King ex Rolfe;urn:lsid:ipni.org:names:625992-1;Cypripedium × wenqingiae Perner
urn:lsid:ipni.org:names:1004478-1;Dactylorhiza × juennensis Perko;Dactylorhiza maculata (L.) Soó subsp. fuchsii;urn:lsid:ipni.org:names:51015913-1;Dactylorhiza × juennensis Perko
urn:lsid:ipni.org:names:1004478-1;Dactylorhiza × juennensis Perko;Dactylorhiza lapponica (Laest. ex Hartm.) Soó;urn:lsid:ipni.org:names:626636-1;Dactylorhiza × juennensis Perko
urn:lsid:ipni.org:names:1004614-1;× Elyhordeum pilosilemma (W.W.Mitch. & H.J.Hodgs.) Barkworth;Hordeum jubatum DC.;urn:lsid:ipni.org:names:405268-1;× Elyhordeum pilosilemma (W.W.Mitch. & H.J.Hodgs.) Barkworth
urn:lsid:ipni.org:names:1004614-1;× Elyhordeum pilosilemma (W.W.Mitch. & H.J.Hodgs.) Barkworth;Elymus macrourus (Turcz.) Tzvelev;urn:lsid:ipni.org:names:400340-1;× Elyhordeum pilosilemma (W.W.Mitch. & H.J.Hodgs.) Barkworth
urn:lsid:ipni.org:names:1004616-1;Leydeum × dutillyanum (Lepage) Barkworth;Hordeum jubatum DC.;urn:lsid:ipni.org:names:405268-1;Leydeum × dutillyanum (Lepage) Barkworth
urn:lsid:ipni.org:names:1004616-1;Leydeum × dutillyanum (Lepage) Barkworth;Leymus mollis (Trin.) Pilg.;urn:lsid:ipni.org:names:407335-1;Leydeum × dutillyanum (Lepage) Barkworth
urn:lsid:ipni.org:names:1004708-1;Serapias × pulae Perko;Serapias lingua Merl. ex Steud.;urn:lsid:ipni.org:names:657646-1;Serapias × pulae Perko
urn:lsid:ipni.org:names:1004708-1;Serapias × pulae Perko;Serapias istriaca Perko;urn:lsid:ipni.org:names:1004707-1;Serapias × pulae Perko
urn:lsid:ipni.org:names:1004709-1;Dactylorhiza × kuuskiae E.Breiner & R.Breiner;Dactylorhiza baltica (Klinge) N.I.Orlova;urn:lsid:ipni.org:names:626579-1;Dactylorhiza × kuuskiae E.Breiner & R.Breiner
urn:lsid:ipni.org:names:1004709-1;Dactylorhiza × kuuskiae E.Breiner & R.Breiner;Dactylorhiza ruthei;urn:lsid:ipni.org:names:50938333-1;Dactylorhiza × kuuskiae E.Breiner & R.Breiner
urn:lsid:ipni.org:names:1004710-1;Dactylorhiza × reitaluae Hennecke, E.Breiner & R.Breiner;Dactylorhiza ruthei;urn:lsid:ipni.org:names:50938333-1;Dactylorhiza × reitaluae Hennecke, E.Breiner & R.Breiner
urn:lsid:ipni.org:names:1004710-1;Dactylorhiza × reitaluae Hennecke, E.Breiner & R.Breiner;Dactylorhiza incarnata (L.) Soó;urn:lsid:ipni.org:names:626620-1;Dactylorhiza × reitaluae Hennecke, E.Breiner & R.Breiner
urn:lsid:ipni.org:names:1004773-1;Aporocactus × moennighoffii (D.F.Fisch.) McMillan;Aporocactus flagelliformis Lem.;urn:lsid:ipni.org:names:128832-1;Aporocactus × moennighoffii (D.F.Fisch.) McMillan
urn:lsid:ipni.org:names:1004773-1;Aporocactus × moennighoffii (D.F.Fisch.) McMillan;Aporocactus martianus Britton & Rose;urn:lsid:ipni.org:names:128837-1;Aporocactus × moennighoffii (D.F.Fisch.) McMillan
urn:lsid:ipni.org:names:1005003-1;Primula × vallarsae F.Prosser & Scorteg.;Primula auricula Vill.;urn:lsid:ipni.org:names:701583-1;Primula × vallarsae F.Prosser & Scorteg.
urn:lsid:ipni.org:names:1005003-1;Primula × vallarsae F.Prosser & Scorteg.;Primula recubariensis F.Prosser & Scorteg.;urn:lsid:ipni.org:names:1005002-1;Primula × vallarsae F.Prosser & Scorteg.
urn:lsid:ipni.org:names:1005017-1;Poa × perinconspicua H.Scholz;NA;NA;Poa × perinconspicua H.Scholz
urn:lsid:ipni.org:names:1005037-1;Elymus × lineariglumis Seberg & G.Petersen;NA;NA;Elymus × lineariglumis Seberg & G.Petersen
urn:lsid:ipni.org:names:1005087-1;Pseudolysimachion × neglectum (Vahl) Trávn.;NA;NA;Pseudolysimachion × neglectum (Vahl) Trávn.
urn:lsid:ipni.org:names:1005088-1;Pseudolysimachion × blockianum Trávn.;Pseudolysimachion spicatum Opiz subsp. spicatum;urn:lsid:ipni.org:names:51016636-1;Pseudolysimachion × blockianum Trávn.
urn:lsid:ipni.org:names:1005088-1;Pseudolysimachion × blockianum Trávn.;Pseudolysimachion incanum (L.) Holub subsp. incanum;urn:lsid:ipni.org:names:51016635-1;Pseudolysimachion × blockianum Trávn.
urn:lsid:ipni.org:names:1005847-1;Leucaena × mixtec C.E.Hughes & S.A.Harris;Leucaena esculenta Benth.;urn:lsid:ipni.org:names:502717-1;Leucaena × mixtec C.E.Hughes & S.A.Harris
urn:lsid:ipni.org:names:1005847-1;Leucaena × mixtec C.E.Hughes & S.A.Harris;Leucaena leucocephala (Lam.) de Wit subsp. glabrata (Rose) Zárate;urn:lsid:ipni.org:names:953705-1;Leucaena × mixtec C.E.Hughes & S.A.Harris
urn:lsid:ipni.org:names:1005994-1;Ilex attenuata f. buxtonica Bauers;NA;NA;Ilex attenuata f. buxtonica Bauers
urn:lsid:ipni.org:names:1006025-1;Saxifraga × karacardica Bürgel;Saxifraga karadzicensis (Degen & Košanin) Bürgel;urn:lsid:ipni.org:names:1006026-1;Saxifraga × karacardica Bürgel
urn:lsid:ipni.org:names:1006025-1;Saxifraga × karacardica Bürgel;Saxifraga scardica Griseb.;urn:lsid:ipni.org:names:794491-1;Saxifraga × karacardica Bürgel
urn:lsid:ipni.org:names:1006041-1;Avenochloa × praeusta (Rchb.) Gervais;NA;NA;Avenochloa × praeusta (Rchb.) Gervais
urn:lsid:ipni.org:names:1006087-1;Pachypodium × rauhii Halda;Pachypodium brevicaule Baker;urn:lsid:ipni.org:names:80694-1;Pachypodium × rauhii Halda
urn:lsid:ipni.org:names:1006087-1;Pachypodium × rauhii Halda;Pachypodium densiflorum Baker;urn:lsid:ipni.org:names:80697-1;Pachypodium × rauhii Halda
urn:lsid:ipni.org:names:1006408-1;Annona × atemoya Mabb.;Annona squamosa;urn:lsid:ipni.org:names:51018090-1;Annona × atemoya Mabb.
urn:lsid:ipni.org:names:1006408-1;Annona × atemoya Mabb.;Annona cherimola Miller;urn:lsid:ipni.org:names:927235-1;Annona × atemoya Mabb.
urn:lsid:ipni.org:names:1006409-1;Erythrina × malottiorum Mabb. & Lorence;Erythrina fusca Lour.;urn:lsid:ipni.org:names:494431-1;Erythrina × malottiorum Mabb. & Lorence
urn:lsid:ipni.org:names:1006409-1;Erythrina × malottiorum Mabb. & Lorence;Erythrina crista-galli L.;urn:lsid:ipni.org:names:494400-1;Erythrina × malottiorum Mabb. & Lorence
urn:lsid:ipni.org:names:1006410-1;Erythrina × neillii Mabb. & Lorence;Erythrina herbacea L.;urn:lsid:ipni.org:names:494449-1;Erythrina × neillii Mabb. & Lorence
urn:lsid:ipni.org:names:1006410-1;Erythrina × neillii Mabb. & Lorence;Erythrina humeana Spreng.;urn:lsid:ipni.org:names:494457-1;Erythrina × neillii Mabb. & Lorence
urn:lsid:ipni.org:names:1006437-1;Thymus brachychaetus nothosubsp. sierranus J.Peñas, J.Cabello, Mota & Sánchez-Gómez;Thymus mastichina L. subsp. mastichina;urn:lsid:ipni.org:names:50899923-1;Thymus brachychaetus nothosubsp. sierranus J.Peñas, J.Cabello, Mota & Sánchez-Gómez
urn:lsid:ipni.org:names:1006437-1;Thymus brachychaetus nothosubsp. sierranus J.Peñas, J.Cabello, Mota & Sánchez-Gómez;Thymus zygis Brot. subsp. gracilis (Boiss.) R.Morales;urn:lsid:ipni.org:names:923933-1;Thymus brachychaetus nothosubsp. sierranus J.Peñas, J.Cabello, Mota & Sánchez-Gómez
urn:lsid:ipni.org:names:1006582-1;Orchis × richardiorum Soca;Orchis ichnusae (Corrias) Devillers-Tersch. & Devillers;urn:lsid:ipni.org:names:973572-1;Orchis × richardiorum Soca
urn:lsid:ipni.org:names:1006582-1;Orchis × richardiorum Soca;Orchis papilionacea L. var. grandiflora;urn:lsid:ipni.org:names:50955402-1;Orchis × richardiorum Soca
urn:lsid:ipni.org:names:1006601-1;Sigmatostalix × luerorum Dodson;Sigmatostalix picta Rchb.f.;urn:lsid:ipni.org:names:657813-1;Sigmatostalix × luerorum Dodson
urn:lsid:ipni.org:names:1006601-1;Sigmatostalix × luerorum Dodson;Sigmatostalix morganii Dodson;urn:lsid:ipni.org:names:896751-1;Sigmatostalix × luerorum Dodson
urn:lsid:ipni.org:names:1006743-1;× Schombocattleya felix L.C.Menezes;Cattleya walkeriana Gardner;urn:lsid:ipni.org:names:622278-1;× Schombocattleya felix L.C.Menezes
urn:lsid:ipni.org:names:1006743-1;× Schombocattleya felix L.C.Menezes;Schomburgkia crispa Lindl.;urn:lsid:ipni.org:names:657436-1;× Schombocattleya felix L.C.Menezes
urn:lsid:ipni.org:names:1006847-1;Paeonia × franchetii Halda;Paeonia lutea;urn:lsid:ipni.org:names:51006245-1;Paeonia × franchetii Halda
urn:lsid:ipni.org:names:1006847-1;Paeonia × franchetii Halda;Paeonia potaninii;urn:lsid:ipni.org:names:51018570-1;Paeonia × franchetii Halda
urn:lsid:ipni.org:names:1006848-1;Paeonia × handel-mazzettii Halda;Paeonia lutea;urn:lsid:ipni.org:names:51006245-1;Paeonia × handel-mazzettii Halda
urn:lsid:ipni.org:names:1006848-1;Paeonia × handel-mazzettii Halda;Paeonia delavayi;urn:lsid:ipni.org:names:51018572-1;Paeonia × handel-mazzettii Halda
urn:lsid:ipni.org:names:1006927-1;Daphne × medfordensis Halda;Daphne arbuscula Čelak.;urn:lsid:ipni.org:names:831145-1;Daphne × medfordensis Halda
urn:lsid:ipni.org:names:1006927-1;Daphne × medfordensis Halda;Daphne sericea Vahl;urn:lsid:ipni.org:names:831357-1;Daphne × medfordensis Halda
urn:lsid:ipni.org:names:1006928-1;Daphne × kazbali Halda;Daphne sericea Vahl;urn:lsid:ipni.org:names:831357-1;Daphne × kazbali Halda
urn:lsid:ipni.org:names:1006928-1;Daphne × kazbali Halda;Daphne petraea Leybold;urn:lsid:ipni.org:names:831330-1;Daphne × kazbali Halda
urn:lsid:ipni.org:names:1006929-1;Daphne × juraseki Halda;Daphne circassica Woronow ex Pobed.;urn:lsid:ipni.org:names:831189-1;Daphne × juraseki Halda
urn:lsid:ipni.org:names:1006929-1;Daphne × juraseki Halda;Daphne glomerata Lam.;urn:lsid:ipni.org:names:831230-1;Daphne × juraseki Halda
urn:lsid:ipni.org:names:1006963-1;Gymnocalycium × pazoutianum Halda;Gymnocalycium denudatum (Link & Otto) Pfeiff.;urn:lsid:ipni.org:names:133326-1;Gymnocalycium × pazoutianum Halda
urn:lsid:ipni.org:names:1006963-1;Gymnocalycium × pazoutianum Halda;Gymnocalycium baldianum Speg.;urn:lsid:ipni.org:names:133298-1;Gymnocalycium × pazoutianum Halda
urn:lsid:ipni.org:names:1006990-1;Taraxacum × mesohalobium Kirschner & Štěpánek;Taraxacum bessarabicum Hand.-Mazz.;urn:lsid:ipni.org:names:252873-1;Taraxacum × mesohalobium Kirschner & Štěpánek
urn:lsid:ipni.org:names:1006990-1;Taraxacum × mesohalobium Kirschner & Štěpánek;Taraxacum salsum Kirschner & Štěpánek;urn:lsid:ipni.org:names:1006987-1;Taraxacum × mesohalobium Kirschner & Štěpánek
urn:lsid:ipni.org:names:1007063-1;Pleione × christianii Perner;Pleione forrestii Schltr.;urn:lsid:ipni.org:names:652159-1;Pleione × christianii Perner
urn:lsid:ipni.org:names:1007063-1;Pleione × christianii Perner;Pleione yunnanensis Rolfe;urn:lsid:ipni.org:names:652235-1;Pleione × christianii Perner
urn:lsid:ipni.org:names:1007096-1;Crocus × paulineae Pasche & Kernd.;Crocus ancyrensis Maw;urn:lsid:ipni.org:names:436451-1;Crocus × paulineae Pasche & Kernd.
urn:lsid:ipni.org:names:1007096-1;Crocus × paulineae Pasche & Kernd.;Crocus abantensis T.Baytop & B.Mathew;urn:lsid:ipni.org:names:436440-1;Crocus × paulineae Pasche & Kernd.
urn:lsid:ipni.org:names:1007119-1;Ophrys × carnazzae Galesi;Ophrys incubacea Bianca ex Tod.;urn:lsid:ipni.org:names:647940-1;Ophrys × carnazzae Galesi
urn:lsid:ipni.org:names:1007119-1;Ophrys × carnazzae Galesi;Ophrys calliantha Bartolo & Pulv.;urn:lsid:ipni.org:names:999830-1;Ophrys × carnazzae Galesi
urn:lsid:ipni.org:names:1007120-1;Ophrys × frascae Galesi;Ophrys sphegodes Mill. subsp. sphegodes;urn:lsid:ipni.org:names:50894811-1;Ophrys × frascae Galesi
urn:lsid:ipni.org:names:1007120-1;Ophrys × frascae Galesi;Ophrys lunulata Parl.;urn:lsid:ipni.org:names:647975-1;Ophrys × frascae Galesi
urn:lsid:ipni.org:names:1007121-1;Ophrys × martorinae Galesi;Ophrys discors Bianca;urn:lsid:ipni.org:names:647871-1;Ophrys × martorinae Galesi
urn:lsid:ipni.org:names:1007121-1;Ophrys × martorinae Galesi;Ophrys incubacea Bianca ex Tod.;urn:lsid:ipni.org:names:647940-1;Ophrys × martorinae Galesi
urn:lsid:ipni.org:names:1007125-1;Serapias ambigua nothosubsp. panormosana B.Baumann & H.Baumann;Serapias cordigera L. subsp. cretica B.Baumann & H.Baumann;urn:lsid:ipni.org:names:1007124-1;Serapias ambigua nothosubsp. panormosana B.Baumann & H.Baumann
urn:lsid:ipni.org:names:1007125-1;Serapias ambigua nothosubsp. panormosana B.Baumann & H.Baumann;Serapias lingua Merl. ex Steud.;urn:lsid:ipni.org:names:657646-1;Serapias ambigua nothosubsp. panormosana B.Baumann & H.Baumann
urn:lsid:ipni.org:names:1007236-1;Silene × montistellensis M.Ladero, Rivas Mart., Amor, M.T.Santos & M.T.Alonso;Silene foetida Link ex Spreng. subsp. foetida;urn:lsid:ipni.org:names:51019054-1;Silene × montistellensis M.Ladero, Rivas Mart., Amor, M.T.Santos & M.T.Alonso
urn:lsid:ipni.org:names:1007236-1;Silene × montistellensis M.Ladero, Rivas Mart., Amor, M.T.Santos & M.T.Alonso;Silene acutifolia Link ex Rohrb.;urn:lsid:ipni.org:names:156738-1;Silene × montistellensis M.Ladero, Rivas Mart., Amor, M.T.Santos & M.T.Alonso
urn:lsid:ipni.org:names:1007248-1;Agave × bundrantii (T.M.Howard) Thiede & Eggli;NA;NA;Agave × bundrantii (T.M.Howard) Thiede & Eggli
urn:lsid:ipni.org:names:1007264-1;Calystegia × scanica Brummitt;Calystegia pulchra Brummitt & Heywood;urn:lsid:ipni.org:names:265687-1;Calystegia × scanica Brummitt
urn:lsid:ipni.org:names:1007264-1;Calystegia × scanica Brummitt;Calystegia sepium (L.) R.Br.;urn:lsid:ipni.org:names:30033025-2;Calystegia × scanica Brummitt
urn:lsid:ipni.org:names:1007269-1;Narcissus × dordae Fern.Casas;NA;NA;Narcissus × dordae Fern.Casas
urn:lsid:ipni.org:names:1007372-1;Hypericum desetangsii nothosubsp. carinthiacum (A.Fröhl.) N.Robson;NA;NA;Hypericum desetangsii nothosubsp. carinthiacum (A.Fröhl.) N.Robson
urn:lsid:ipni.org:names:1007373-1;Hypericum desetangsii nothof. maculatiforme (A.Fröhl.) N.Robson;NA;NA;Hypericum desetangsii nothof. maculatiforme (A.Fröhl.) N.Robson
urn:lsid:ipni.org:names:1007374-1;Hypericum desetangsii nothof. perforatiforme (A.Fröhl.) N.Robson;NA;NA;Hypericum desetangsii nothof. perforatiforme (A.Fröhl.) N.Robson
urn:lsid:ipni.org:names:1007544-1;Saxifraga × arizagae Alejandre, Arizal. & Benito;Saxifraga losae Sennen;urn:lsid:ipni.org:names:794003-1;Saxifraga × arizagae Alejandre, Arizal. & Benito
urn:lsid:ipni.org:names:1007544-1;Saxifraga × arizagae Alejandre, Arizal. & Benito;Saxifraga fragosoi Sennen;urn:lsid:ipni.org:names:793683-1;Saxifraga × arizagae Alejandre, Arizal. & Benito
